,shcode,index
159,695,27 61
160,696,159
161,700,93 94
162,706,32
163,714,134
164,723,90 148
165,726,115 147
166,737,112
167,739,20
168,740,65
169,754,13
170,756,62 106
171,757,26
172,758,123
173,764,132
174,767,75
175,774,35 87
176,775,88
177,780,113
178,785,94 142
179,801,23 158
180,825,43
181,835,149
182,841,91
183,848,2 78
184,858,135
185,889,12
186,911,26 30 94
187,939,64
188,940,64 65 182
189,956,32
190,1034,56
191,1108,146
192,1128,67 100
193,1139,2
194,1184,90
195,1191,71
196,1250,67 68 124
197,1536,173 174
198,1538,39
199,1553,121
200,1554,81
201,1556,75 174 180
202,1560,92
203,1570,10
204,1571,142
205,1574,31
206,1579,152
207,1583,81
208,1584,27
209,1589,111
210,1592,12
211,1594,141
212,1596,12
213,1599,13 134
214,1600,6
215,1602,127
216,1603,147
217,1604,166
218,1605,94
219,1606,34 35 102
220,1609,86 121
221,1610,116 118
222,1615,69
223,1617,75 173 174
224,1618,13
225,1630,101 175 181
226,1631,5
227,1632,97 98 142
228,1633,91
229,1635,12 127
230,1636,27
231,1637,59
232,1640,122
233,1641,23
234,1650,172
235,1656,90
236,1659,115 123
237,1660,78
238,1662,111
239,1664,11 55 174
240,1666,48
241,1670,5
242,1672,148
243,1673,13
244,1675,107 131
245,1676,158
246,1677,118 179
247,1680,76 147
248,1681,182
249,1685,1
250,1686,4
251,1689,149 151
252,1692,174 180
253,1698,172
254,1702,49 125
255,1705,76 142
256,1707,106
257,1709,25
258,1710,20
259,1711,27
260,1714,74
261,1719,62
262,1721,165
263,1722,10
264,1723,24 25 63
265,1728,37
266,1729,166
267,1733,90
268,1735,3 148
269,1740,117 152
270,1741,121
271,1742,16
272,1749,11
273,1756,108
274,1761,97 98
275,1763,174
276,1768,143
277,1770,87 117
278,1774,11
279,1777,174
280,1779,74
281,1781,85
282,1783,173
283,1786,177
284,1788,20
285,1792,161
286,1793,41 97
287,1794,9 39
288,1797,13
289,1800,89
290,1807,117 118
291,1813,31
292,1815,4
293,1816,73 104
294,1817,173
295,1818,83
296,1824,18
297,1832,171 178
298,1833,33 112
299,1834,66
300,1835,5
301,1843,108
302,1844,134
303,1845,115
304,1846,1 2
305,1854,181
306,1855,138
307,1856,35 119
308,1857,103
309,1859,28 139
310,1860,28
311,1864,33
312,1867,57
313,1868,129 167
314,1869,13 60 151
315,1871,174
316,1886,174
317,1888,118
318,1889,19 72 101 102 175
319,1894,22 171
320,1895,10
321,1896,44
322,1897,92
323,1899,114 150
324,1901,105
325,1906,70
326,1909,4
327,1913,110
328,1914,147
329,1915,175
330,1916,62
331,1918,51 52 118
332,1923,114 148
333,1924,6
334,1925,139
335,1928,65
336,1929,124
337,1930,51 157
338,1933,107 109 167
339,1935,115
340,1938,14
341,1941,86 90
342,1943,20 24 86
343,1952,71
344,1954,35
345,1958,79
346,1961,1 18
347,1966,128 163
348,1967,97 173
349,1968,55
350,1969,19 101 174
351,1972,6 89
352,1974,124
353,1977,11
354,1978,49
355,1981,13
356,1982,90
357,1986,153
358,1988,5 6 88
359,1990,14
360,1991,116
361,2002,31
362,2007,114
363,2008,156
364,2009,103 174
365,2010,69
366,2013,11 171
367,2014,78 84
368,2021,89 90
369,2023,89 92 168
370,2024,28 124
371,2027,61
372,2030,106 107 155
373,2032,170
374,2034,45 46
375,2036,83 122
376,2040,129
377,2041,93
378,2043,16
379,2044,128 130
380,2049,126
381,2054,18
382,2056,174 175
383,2057,105
384,2065,71
385,2069,50
386,2070,151
387,2073,108
388,2078,69
389,2080,89
390,2082,19 40 71 157
391,2086,38 42
392,2087,84 85 86
393,2088,57
394,2089,65 166
395,2092,146
396,2100,39
397,2102,16 41
398,2104,75
399,2106,133 134
400,2110,39
401,2112,67
402,2120,160
403,2126,121
404,2127,70 167
405,2132,171
406,2134,44
407,2141,41
408,2142,41
409,2151,41
410,2154,174
411,2156,41
412,2158,165
413,2160,7
414,2161,86
415,2163,86 95
416,2164,122
417,2166,89 165 166
418,2168,99
419,2170,178
420,2172,25 113
421,2173,128
422,2177,89
423,2180,76
424,2181,53
425,2186,126 128
426,2193,170
427,2197,47 127
428,2207,45
429,2211,123
430,2212,91
431,2213,94
432,2224,27 113 114
433,2226,95 97
434,2227,37 97
435,2243,46
436,2244,101 103 174 177
437,2245,89 111
438,2249,122 155
439,2251,31
440,2256,57 179
441,2260,94
442,2263,174
443,2272,9
444,2274,63
445,2278,28
446,2280,16
447,2285,166
448,2299,172
449,2302,2 27 92 168
450,2307,40
451,2308,61
452,2313,32 34
453,2314,162
454,2315,155
455,2317,129
456,2318,123
457,2320,27
458,2324,114
459,2326,114 117
460,2335,125
461,2336,7
462,2344,59
463,2347,68
464,2351,167
465,2352,127
466,2367,21
467,2372,42
468,2375,76
469,2381,47
470,2385,71 167
471,2386,11 12
472,2389,54
473,2397,62
474,2403,67
475,2406,59
476,2407,70 153
477,2408,107
478,2409,123
479,2412,157
480,2413,102
481,2416,1 110 154
482,2422,124
483,2423,25
484,2425,19
485,2426,150 179
486,2435,60 117 118
487,2436,141
488,2437,88
489,2439,13
490,2442,100
491,2448,50
492,2450,179
493,2452,46
494,2453,42
495,2454,14
496,2468,4 85
497,2472,33
498,2474,121
499,2476,52 124
500,2479,25
501,2480,32
502,2482,165
503,2486,174 175
504,2487,36 81 138
505,2491,163 164
506,2494,13
507,2496,56
508,2498,59
509,2502,61
510,2503,155
511,2509,179
512,2513,151
513,2514,169
514,2518,123
515,2520,25
516,2526,48 49
517,2527,30
518,2532,6
519,2534,80 84
520,2538,92
521,2543,179
522,2547,66
523,2548,63
524,2549,93
525,2550,111
526,2551,123
527,2552,133
528,2558,115
529,2563,61
530,2566,29 139
531,2567,32 129
532,2569,43
533,2572,60 125
534,2585,5
535,2587,41
536,2590,33 71
537,2593,46
538,2600,126 129
539,2608,20 103 105
540,2617,33 112
541,2623,149
542,2624,66
543,2626,17 75 174
544,2627,17
545,2628,7 8 70
546,2631,120 124
547,2634,118
548,2635,61 117
549,2636,17 48 52
550,2638,54 100
551,2640,178
552,2643,89 142
553,2645,31 105
554,2649,30
555,2650,18 94
556,2652,82
557,2654,54 96
558,2657,14
559,2658,5 6 37 89
560,2660,1 17
561,2661,47
562,2662,60
563,2666,123
564,2667,133
565,2670,52 166 170
566,2671,73 160 182
567,2673,124
568,2674,113
569,2676,45
570,2678,69
571,2679,123 126
572,2687,99
573,2689,27
574,2690,126
575,2692,36
576,2696,14 81
577,2697,20
578,2698,1 87
579,2700,8
580,2701,116 175
581,2702,177
582,2707,115
583,2708,6
584,2713,63
585,2715,17
586,2717,12
587,2718,45
588,2725,81
589,2728,9
590,2729,43 44
591,2737,47 48
592,2749,31 143
593,2750,59 60 109 156
594,2751,102
595,2753,107
596,2755,9
597,2763,68 110 134
598,2764,157
599,2766,140
600,2768,122
601,2771,12
602,2772,182
603,2778,87
604,2780,40 164
605,2789,87
606,2791,156
607,2795,13 165
608,2801,56
609,2807,30
610,2810,9
611,2813,87
612,2818,99 102
613,2824,86
614,2825,33 36 109 110
615,2826,8 173
616,2827,169
617,2837,110 111
618,2841,3
619,2845,78 136
620,2855,23
621,2872,33
622,2885,32 69
623,2888,5 42
624,2889,68
625,2891,34
626,2892,30
627,2893,36
628,2895,165
629,2897,151 164
630,2898,35 164 165
