,shcode,shname,target_m,date,close_ratio,min_target,max_target,close,spot_range,check,inrange,squeezed,volume_default
8,007110,일신석재,201906,20190701,0.032710280373831724,2750,3135,3315,1.4675324675324675,False,False,False,False
9,007110,일신석재,201906,20190702,-0.037707390648567096,2750,3135,3190,1.1428571428571428,False,False,False,False
10,007110,일신석재,201906,20190703,-0.057993730407523536,2750,3135,3005,0.6623376623376623,False,True,False,False
11,007110,일신석재,201906,20190704,0.02329450915141429,2750,3135,3075,0.8441558441558441,False,True,True,False
12,007110,일신석재,201906,20190705,0.08943089430894302,2750,3135,3350,1.5584415584415585,False,False,False,False
13,007110,일신석재,201906,20190708,-0.06865671641791049,2750,3135,3120,0.961038961038961,False,True,False,False
14,007110,일신석재,201906,20190709,-0.028846153846153855,2750,3135,3030,0.7272727272727273,False,True,True,False
15,007110,일신석재,201906,20190710,-0.0033003300330033403,2750,3135,3020,0.7012987012987013,False,True,True,False
16,007110,일신석재,201906,20190711,0.11589403973509937,2750,3135,3370,1.6103896103896105,False,False,False,False
17,007110,일신석재,201906,20190712,-0.0029673590504450953,2750,3135,3360,1.5844155844155845,False,False,False,False
18,007110,일신석재,201906,20190715,-0.019345238095238138,2750,3135,3295,1.4155844155844155,False,False,True,False
19,007110,일신석재,201906,20190716,0.039453717754172946,2750,3135,3425,1.7532467532467533,False,False,False,False
20,007110,일신석재,201906,20190717,-0.05985401459854012,2750,3135,3220,1.2207792207792207,False,False,True,False
1,007110,일신석재,201909,20190911,0.01646706586826352,3040,3340,3395,1.1833333333333333,False,False,True,False
2,007110,일신석재,201909,20190916,0.050073637702503726,3040,3340,3565,1.75,False,False,True,False
3,007110,일신석재,201909,20190917,-0.02244039270687237,3040,3340,3485,1.4833333333333334,False,False,True,False
4,007110,일신석재,201909,20190918,0.07030129124820661,3040,3340,3730,2.3,False,False,False,False
5,007110,일신석재,201909,20190919,0.020107238605898026,3040,3340,3805,2.55,False,False,True,False
6,007110,일신석재,201909,20190920,0.014454664914586024,3040,3340,3860,2.7333333333333334,False,False,True,False
7,007110,일신석재,201909,20190923,0.0090673575129534,3040,3340,3895,2.85,False,False,True,False
8,007110,일신석재,201909,20190924,-0.016688061617458283,3040,3340,3830,2.6333333333333333,False,False,True,False
9,007110,일신석재,201909,20190925,-0.03394255874673624,3040,3340,3700,2.2,False,False,False,False
10,007110,일신석재,201909,20190926,0.012162162162162149,3040,3340,3745,2.35,False,False,True,False
11,007110,일신석재,201909,20190927,0.0,3040,3340,3745,2.35,False,False,True,False
1,007210,벽산,201909,20190911,0.02127659574468077,1845,2115,2160,1.1666666666666667,False,False,False,False
2,007210,벽산,201909,20190916,0.03703703703703698,1845,2115,2240,1.462962962962963,False,False,True,False
3,007210,벽산,201909,20190917,-0.03125,1845,2115,2170,1.2037037037037037,False,False,True,False
4,007210,벽산,201909,20190918,0.004608294930875667,1845,2115,2180,1.2407407407407407,False,False,True,False
5,007210,벽산,201909,20190919,-0.01834862385321101,1845,2115,2140,1.0925925925925926,False,False,False,False
6,007210,벽산,201909,20190920,0.0,1845,2115,2140,1.0925925925925926,False,False,True,True
7,007210,벽산,201909,20190923,0.016355140186915973,1845,2115,2175,1.2222222222222223,False,False,True,False
8,007210,벽산,201909,20190924,-0.006896551724137945,1845,2115,2160,1.1666666666666667,False,False,True,True
9,007210,벽산,201909,20190925,-0.03240740740740744,1845,2115,2090,0.9074074074074074,False,True,False,True
10,007210,벽산,201909,20190926,-0.0023923444976076125,1845,2115,2085,0.8888888888888888,True,True,True,True
11,007210,벽산,201909,20190927,0.00959232613908867,1845,2115,2105,0.9629629629629629,True,True,True,True
1,007540,샘표,201905,20190510,0.0176678445229681,46500,56600,57600,1.099009900990099,False,False,False,False
2,007540,샘표,201905,20190513,0.03125,46500,56600,59400,1.2772277227722773,False,False,True,False
3,007540,샘표,201905,20190514,-0.07744107744107742,46500,56600,54800,0.8217821782178217,False,True,False,False
4,007540,샘표,201905,20190515,-0.005474452554744547,46500,56600,54500,0.7920792079207921,False,True,True,False
5,007540,샘표,201905,20190516,0.0862385321100918,46500,56600,59200,1.2574257425742574,False,False,False,False
6,007540,샘표,201905,20190517,-0.07094594594594594,46500,56600,55000,0.8415841584158416,False,True,False,False
7,007540,샘표,201905,20190520,-0.08181818181818179,46500,56600,50500,0.39603960396039606,False,True,False,False
8,007540,샘표,201905,20190521,-0.03366336633663369,46500,56600,48800,0.22772277227722773,False,True,False,False
9,007540,샘표,201905,20190522,-0.016393442622950838,46500,56600,48000,0.1485148514851485,False,True,True,False
10,007540,샘표,201905,20190523,0.016666666666666607,46500,56600,48800,0.22772277227722773,False,True,True,False
11,007540,샘표,201905,20190524,-0.0901639344262295,46500,56600,44400,-0.2079207920792079,False,False,False,False
12,007540,샘표,201905,20190527,-0.036036036036036,46500,56600,42800,-0.36633663366336633,False,False,True,False
13,007540,샘표,201905,20190528,0.014018691588784993,46500,56600,43400,-0.3069306930693069,False,False,True,False
14,007540,샘표,201905,20190529,0.025345622119815614,46500,56600,44500,-0.19801980198019803,False,False,True,False
15,007540,샘표,201905,20190530,-0.01573033707865168,46500,56600,43800,-0.26732673267326734,False,False,True,False
16,007540,샘표,201905,20190531,0.12442922374429233,46500,56600,49250,0.2722772277227723,False,True,True,False
17,007540,샘표,201905,20190603,-0.05279187817258879,46500,56600,46650,0.01485148514851485,False,True,False,False
18,007540,샘표,201905,20190604,-0.05359056806002138,46500,56600,44150,-0.23267326732673269,False,False,False,False
19,007540,샘표,201905,20190605,-0.01245753114382786,46500,56600,43600,-0.2871287128712871,False,False,True,False
1,007540,샘표,201908,20190806,0.09865470852017943,38700,44600,49000,1.7457627118644068,False,False,True,False
2,007540,샘표,201908,20190807,-0.061224489795918324,38700,44600,46000,1.2372881355932204,False,False,True,False
3,007540,샘표,201908,20190808,-0.060869565217391286,38700,44600,43200,0.7627118644067796,False,True,False,False
4,007540,샘표,201908,20190809,0.04629629629629628,38700,44600,45200,1.1016949152542372,False,False,False,False
5,007540,샘표,201908,20190812,-0.027654867256637128,38700,44600,43950,0.8898305084745762,False,True,True,False
6,007540,샘표,201908,20190813,-0.0034129692832765013,38700,44600,43800,0.864406779661017,False,True,False,False
7,007540,샘표,201908,20190814,-0.03424657534246578,38700,44600,42300,0.6101694915254238,False,True,True,False
8,007540,샘표,201908,20190816,0.0,38700,44600,42300,0.6101694915254238,False,True,True,False
9,007540,샘표,201908,20190819,-0.03664302600472813,38700,44600,40750,0.3474576271186441,False,True,False,False
10,007540,샘표,201908,20190820,0.0012269938650306678,38700,44600,40800,0.3559322033898305,False,True,True,False
11,007540,샘표,201908,20190821,0.017156862745097978,38700,44600,41500,0.4745762711864407,True,True,True,True
12,007540,샘표,201908,20190822,0.006024096385542244,38700,44600,41750,0.5169491525423728,False,True,True,False
13,007540,샘표,201908,20190823,0.021556886227544814,38700,44600,42650,0.6694915254237288,False,True,True,False
14,007540,샘표,201908,20190826,0.055099648300117154,38700,44600,45000,1.0677966101694916,False,False,False,False
15,007540,샘표,201908,20190827,-0.023333333333333317,38700,44600,43950,0.8898305084745762,False,True,True,False
16,007540,샘표,201908,20190828,0.004550625711035261,38700,44600,44150,0.923728813559322,False,True,True,False
17,007540,샘표,201908,20190829,-0.010192525481313663,38700,44600,43700,0.847457627118644,False,True,True,False
18,007540,샘표,201908,20190830,0.006864988558352492,38700,44600,44000,0.8983050847457628,False,True,False,False
19,007540,샘표,201908,20190902,0.03409090909090917,38700,44600,45500,1.152542372881356,False,False,True,False
1,008040,사조동아원,201902,20190222,-0.017857142857142905,1320,1680,1650,0.9166666666666666,False,True,True,False
2,008040,사조동아원,201902,20190225,0.042424242424242475,1320,1680,1720,1.1111111111111112,False,False,False,False
3,008040,사조동아원,201902,20190226,-0.06395348837209303,1320,1680,1610,0.8055555555555556,False,True,False,False
4,008040,사조동아원,201902,20190227,0.02795031055900621,1320,1680,1655,0.9305555555555556,False,True,False,False
5,008040,사조동아원,201902,20190228,-0.13897280966767367,1320,1680,1425,0.2916666666666667,False,True,False,False
6,008040,사조동아원,201902,20190304,0.05964912280701751,1320,1680,1510,0.5277777777777778,False,True,False,False
7,008040,사조동아원,201902,20190305,0.013245033112582849,1320,1680,1530,0.5833333333333334,False,True,True,False
8,008040,사조동아원,201902,20190306,-0.03594771241830064,1320,1680,1475,0.4305555555555556,False,True,False,False
9,008040,사조동아원,201902,20190307,-0.02033898305084747,1320,1680,1445,0.3472222222222222,False,True,True,False
10,008040,사조동아원,201902,20190308,-0.04152249134948094,1320,1680,1385,0.18055555555555555,False,True,False,False
11,008040,사조동아원,201902,20190311,0.036101083032491044,1320,1680,1435,0.3194444444444444,False,True,True,False
12,008040,사조동아원,201902,20190312,0.0034843205574912606,1320,1680,1440,0.3333333333333333,False,True,True,False
13,008040,사조동아원,201902,20190313,-0.02777777777777779,1320,1680,1400,0.2222222222222222,False,True,False,False
14,008040,사조동아원,201902,20190314,0.08571428571428563,1320,1680,1520,0.5555555555555556,False,True,False,False
15,008040,사조동아원,201902,20190315,-0.06907894736842102,1320,1680,1415,0.2638888888888889,False,True,False,False
16,008040,사조동아원,201902,20190318,0.010600706713780994,1320,1680,1430,0.3055555555555556,False,True,True,False
17,008040,사조동아원,201902,20190319,0.10489510489510478,1320,1680,1580,0.7222222222222222,False,True,False,False
18,008040,사조동아원,201902,20190320,-0.009493670886076,1320,1680,1565,0.6805555555555556,False,True,False,False
19,008040,사조동아원,201902,20190321,-0.04472843450479236,1320,1680,1495,0.4861111111111111,False,True,False,False
1,008350,남선알미늄,201905,20190517,0.0,3175,4070,4070,1.0,False,True,False,False
2,008350,남선알미늄,201905,20190520,-0.023341523341523396,3175,4070,3975,0.8938547486033519,False,True,True,False
3,008350,남선알미늄,201905,20190521,-0.046540880503144644,3175,4070,3790,0.6871508379888268,False,True,False,False
4,008350,남선알미늄,201905,20190522,0.04089709762532978,3175,4070,3945,0.8603351955307262,False,True,True,False
5,008350,남선알미늄,201905,20190523,-0.0392902408111534,3175,4070,3790,0.6871508379888268,False,True,False,False
6,008350,남선알미늄,201905,20190524,0.01715039577836408,3175,4070,3855,0.7597765363128491,False,True,False,False
7,008350,남선알미늄,201905,20190527,-0.016861219195849597,3175,4070,3790,0.6871508379888268,False,True,True,False
8,008350,남선알미늄,201905,20190528,0.03298153034300788,3175,4070,3915,0.8268156424581006,False,True,False,False
9,008350,남선알미늄,201905,20190529,-0.03065134099616862,3175,4070,3795,0.6927374301675978,False,True,False,False
10,008350,남선알미늄,201905,20190530,-0.0013175230566534468,3175,4070,3790,0.6871508379888268,False,True,True,False
11,008350,남선알미늄,201905,20190531,0.03034300791556732,3175,4070,3905,0.8156424581005587,False,True,True,False
12,008350,남선알미늄,201905,20190603,0.001280409731113874,3175,4070,3910,0.8212290502793296,False,True,True,False
13,008350,남선알미늄,201905,20190604,0.020460358056265893,3175,4070,3990,0.9106145251396648,False,True,True,False
14,008350,남선알미늄,201905,20190605,0.040100250626566414,3175,4070,4150,1.089385474860335,False,False,False,False
15,008350,남선알미늄,201905,20190607,0.03855421686746996,3175,4070,4310,1.2681564245810055,False,False,False,False
16,008350,남선알미늄,201905,20190610,0.0,3175,4070,4310,1.2681564245810055,False,False,True,False
17,008350,남선알미늄,201905,20190611,0.0,3175,4070,4310,1.2681564245810055,False,False,True,False
18,008350,남선알미늄,201905,20190612,-0.033642691415313175,3175,4070,4165,1.106145251396648,False,False,False,False
19,008350,남선알미늄,201905,20190613,0.008403361344537785,3175,4070,4200,1.1452513966480447,False,False,True,False
1,008700,아남전자,201905,20190507,0.045925925925925926,2815,3375,3530,1.2767857142857142,False,False,False,False
2,008700,아남전자,201905,20190508,-0.04249291784702547,2815,3375,3380,1.0089285714285714,False,False,True,False
3,008700,아남전자,201905,20190509,-0.044378698224852076,2815,3375,3230,0.7410714285714286,False,True,False,False
4,008700,아남전자,201905,20190510,-0.012383900928792602,2815,3375,3190,0.6696428571428571,False,True,True,False
5,008700,아남전자,201905,20190513,0.0,2815,3375,3190,0.6696428571428571,False,True,True,False
6,008700,아남전자,201905,20190514,0.00783699059561127,2815,3375,3215,0.7142857142857143,False,True,False,False
7,008700,아남전자,201905,20190515,0.013996889580093264,2815,3375,3260,0.7946428571428571,False,True,True,False
8,008700,아남전자,201905,20190516,0.04907975460122693,2815,3375,3420,1.0803571428571428,False,False,True,False
9,008700,아남전자,201905,20190517,-0.03801169590643272,2815,3375,3290,0.8482142857142857,False,True,False,False
10,008700,아남전자,201905,20190520,-0.04863221884498481,2815,3375,3130,0.5625,False,True,False,False
11,008700,아남전자,201905,20190521,0.0,2815,3375,3130,0.5625,False,True,True,False
12,008700,아남전자,201905,20190522,-0.04472843450479236,2815,3375,2990,0.3125,False,True,False,False
13,008700,아남전자,201905,20190523,-0.03678929765886285,2815,3375,2880,0.11607142857142858,False,True,False,False
14,008700,아남전자,201905,20190524,0.00868055555555558,2815,3375,2905,0.16071428571428573,False,True,True,False
15,008700,아남전자,201905,20190527,0.012048192771084265,2815,3375,2940,0.22321428571428573,False,True,True,False
16,008700,아남전자,201905,20190528,-0.003401360544217691,2815,3375,2930,0.20535714285714285,False,True,True,False
17,008700,아남전자,201905,20190529,0.0,2815,3375,2930,0.20535714285714285,False,True,True,False
18,008700,아남전자,201905,20190530,0.03412969283276457,2815,3375,3030,0.38392857142857145,False,True,True,False
19,008700,아남전자,201905,20190531,-0.0016501650165016146,2815,3375,3025,0.375,True,True,True,True
1,008730,율촌화학,201907,20190726,0.14098360655737707,13800,15250,17400,2.4827586206896552,False,False,False,False
2,008730,율촌화학,201907,20190729,0.011494252873563315,13800,15250,17600,2.6206896551724137,False,False,True,False
3,008730,율촌화학,201907,20190730,-0.03125,13800,15250,17050,2.2413793103448274,False,False,True,False
4,008730,율촌화학,201907,20190731,-0.07624633431085048,13800,15250,15750,1.3448275862068966,False,False,False,False
5,008730,율촌화학,201907,20190801,0.00952380952380949,13800,15250,15900,1.4482758620689655,False,False,True,False
6,008730,율촌화학,201907,20190802,0.003144654088050425,13800,15250,15950,1.4827586206896552,False,False,True,False
7,008730,율촌화학,201907,20190805,0.018808777429467183,13800,15250,16250,1.6896551724137931,False,False,True,False
8,008730,율촌화학,201907,20190806,-0.07999999999999996,13800,15250,14950,0.7931034482758621,False,True,False,False
9,008730,율촌화학,201907,20190807,0.013377926421404673,13800,15250,15150,0.9310344827586207,False,True,True,False
10,008730,율촌화학,201907,20190808,-0.02310231023102305,13800,15250,14800,0.6896551724137931,False,True,True,False
11,008730,율촌화학,201907,20190809,0.013513513513513598,13800,15250,15000,0.8275862068965517,False,True,True,False
12,008730,율촌화학,201907,20190812,0.043333333333333224,13800,15250,15650,1.2758620689655173,False,False,True,False
13,008730,율촌화학,201907,20190813,-0.006389776357827448,13800,15250,15550,1.206896551724138,False,False,True,False
14,008730,율촌화학,201907,20190814,0.019292604501607746,13800,15250,15850,1.4137931034482758,False,False,True,False
15,008730,율촌화학,201907,20190816,-0.08517350157728709,13800,15250,14500,0.4827586206896552,False,True,False,False
16,008730,율촌화학,201907,20190819,-0.01379310344827589,13800,15250,14300,0.3448275862068966,False,True,True,False
17,008730,율촌화학,201907,20190820,0.0174825174825175,13800,15250,14550,0.5172413793103449,False,True,True,False
18,008730,율촌화학,201907,20190821,0.0034364261168384758,13800,15250,14600,0.5517241379310345,False,True,True,False
19,008730,율촌화학,201907,20190822,-0.006849315068493178,13800,15250,14500,0.4827586206896552,False,True,True,False
1,008775,호텔신라우,201908,20190830,-0.06779661016949157,46000,59000,55000,0.6923076923076923,False,True,False,False
2,008775,호텔신라우,201908,20190902,-0.052727272727272734,46000,59000,52100,0.46923076923076923,False,True,True,False
3,008775,호텔신라우,201908,20190903,0.017274472168905985,46000,59000,53000,0.5384615384615384,False,True,True,False
4,008775,호텔신라우,201908,20190904,-0.026415094339622636,46000,59000,51600,0.4307692307692308,False,True,True,False
5,008775,호텔신라우,201908,20190905,-0.023255813953488413,46000,59000,50400,0.3384615384615385,False,True,True,False
6,008775,호텔신라우,201908,20190906,-0.005952380952380931,46000,59000,50100,0.3153846153846154,True,True,True,True
7,008775,호텔신라우,201908,20190909,0.03393213572854292,46000,59000,51800,0.4461538461538462,False,True,False,False
8,008775,호텔신라우,201908,20190910,-0.009652509652509633,46000,59000,51300,0.4076923076923077,True,True,True,True
9,008775,호텔신라우,201908,20190911,0.003898635477582957,46000,59000,51500,0.4230769230769231,True,True,True,True
10,008775,호텔신라우,201908,20190916,-0.011650485436893177,46000,59000,50900,0.3769230769230769,True,True,True,True
11,008775,호텔신라우,201908,20190917,-0.003929273084479323,46000,59000,50700,0.36153846153846153,True,True,True,True
12,008775,호텔신라우,201908,20190918,-0.00591715976331364,46000,59000,50400,0.3384615384615385,True,True,True,True
13,008775,호텔신라우,201908,20190919,0.0,46000,59000,50400,0.3384615384615385,True,True,True,True
14,008775,호텔신라우,201908,20190920,0.003968253968253954,46000,59000,50600,0.35384615384615387,True,True,True,True
15,008775,호텔신라우,201908,20190923,0.01778656126482203,46000,59000,51500,0.4230769230769231,True,True,True,True
16,008775,호텔신라우,201908,20190924,0.013592233009708687,46000,59000,52200,0.47692307692307695,True,True,True,True
17,008775,호텔신라우,201908,20190925,-0.02298850574712641,46000,59000,51000,0.38461538461538464,True,True,True,True
18,008775,호텔신라우,201908,20190926,0.0117647058823529,46000,59000,51600,0.4307692307692308,True,True,True,True
1,009290,광동제약,201906,20190625,-0.07640449438202246,7600,8900,8220,0.47692307692307695,False,True,False,False
2,009290,광동제약,201906,20190626,-0.02311435523114358,7600,8900,8030,0.33076923076923076,False,True,False,False
3,009290,광동제약,201906,20190627,-0.02988792029887921,7600,8900,7790,0.14615384615384616,False,True,True,False
4,009290,광동제약,201906,20190628,-0.038510911424903704,7600,8900,7490,-0.08461538461538462,False,False,False,False
5,009290,광동제약,201906,20190701,-0.002670226969292422,7600,8900,7470,-0.1,False,False,True,False
6,009290,광동제약,201906,20190702,0.022757697456492698,7600,8900,7640,0.03076923076923077,False,True,True,False
7,009290,광동제약,201906,20190703,-0.01832460732984298,7600,8900,7500,-0.07692307692307693,False,False,True,True
8,009290,광동제약,201906,20190704,0.017333333333333423,7600,8900,7630,0.023076923076923078,True,True,True,True
9,009290,광동제약,201906,20190705,0.005242463958060384,7600,8900,7670,0.05384615384615385,True,True,True,True
10,009290,광동제약,201906,20190708,-0.05606258148631027,7600,8900,7240,-0.27692307692307694,False,False,False,False
11,009290,광동제약,201906,20190709,-0.016574585635359074,7600,8900,7120,-0.36923076923076925,False,False,True,True
12,009290,광동제약,201906,20190710,0.014044943820224809,7600,8900,7220,-0.2923076923076923,False,False,True,True
13,009290,광동제약,201906,20190711,0.008310249307479145,7600,8900,7280,-0.24615384615384617,False,False,True,True
14,009290,광동제약,201906,20190712,0.0013736263736263687,7600,8900,7290,-0.23846153846153847,False,False,True,True
15,009290,광동제약,201906,20190715,-0.023319615912208547,7600,8900,7120,-0.36923076923076925,False,False,True,False
16,009290,광동제약,201906,20190716,0.001404494382022392,7600,8900,7130,-0.36153846153846153,False,False,True,True
17,009290,광동제약,201906,20190717,0.026647966339411022,7600,8900,7320,-0.2153846153846154,False,False,False,True
18,009290,광동제약,201906,20190718,-0.016393442622950838,7600,8900,7200,-0.3076923076923077,False,False,True,True
19,009290,광동제약,201906,20190719,0.026388888888888795,7600,8900,7390,-0.16153846153846155,False,False,True,True
20,009290,광동제약,201906,20190722,-0.008119079837618393,7600,8900,7330,-0.2076923076923077,False,False,True,True
1,009320,대우부품,201906,20190618,-0.030828516377649273,2250,2595,2515,0.7681159420289855,False,True,False,False
2,009320,대우부품,201906,20190619,-0.031809145129224614,2250,2595,2435,0.5362318840579711,False,True,False,False
3,009320,대우부품,201906,20190620,0.006160164271047153,2250,2595,2450,0.5797101449275363,False,True,True,False
4,009320,대우부품,201906,20190621,-0.04081632653061229,2250,2595,2350,0.2898550724637681,False,True,False,False
5,009320,대우부품,201906,20190624,-0.017021276595744705,2250,2595,2310,0.17391304347826086,False,True,True,False
6,009320,대우부품,201906,20190625,0.02813852813852824,2250,2595,2375,0.36231884057971014,False,True,False,False
7,009320,대우부품,201906,20190626,0.01473684210526316,2250,2595,2410,0.463768115942029,False,True,True,False
8,009320,대우부품,201906,20190627,0.012448132780082943,2250,2595,2440,0.5507246376811594,False,True,True,False
9,009320,대우부품,201906,20190628,0.010245901639344357,2250,2595,2465,0.6231884057971014,False,True,True,False
10,009320,대우부품,201906,20190701,-0.03448275862068961,2250,2595,2380,0.37681159420289856,False,True,False,False
11,009320,대우부품,201906,20190702,0.02941176470588225,2250,2595,2450,0.5797101449275363,False,True,True,False
12,009320,대우부품,201906,20190703,-0.0020408163265306367,2250,2595,2445,0.5652173913043478,False,True,True,False
13,009320,대우부품,201906,20190704,-0.030674846625766916,2250,2595,2370,0.34782608695652173,False,True,False,True
14,009320,대우부품,201906,20190705,0.0021097046413502962,2250,2595,2375,0.36231884057971014,True,True,True,True
15,009320,대우부품,201906,20190708,-0.0736842105263158,2250,2595,2200,-0.14492753623188406,False,False,False,False
16,009320,대우부품,201906,20190709,-0.013636363636363669,2250,2595,2170,-0.2318840579710145,False,False,True,True
17,009320,대우부품,201906,20190710,0.009216589861751112,2250,2595,2190,-0.17391304347826086,False,False,True,True
18,009320,대우부품,201906,20190711,0.006849315068493178,2250,2595,2205,-0.13043478260869565,False,False,True,True
19,009320,대우부품,201906,20190712,0.0045351473922903285,2250,2595,2215,-0.10144927536231885,False,False,True,True
20,009320,대우부품,201906,20190715,-0.018058690744920947,2250,2595,2175,-0.21739130434782608,False,False,True,True
1,009320,대우부품,201909,20190925,-0.055655296229802476,2140,2785,2630,0.7596899224806202,False,True,False,False
2,009320,대우부품,201909,20190926,-0.020912547528517123,2140,2785,2575,0.6744186046511628,False,True,True,False
3,009320,대우부품,201909,20190927,-0.009708737864077666,2140,2785,2550,0.6356589147286822,False,True,True,False
1,009410,태영건설,201905,20190528,-0.030100334448160515,14000,14950,14500,0.5263157894736842,False,True,True,False
2,009410,태영건설,201905,20190529,-0.02758620689655178,14000,14950,14100,0.10526315789473684,False,True,True,False
3,009410,태영건설,201905,20190530,-0.0035460992907800915,14000,14950,14050,0.05263157894736842,False,True,True,False
4,009410,태영건설,201905,20190531,-0.003558718861209953,14000,14950,14000,0.0,False,True,True,False
5,009410,태영건설,201905,20190603,0.014285714285714235,14000,14950,14200,0.21052631578947367,False,True,True,False
6,009410,태영건설,201905,20190604,0.010563380281690238,14000,14950,14350,0.3684210526315789,False,True,True,False
7,009410,태영건설,201905,20190605,-0.006968641114982632,14000,14950,14250,0.2631578947368421,False,True,True,False
8,009410,태영건설,201905,20190607,-0.007017543859649145,14000,14950,14150,0.15789473684210525,False,True,True,False
9,009410,태영건설,201905,20190610,0.0176678445229681,14000,14950,14400,0.42105263157894735,False,True,True,False
10,009410,태영건설,201905,20190611,0.07638888888888884,14000,14950,15500,1.5789473684210527,False,False,False,False
11,009410,태영건설,201905,20190612,-0.032258064516129004,14000,14950,15000,1.0526315789473684,False,False,True,False
12,009410,태영건설,201905,20190613,0.020000000000000018,14000,14950,15300,1.368421052631579,False,False,True,False
13,009410,태영건설,201905,20190614,-0.006535947712418277,14000,14950,15200,1.263157894736842,False,False,True,False
14,009410,태영건설,201905,20190617,-0.003289473684210509,14000,14950,15150,1.2105263157894737,False,False,True,False
15,009410,태영건설,201905,20190618,-0.01650165016501648,14000,14950,14900,0.9473684210526315,False,True,True,False
16,009410,태영건설,201905,20190619,0.010067114093959662,14000,14950,15050,1.105263157894737,False,False,True,False
17,009410,태영건설,201905,20190620,0.0,14000,14950,15050,1.105263157894737,False,False,True,False
18,009410,태영건설,201905,20190621,-0.01661129568106312,14000,14950,14800,0.8421052631578947,False,True,True,False
19,009410,태영건설,201905,20190624,0.010135135135135087,14000,14950,14950,1.0,False,True,True,False
1,009680,모토닉,201901,20190121,-0.011406844106463865,10900,13150,13000,0.9333333333333333,False,True,True,False
2,009680,모토닉,201901,20190122,-0.02692307692307694,10900,13150,12650,0.7777777777777778,False,True,True,False
3,009680,모토닉,201901,20190123,0.0,10900,13150,12650,0.7777777777777778,False,True,True,False
4,009680,모토닉,201901,20190124,-0.035573122529644285,10900,13150,12200,0.5777777777777777,False,True,False,False
5,009680,모토닉,201901,20190125,0.004098360655737654,10900,13150,12250,0.6,False,True,True,False
6,009680,모토닉,201901,20190128,0.012244897959183598,10900,13150,12400,0.6666666666666666,False,True,False,False
7,009680,모토닉,201901,20190129,0.024193548387096753,10900,13150,12700,0.8,False,True,True,False
8,009680,모토닉,201901,20190130,-0.051181102362204745,10900,13150,12050,0.5111111111111111,False,True,False,False
9,009680,모토닉,201901,20190131,-0.03319502074688796,10900,13150,11650,0.3333333333333333,False,True,False,False
10,009680,모토닉,201901,20190201,-0.03433476394849788,10900,13150,11250,0.15555555555555556,False,True,False,False
11,009680,모토닉,201901,20190207,0.01333333333333342,10900,13150,11400,0.2222222222222222,False,True,True,False
12,009680,모토닉,201901,20190208,0.026315789473684292,10900,13150,11700,0.35555555555555557,False,True,True,False
13,009680,모토닉,201901,20190211,0.008547008547008517,10900,13150,11800,0.4,False,True,True,False
14,009680,모토닉,201901,20190212,-0.03813559322033899,10900,13150,11350,0.2,False,True,False,False
15,009680,모토닉,201901,20190213,0.0,10900,13150,11350,0.2,True,True,True,True
16,009680,모토닉,201901,20190214,-0.03524229074889873,10900,13150,10950,0.022222222222222223,False,True,False,False
17,009680,모토닉,201901,20190215,0.004566210045662045,10900,13150,11000,0.044444444444444446,True,True,True,True
1,009680,모토닉,201903,20190314,-0.020979020979020935,12650,14300,14000,0.8181818181818182,False,True,True,False
2,009680,모토닉,201903,20190315,0.03928571428571437,12650,14300,14550,1.1515151515151516,False,False,False,False
3,009680,모토닉,201903,20190318,-0.03436426116838487,12650,14300,14050,0.8484848484848485,False,True,True,False
4,009680,모토닉,201903,20190319,-0.028469750889679735,12650,14300,13650,0.6060606060606061,False,True,True,False
5,009680,모토닉,201903,20190320,0.0,12650,14300,13650,0.6060606060606061,False,True,True,False
6,009680,모토닉,201903,20190321,-0.04395604395604391,12650,14300,13050,0.24242424242424243,False,True,False,False
7,009680,모토닉,201903,20190322,0.02298850574712641,12650,14300,13350,0.42424242424242425,False,True,True,False
8,009680,모토닉,201903,20190325,0.0074906367041198685,12650,14300,13450,0.48484848484848486,False,True,True,False
9,009680,모토닉,201903,20190326,-0.01115241635687736,12650,14300,13300,0.3939393939393939,False,True,False,False
10,009680,모토닉,201903,20190327,0.07894736842105265,12650,14300,14350,1.0303030303030303,False,False,False,False
11,009680,모토닉,201903,20190328,-0.09407665505226481,12650,14300,13000,0.21212121212121213,False,True,False,False
12,009680,모토닉,201903,20190329,-0.0692307692307692,12650,14300,12100,-0.3333333333333333,False,False,False,False
13,009680,모토닉,201903,20190401,0.024793388429751984,12650,14300,12400,-0.15151515151515152,False,False,True,False
14,009680,모토닉,201903,20190402,-0.020161290322580627,12650,14300,12150,-0.30303030303030304,False,False,True,False
15,009680,모토닉,201903,20190403,0.028806584362139898,12650,14300,12500,-0.09090909090909091,False,False,True,False
16,009680,모토닉,201903,20190404,0.0,12650,14300,12500,-0.09090909090909091,False,False,True,False
17,009680,모토닉,201903,20190405,0.0040000000000000036,12650,14300,12550,-0.06060606060606061,False,False,True,False
18,009680,모토닉,201903,20190408,-0.007968127490039834,12650,14300,12450,-0.12121212121212122,False,False,True,False
19,009680,모토닉,201903,20190409,0.016064257028112428,12650,14300,12650,0.0,False,True,True,False
20,009680,모토닉,201903,20190410,-0.01976284584980237,12650,14300,12400,-0.15151515151515152,False,False,True,False
1,010100,한국프랜지,201909,20190909,0.1190965092402465,1950,2435,2725,1.597938144329897,False,False,False,False
