,shcode,index
134,011090,20190109 20191015 20191017
135,011150,20190416 20190422 20190807 20190814
136,011200,20190422
137,011280,20190507 20190508 20190813
138,011330,20190319 20190521
139,011390,20190910 20190911
140,011420,20190723
141,011700,20190712
142,011785,20190417
143,012160,20190212 20190218
144,012170,20190619 20190626
145,012200,20191129
146,012450,20190813
147,012510,20190424 20191023
148,012610,20190701 20190704 20190726 20190729
149,012630,20191112
150,012690,20190304 20190326 20190801 20190805 20190806
151,012800,20190426 20190509 20190510 20190514
152,013000,20190130 20190911 20191111 20191120
153,013360,20190207
154,013700,20190131 20190312
155,014130,20190416 20190419 20190422 20190430
156,014280,20190314 20190621
157,014530,20190916
158,014580,20190531 20190603 20190604 20190607 20190809 20190918 20190920
159,014790,20190911
160,014820,20190418
161,014910,20190114
162,014990,20190517 20190520 20190701 20190702
163,015590,20191118
164,015760,20191106
165,015860,20190121
166,016740,20190321
167,016880,20190307
168,017040,20190910
169,017180,20190503 20191023 20191101
170,017550,20190426 20190911 20191107
171,017900,20190318
172,017940,20190313
173,018250,20190812
174,018670,20190313
175,019170,20190401 20190430 20191023 20191104 20191105
176,020120,20190702 20190715
177,020560,20190411 20190412 20190416 20190530 20190819 20191104 20191108 20191112
178,021050,20190426 20190509 20190510 20190514 20191118 20191121
179,023350,20190116
180,023800,20190121
181,025560,20190619 20190620 20190724 20191021
182,025620,20190220 20191031 20191108
183,025820,20190509 20190510
184,025860,20190114
185,026890,20190125 20190312 20190605 20190827 20190917
186,026940,20191105 20191111
187,027740,20190418 20190422 20190531 20190612 20190918 20190920 20190924
188,028050,20191030
189,028100,20190130
190,030720,20190424 20190806 20190814
191,030790,20190405 20190409
192,031820,20190617 20191025 20191113
193,032350,20191028
194,032560,20190116
195,033180,20190108 20190322 20191001 20191004 20191014 20191015 20191018
196,033240,20191025
197,033250,20190410 20190603 20190919 20190920 20190923
198,033920,20190807
199,034300,20190529
200,03473K,20191126 20191127
201,035420,20191114
202,035720,20190416
203,036580,20190917 20190925
204,037270,20191129
205,037560,20190208 20190826 20190830
206,039570,20191112
207,044380,20190520
208,047040,20190916
209,047400,20190502 20190510 20190521
210,051630,20190130
211,053690,20190116 20190201
212,058730,20190131
213,058860,20190116
214,064350,20190612
215,068290,20190109 20190110 20190227 20190522 20191022 20191023 20191024
216,069620,20190207 20190830
217,069640,20190807
218,069730,20190212 20190213 20190522 20190607
219,070960,20190131 20190201
220,071840,20190306
221,071950,20190213 20190403 20190625
222,071970,20191113 20191115
223,072130,20191111 20191119
224,073240,20190415
225,074610,20190208 20190521 20190522 20190619 20191001 20191010 20191101
226,077500,20190925
227,078520,20190220
228,079160,20190219
229,079440,20190212
230,081000,20190121 20190617 20190718
231,084680,20190516 20190611 20190624 20190807 20191029
232,084870,20190806
233,085310,20190129
234,089470,20191112
235,089590,20190412
236,090080,20190118 20190904
237,090370,20190409
238,090430,20191030
239,091810,20190221 20190821 20191112
240,092220,20190510
241,092780,20190118 20190121
242,093230,20190405 20190409 20190610 20190611 20190617 20190716
243,093370,20190321 20190701 20190703 20190711 20190715 20190716
244,095720,20190311 20191014
245,096760,20190716
246,097230,20190116 20190124 20190423
247,100220,20190514
248,101140,20191031 20191101
249,101530,20190124
250,102280,20190730 20190805
251,102460,20191007
252,103140,20190220
253,105840,20190207 20190822 20191125
254,111770,20190516
255,115390,20191105
256,119650,20190308 20190417 20190418
257,123690,20190123 20190808 20190812 20191129
258,129260,20190517
259,133820,20190104 20190222 20190225 20190426
260,138490,20190719
261,144620,20190118
262,155660,20190218 20190522 20190607
263,161000,20190528
264,161390,20191105
265,161890,20190214
266,180640,20190408 20190410
267,18064K,20190409 20190410 20190412 20190416
268,181710,20190201 20190214
269,192080,20190424
270,192650,20190429
271,192820,20191031
272,200880,20190405
273,204320,20190726
274,207940,20191023
275,214330,20191121
276,214420,20190419 20191129
277,226320,20190215
278,227840,20190927
279,234080,20190327
280,241590,20191114
281,249420,20191106
282,251270,20190208
283,26490K,20190806
284,267850,20190411 20190412 20190530 20190604 20190819 20191108 20191111
285,271980,20190104 20190614
286,272450,20190415
287,281820,20190430
288,284740,20190516
289,285130,20191127 20191128
290,28513K,20191122 20191125 20191127
291,298690,20190411 20190412 20190415 20190419 20190530 20190704 20190819 20191108 20191112
292,336260,20191021
293,500019,20190916
294,000440,20190423 20190917
295,001000,20191121
296,001540,20190327 20190821 20190909
297,001840,20190108
298,002290,20191001
299,002680,20190221
300,002800,20190404 20191107
301,003310,20190220 20191106
302,004780,20191126
303,005160,20190712
304,005290,20190701 20190703 20190708 20191025
305,005860,20190319 20190423 20190917 20190925
306,006050,20191112
307,006910,20190207 20190313 20190917
308,006920,20190130
309,007370,20191121
310,007390,20190117 20190128 20190528 20190627 20191007 20191023 20191028
311,007720,20190116 20190117
312,008290,20191010 20191015
313,008470,20190328
314,009520,20190111 20190702 20190813
315,009620,20190628 20190902 20190904
316,010170,20190218 20190409 20190502 20190614 20190829
317,010240,20190213 20190520 20190905
318,010280,20190821 20191114
319,010470,20191119
320,011320,20190325 20190617
321,011560,20190327
322,012340,20190118
323,012700,20190708 20190729 20191122
324,012860,20191014
325,013310,20190201 20190207 20190212 20190718
326,013810,20190117 20190315
327,013990,20190806 20191120
328,014100,20190801 20190806
329,014190,20190903 20190920
330,014200,20190201 20190522
331,014470,20190222 20190225 20190530 20190603 20190617 20190618
332,014570,20191105
333,014970,20190624 20190625 20190626 20190723 20190725 20190826 20191028
334,015710,20190213
335,016100,20191108
336,016600,20190415 20191118
337,016670,20190208 20190211 20190520 20190724 20191129
338,016790,20190114 20190419 20190423 20190917
339,017250,20190114
340,017510,20190109
341,018000,20191112
342,018290,20190530
343,018620,20190417 20190418 20190531 20190603 20190918 20190920 20190926 20191001
344,018680,20191112 20191125
345,018700,20190528
346,019540,20190628 20190709 20190710 20190823
347,019550,20190213
348,019770,20190128
349,019990,20190227 20190624
350,023410,20191018
351,023440,20190620
352,023460,20191128
353,023770,20190703 20190704 20190709
354,023900,20190617 20190625 20190718
355,024060,20190116 20190117 20190122 20190326 20190423 20190424 20190503 20190507 20190614 20190619 20190917
356,024740,20190315 20190920
357,024810,20190620 20190820
358,024840,20190109
359,024910,20190313
360,024950,20190311 20190715 20191127
361,025320,20190118 20190822 20191029
362,025440,20190926
363,025870,20190424 20190919 20190920 20190924
364,025880,20190927
365,025980,20190108
366,026040,20190122
367,026150,20190108 20191113
368,027050,20190812 20191129
369,027360,20190226 20191022
370,027580,20190508 20190513 20190712 20191016
371,027710,20190917 20190925
372,027830,20191017 20191111
373,028300,20190701 20191001
374,029480,20190625 20191113
375,030190,20190604
376,030350,20190705
377,030960,20190730
378,031310,20190514
379,031330,20190610
380,031510,20190218
381,031980,20190213 20190314
382,032280,20190422
383,032580,20191017
384,032620,20190423
385,032680,20191125 20191126
386,032750,20190517 20190902
387,032800,20190211 20190213 20190405
388,032820,20190207 20190312 20191128
389,032850,20191108
390,032940,20190225
391,033110,20190401 20190402 20190624
392,033130,20190516 20190520 20190905
393,033170,20190108 20190620
394,033290,20190411 20190611
395,033310,20190123
396,033320,20190625 20190813 20191018
397,033340,20190517 20190619 20190701 20190916
398,033430,20190124 20190125
399,033560,20190220
400,033600,20190122
401,033640,20190820
402,034810,20191129
403,034940,20190514
404,035620,20190527 20190528 20191113
405,035810,20190313 20190418 20190917
406,035890,20190313
407,036030,20190802
408,036090,20190103 20190513
409,036120,20190402 20190513 20190514 20190515 20190625 20191028 20191101
410,036170,20191014 20191015 20191017
411,036180,20190408 20190704
412,036200,20190117 20190314 20190410
413,036480,20190129 20190418 20190531 20190917
414,036540,20190422 20190423 20190429 20190507 20190814
415,036630,20190906
416,036640,20190916
417,036810,20190212 20190405
418,036830,20190703 20190715 20190723 20191008
419,036890,20190221
420,036930,20190404 20190807 20190808
421,037030,20190326 20190419 20190819 20190826 20190827
422,037070,20190306 20190326 20190327 20190527 20190528 20190628 20190703 20191001
423,037230,20190115 20190220 20190304 20190328 20190329 20191122 20191125
424,037330,20190709 20190715
425,037370,20190121
426,037460,20190515 20190610
427,037950,20190426
428,038060,20190107 20190828
429,038160,20190625 20190626 20190828
430,038290,20190211
431,038340,20190617 20190814
432,038500,20190116 20190130 20190604
433,038530,20190219
434,038540,20190503 20190808 20190809
435,038620,20190108
436,038680,20190418 20190419 20190605 20190904
437,038880,20190507
438,039030,20190718
439,039230,20190128 20190307 20190308
440,039420,20190109
441,039560,20190521 20190905
442,039610,20190923
443,039670,20190618
444,039830,20190109 20190527 20191022 20191024
445,039860,20191007 20191127
446,040350,20190612 20191119
447,040610,20190612 20190614
448,040910,20190214 20190718 20190905 20191115
449,041140,20190104 20190424 20190513 20191024
450,041190,20190306 20190402 20190513 20190625 20191028 20191101
451,041460,20190221 20191016
452,041510,20190530 20191014
453,041590,20191031 20191104
454,041830,20190215 20190514
455,041910,20190926 20191105 20191106
456,041920,20190613 20190724
457,041930,20190225 20190325 20190627
458,041960,20190103 20190604
459,042000,20190809
460,042040,20190218 20190327 20190726 20191105 20191106
461,042110,20190214 20191107
462,042370,20190116
463,042500,20190422
464,042510,20190221 20190417
465,042520,20191127
466,042600,20190225
467,042940,20190514
468,043090,20190930
469,043100,20190121
470,043200,20190129 20190610
471,043220,20191023 20191024 20191025 20191029
472,043340,20190313
473,043360,20190718
474,043910,20190207 20190403
475,044060,20190923 20191014
476,044340,20190306 20190311
477,044480,20190408 20190510 20190920 20190926
478,044780,20190626
479,044960,20190129 20190418 20190531 20190603 20190604 20190918 20190920 20191113 20191118
480,045060,20190122
481,045390,20190201 20190910
482,045520,20190311
483,045660,20190517 20190520
484,045890,20190201 20190715 20190717 20191024
485,046120,20190201 20190207 20190712 20190822
486,046310,20190218
487,046390,20190416
488,046890,20191126
489,046940,20190108 20190109 20191104 20191113
490,046970,20191025
491,047310,20190307 20190523 20191128
492,047560,20190614 20190705
493,047770,20190730 20190806
494,047820,20190918
495,047920,20190404 20190405
496,048260,20190510
497,048410,20190320 20190321 20190325 20190404 20190626 20191011
498,048430,20191122
499,048530,20190828
500,048770,20190620
501,048830,20190110
502,049080,20190409 20191001
503,049180,20190320 20190821 20191107
504,049480,20190611 20190613 20190904
505,049550,20190621 20190709
506,049830,20190124
507,049950,20190214 20190423
508,050090,20190516
509,050110,20191031
510,050120,20190130 20190131 20190208 20190510 20190523 20191115
511,050860,20190114 20190212
512,050890,20190515 20190904
513,051160,20190614
514,051370,20190417 20190418 20191025
515,051390,20190225
516,052190,20191016 20191017
517,052260,20190321 20191028 20191122 20191125 20191127
518,052300,20191106 20191107
519,052420,20190709 20190710 20190816 20190826 20190829 20190830 20191002 20191120
520,052460,20190527 20190611
521,052600,20190326 20190408 20190416
522,052670,20190129 20190131 20190418 20190531 20190917 20190920 20190926 20191030 20191128
523,052790,20191023
524,052900,20190704 20190708 20190819
525,053030,20190104 20190305 20191007
526,053110,20190527
527,053270,20190121
528,053590,20190110 20190514
529,053620,20190122 20190124 20190307
530,053700,20190118 20191021
531,053800,20190909
532,054210,20190123 20190516 20190821
533,054220,20190117
534,054300,20190219 20190220 20190227 20190702 20190704 20190916 20190918
535,054450,20190603
536,054620,20190621
537,054630,20190425 20190613 20190820 20190821
538,054670,20190604 20190917
539,054780,20190411 20190415 20190927 20191015
540,054920,20190221
541,054930,20190117 20190226
542,054940,20190430 20190502 20190508 20190509 20190618 20190712 20191017
543,056000,20191018
544,056080,20190325
545,056360,20191025
546,056700,20190515 20190516 20190802
547,057030,20190211 20190520 20190521 20190905 20190910
548,057500,20190214 20190704 20190716
549,057540,20191125
550,057880,20190403
551,058400,20190610 20190611 20190819 20190820 20190910 20191030
552,058450,20190218
553,058530,20190313
554,058610,20190123 20190320
555,058630,20190702 20190705 20191030
556,058820,20190128 20190719 20191112 20191113
557,059090,20190118 20190121 20190617 20190924
558,059210,20190521 20191104
559,060240,20190710 20190711 20190712
560,060250,20190416 20190617
561,060260,20190225 20190618 20190619
562,060310,20190708
563,060370,20190524 20190528 20191107 20191119 20191120
564,060480,20190129 20190130 20190208 20190211 20190426
565,060560,20190130
566,060570,20190404
567,060590,20190918
568,060720,20190607 20191016 20191024
569,061040,20190531
570,061250,20191101
571,061970,20190207 20190218 20190621
572,063440,20190416 20190417 20191015
573,064240,20190319 20190401 20190403 20190409
574,064260,20190627 20190812 20191107
575,064510,20190201 20190911
576,064820,20190415 20190813
577,065060,20191118
578,065130,20190515
579,065170,20190305 20190417
580,065450,20190228 20190306 20190307 20190510 20190822 20191120
581,065500,20190509 20190510
582,065510,20190328
583,065530,20190409 20190410 20190417 20190903
584,065650,20191023
585,065660,20191022 20191023
586,065950,20190304 20190327
587,066130,20190124 20190306 20190307 20190322 20190911 20191021
588,066310,20190418
589,066360,20190423 20190822 20190823 20190828 20190829 20191108
590,066410,20191101
591,066430,20190718
592,066590,20190118 20190128
593,066700,20190304
594,066910,20190524
595,067170,20190826
596,067290,20190716
597,067310,20190425 20190429
598,067390,20190221 20190614 20191008
599,067630,20190701 20190930 20191001
600,067900,20190322
601,067990,20190412 20190520 20190523
602,068330,20190311 20191105
603,068760,20191001
604,068790,20190502
605,069080,20190227
606,069140,20190306 20190322
607,071460,20190306 20190322 20190520
608,071670,20190503
609,072020,20190129 20190531 20190917
610,072870,20190902 20190919 20191022 20191025
611,072950,20190409
612,072990,20190118
613,073070,20190328 20190809 20190812 20191002 20191118
614,073110,20190520 20190523
615,073540,20190607 20190610 20190902 20190903 20190911
616,073560,20190318 20190830 20190902 20190917 20190925
617,074430,20190405
618,075130,20190527 20190619
619,075970,20190208 20190212
620,077360,20190515 20190717
621,078130,20190424 20190425 20190429 20190723 20190724 20190905 20191017
622,078140,20190319 20190322 20190326
623,078150,20190527 20190905
624,078160,20190228
625,078340,20191022
626,078590,20190710 20190820 20190923 20190924 20191002
627,078600,20190711
628,078860,20191104
629,079650,20190130
630,079810,20190710
631,079940,20190516
632,079950,20190925
633,079960,20191115
634,079970,20190319
635,080000,20190717
636,080220,20190422 20190502
637,080470,20190117 20190909
638,080520,20190605
639,081150,20190111 20190403 20190521 20190522
640,082210,20190521 20191118
641,082270,20191015 20191023 20191031
642,082800,20190405 20190408 20191120
643,083310,20190214 20190417
644,083550,20190326
645,083640,20190327 20190523 20190527 20190722 20190820 20191014
646,083650,20190227
647,083790,20190828
648,084650,20190410 20191007 20191015 20191023
649,085370,20191127
650,085660,20190220 20191113
651,085670,20190726 20191028
652,085810,20190620 20191016
653,086040,20190313 20190717 20190820 20191011
654,086060,20190531 20190604 20190918 20190920 20190924 20191101
655,086250,20190515 20190617
656,086390,20190425
657,086670,20190702 20190703 20190820
658,086820,20190312 20191016
659,086900,20190926
660,086980,20190417 20190801
661,087260,20190328 20190924
662,087730,20190718
663,088910,20190917 20190925
664,089010,20191115
665,089150,20190416
666,089970,20190405 20190408
667,089980,20190315 20190613
668,090150,20190308
669,090360,20190325
670,090410,20190214
671,090460,20190130 20190322
672,090470,20190129 20190213
673,090710,20190227 20190325 20190524 20190620 20191111 20191113
674,091340,20190823 20190903 20190904
675,091440,20190521
676,091590,20191108 20191111
677,091970,20191101
678,092870,20190911
679,093380,20190104 20190213 20190520 20190905
680,093520,20190419
681,094190,20190305 20190308
682,094360,20190403 20190411
683,094860,20190222
684,094940,20190416 20190827 20190828 20190830 20190910 20191106
685,094970,20190821
686,095190,20190617
687,095340,20190703
688,095610,20190213 20190314 20190718
689,095700,20190207 20190620
690,096040,20190620 20190624
691,096350,20190621 20190625
692,096530,20191115
693,096610,20190312 20190425 20190705
694,096630,20190118 20190227 20191016 20191113
695,096690,20190521
696,097870,20190114
697,098120,20190704 20190708
698,099220,20190719 20190930 20191029 20191104 20191111
699,099410,20190214
700,099440,20190401 20190709
701,100030,20190412 20190416
702,100590,20190315 20190409 20190513 20190904
703,100660,20190610 20190709 20190710 20190716 20190911 20190923
704,101000,20190906
705,101160,20190517
706,101490,20190802
707,101670,20191128
708,102120,20190131
709,102940,20190226 20190403 20190705 20190822 20190826 20191010
710,104040,20190307
711,104200,20190110
712,104480,20190424 20190516 20191111
713,105740,20190118 20190314
714,106240,20191112
715,106520,20191114
716,108230,20190117 20190118 20190605 20191107
717,108490,20190325
718,109080,20191025
719,109610,20190305
720,109960,20190404 20191119
721,110020,20190410 20190418
722,110790,20190828
723,110990,20190220 20190321
724,111710,20190103 20190227 20190411 20190614 20190822 20191108 20191112
725,111870,20190411 20190618 20190807 20191014 20191015 20191104 20191114
726,112040,20190227
727,114120,20190416 20190814
728,114450,20190703 20190711 20191021 20191022 20191025 20191129
729,114570,20190607
730,114810,20190821
731,115440,20190614 20190816 20190905 20191025 20191028
732,115450,20190510
733,115480,20191028
734,115500,20190221
735,117670,20190424 20190710 20191106
736,117730,20190129 20190130 20190213
737,118990,20190924
738,119830,20190821
739,120240,20191104 20191106
740,121800,20190402 20190513 20190514 20190625 20190626 20191028 20191106
741,121850,20191114
742,122350,20190121 20190128
743,122640,20190125 20190214 20191115
744,122870,20190920
745,122990,20190404
746,123040,20190809
747,123260,20190115 20190319
748,123330,20190215 20190220
749,123410,20190411 20190924
750,123420,20191004 20191017
751,123570,20190313 20190314
752,123840,20190122 20191106
753,125210,20190510 20191119
754,126600,20190708
755,126700,20190214 20190412
756,126870,20190617
757,126880,20190117 20190118 20190731
758,127160,20190710
759,127710,20190626
760,128540,20190122 20191008 20191011 20191015
761,130500,20190218 20190220 20190509 20190510 20190719 20191126
762,131090,20190221
763,131180,20190701
764,131290,20190321
765,131370,20190517 20190521 20190530 20190830
766,131760,20190322 20191114 20191118
767,133750,20190715 20190904 20190916 20190919 20191022 20191025
768,136480,20190418 20190917 20190918 20190920
769,136510,20190502 20190510 20190724
770,137400,20190802 20191023
771,137950,20190829 20190830 20190911
772,138080,20190319 20190405 20190515
773,138360,20190121 20190122
774,138580,20190612
775,138610,20191025 20191030
776,139050,20190402 20191112 20191113 20191121
777,140520,20190212 20190403
778,140670,20190715 20190819
779,141020,20190117 20190215
780,142280,20190117 20191025 20191029
781,142760,20190305
782,143160,20190522
783,144510,20191125
784,147760,20190703
785,150840,20190315 20190318 20191024
786,153710,20190110 20190829
787,154030,20190114 20190124 20190405 20190508 20190611 20190916
788,154040,20190430 20190508 20190509
789,159580,20190520
790,160600,20190516 20190722 20190725 20190729 20190801
791,161580,20191115
792,166480,20190403
793,168330,20190410 20191024 20191025 20191031
794,170030,20190322 20190405 20190408 20190923
795,170920,20190703 20190710
796,171010,20190703 20190715 20190722 20191004 20191008
797,171090,20190717 20190827
798,173130,20190409 20190610
799,174880,20191114 20191115 20191119 20191120
800,174900,20190410
801,175250,20191105 20191106 20191118 20191121
802,176440,20190227 20190304 20190607 20190619
803,177350,20191016 20191017 20191021
804,177830,20190403 20191119
805,178320,20190403
806,178920,20190703 20190712
807,179290,20190215 20190305 20190613 20190725
808,179900,20190220 20190711
809,180400,20190111 20190211
810,182360,20191108 20191111
811,183490,20191031
812,184230,20190221 20190423
813,187220,20190320
814,187270,20190313
815,187420,20191106 20191107
816,187790,20190322
817,189860,20190109
818,192250,20190221 20190417
819,192440,20190313
820,193250,20190208 20190411
821,194700,20190311
822,195440,20190717 20191023
823,195990,20190710 20190711 20191025 20191029
824,196170,20190228 20190308 20190828
825,196300,20190320
826,196450,20190110 20190304 20190305 20191021
827,196700,20190208
828,197210,20190326
829,198440,20190130 20190607 20190612 20190812 20190816 20191106
830,200230,20190314 20190524 20191028 20191104 20191105
831,200710,20190730
832,200780,20191108 20191111
833,201490,20190419 20191014
834,203650,20190220 20190221 20190503 20190618 20191024 20191025
835,203690,20190124 20190430 20190502
836,204020,20190716 20190725 20190805 20190806 20191023
837,204630,20190523
838,205100,20190410
839,205470,20190503 20190522
840,205500,20190130 20191030
841,206560,20190111 20190114 20190416
842,206650,20190508
843,207760,20190628 20190704 20190708 20190711 20191030
844,208140,20190222 20190917 20190918 20190920
845,208340,20190312 20190828
846,208350,20190626 20190910
847,208640,20190125 20190321
848,208860,20190327
849,212560,20190923
850,214150,20190402 20190412 20190515 20190517 20190730
851,214270,20190219 20190605 20190607 20190614 20190617 20190821
852,214680,20190128 20190226 20190522 20190528 20190613
853,215090,20190308 20190326 20190717 20190718 20191018
854,215100,20190325 20190326 20190402 20190524 20190607 20190620 20190625 20190813 20191029
855,215380,20190122 20190129 20190513 20191015 20191113 20191118
856,215480,20190110 20190227 20190515 20190522 20191022 20191024 20191106 20191128
857,215600,20190710 20191004 20191007 20191008
858,215790,20190125 20190626
859,216050,20190314 20190411
860,217330,20191024
861,217480,20190415 20191011
862,217500,20190111 20190214 20190219 20190703
863,217600,20190717
864,217820,20190321
865,218150,20190319 20190419 20190826 20190829 20190917 20190927
866,219130,20190708 20190717
867,219420,20190624 20190628
868,219550,20191108
869,219750,20190312 20190319
870,220180,20190415
871,220260,20190424 20190703 20190708 20191001 20191004
872,222080,20190628
873,222420,20190207 20190529 20190930
874,222810,20190213 20190214 20190401 20190403 20191108 20191111
875,224060,20190226
876,225430,20190122 20190327 20190502 20190918 20191028 20191126 20191127
877,225530,20190130 20190131 20191018
878,225570,20190404 20190424 20190513
879,226340,20190114 20190531 20191031
880,226350,20190311 20190312
881,226360,20190116 20190130 20190920
882,226440,20190424
883,226950,20190312 20190829
884,227100,20190308
885,227610,20190621
886,228340,20190701
887,228760,20190430
888,230240,20190405
889,232140,20190111 20190115 20191115
890,234100,20190118 20190123 20191127
891,234300,20190312
892,236200,20190422 20191031
893,237880,20190215
894,238090,20190523 20191025
895,238120,20191126
896,238200,20190315 20190318 20191107 20191111
897,238490,20190215 20190904
898,239340,20190311 20190312 20190524 20190607 20190613 20190614 20191010
899,239610,20190222
900,241790,20190703
901,241820,20190315
902,241840,20190909
903,242040,20190418 20190419 20190507 20190509 20190610 20190903
904,244460,20191008
905,245620,20190507 20190513
906,246690,20191107
907,246710,20190222 20190228 20190313 20190318 20190408 20190410 20191010
908,246720,20191030
909,246960,20191023
910,250000,20190729 20190731 20191113 20191114
911,250060,20190401 20190402 20190613 20190716 20190820
912,250930,20190617
913,251970,20191106
914,252500,20190115 20190415 20190529 20190603 20190812
915,253450,20191029
916,253590,20190425 20190429
917,253840,20190927
918,254120,20190710
919,256630,20190412 20190614 20190619 20190718
920,256840,20190821
921,257370,20190123 20190726
922,258610,20190702 20190703
923,260660,20190927 20191001
924,263540,20190513 20190520 20190528 20191016 20191018
925,263600,20190722
926,263690,20190305 20190311 20190313 20190410 20190830
927,263700,20190318 20191114 20191127
928,263800,20190424 20190613 20190906
929,264290,20190521
930,264450,20190515
931,264660,20190820
932,265520,20190128 20190819
933,267790,20190412
934,268600,20190221 20190311 20190823 20191101 20191105
935,269620,20190306 20190327 20190620 20190723
936,270870,20190124 20190125 20190313 20190318
937,272290,20190404
938,275630,20190218 20190221
939,277070,20191119
940,277410,20190115 20191121
941,285490,20190521 20190529 20190603 20190809
942,288620,20191015 20191031
943,289080,20190604
944,290120,20190222 20190226 20190510
945,290270,20190226 20190614 20190712
946,290380,20190114 20190508 20190916
947,290550,20191022
948,290650,20190326
949,290740,20191025
950,293780,20191010
951,297570,20190617
952,298380,20190312 20191007 20191105
953,299660,20191010 20191105
954,299900,20190107
955,300080,20191002
956,303030,20190426 20190502 20190503 20190613 20190722 20191029 20191030
957,307160,20190910
958,307180,20190930
959,307930,20190701 20190710 20190711 20190719 20191023
960,308100,20190711
961,311390,20191107 20191111
962,313760,20191017
963,317320,20190719 20190722 20190724
964,317850,20190909 20190910 20190911 20191127
965,318000,20190903 20190909
966,321260,20190604
967,900040,20190220 20190226 20190415
968,900100,20190109 20190307 20190311 20190410 20190412 20190930 20191001 20191008
969,900110,20190412
970,900250,20190220 20190222 20190430 20190502 20190508 20190619 20190717 20190731
971,900260,20190218 20190219 20190222 20190603 20190626
