,index,shcode,shname,target_m,date,close_ratio,min_target,max_target,close,spot_range,check,inrange,squeezed,volume_default,volume_target,volume
14,6,001745,SK네트웍스우,201904,20190510,-0.0357142857142857,105000,150000,94500,-0.23333333333333334,False,False,False,False,410166,48664
15,6,001745,SK네트웍스우,201904,20190513,-0.05291005291005291,105000,150000,89500,-0.34444444444444444,False,False,False,True,410166,20190
16,6,001745,SK네트웍스우,201904,20190514,-0.027932960893854775,105000,150000,87000,-0.4,False,False,True,True,410166,18095
17,6,001745,SK네트웍스우,201904,20190515,-0.005747126436781658,105000,150000,86500,-0.4111111111111111,False,False,True,True,410166,8326
18,6,001745,SK네트웍스우,201904,20190516,0.005780346820809301,105000,150000,87000,-0.4,False,False,True,True,410166,20321
19,6,001745,SK네트웍스우,201904,20190517,-0.02298850574712641,105000,150000,85000,-0.4444444444444444,False,False,True,True,410166,8687
20,6,001745,SK네트웍스우,201904,20190520,-0.05294117647058827,105000,150000,80500,-0.5444444444444444,False,False,False,True,410166,5562
21,6,001745,SK네트웍스우,201904,20190521,-0.00248447204968949,105000,150000,80300,-0.5488888888888889,False,False,True,True,410166,9666
22,6,001745,SK네트웍스우,201904,20190522,-0.008717310087173136,105000,150000,79600,-0.5644444444444444,False,False,True,True,410166,6185
23,6,001745,SK네트웍스우,201904,20190523,0.017587939698492372,105000,150000,81000,-0.5333333333333333,False,False,True,True,410166,5472
24,6,001745,SK네트웍스우,201904,20190524,0.006172839506172867,105000,150000,81500,-0.5222222222222223,False,False,True,True,410166,6078
25,6,001745,SK네트웍스우,201904,20190527,-0.019631901840490795,105000,150000,79900,-0.5577777777777778,False,False,True,True,410166,3137
26,6,001745,SK네트웍스우,201904,20190528,0.05882352941176472,105000,150000,84600,-0.4533333333333333,False,False,False,True,410166,17403
27,6,001745,SK네트웍스우,201904,20190529,-0.007092198581560294,105000,150000,84000,-0.4666666666666667,False,False,True,True,410166,7248
28,6,001745,SK네트웍스우,201904,20190530,0.29761904761904767,105000,150000,109000,0.08888888888888889,False,True,False,False,410166,112656
1,8,002070,남영비비안,201907,20190726,0.2977346278317152,13250,33850,20050,0.3300970873786408,False,True,False,False,3108737,2174388
2,8,002070,남영비비안,201907,20190729,0.29925187032418954,13250,33850,26050,0.6213592233009708,False,True,False,False,3108737,1325896
3,8,002070,남영비비안,201907,20190730,0.0,13250,33850,26050,0.6213592233009708,True,True,True,True,3108737,0
4,8,002070,남영비비안,201907,20190731,0.29942418426103656,13250,33850,33850,1.0,False,True,False,False,3108737,1308522
5,8,002070,남영비비안,201907,20190801,-0.18316100443131467,13250,33850,27650,0.6990291262135923,False,True,False,False,3108737,3451080
6,8,002070,남영비비안,201907,20190802,0.016274864376130127,13250,33850,28100,0.720873786407767,False,True,False,False,3108737,3240743
7,8,002070,남영비비안,201907,20190805,-0.06049822064056942,13250,33850,26400,0.6383495145631068,False,True,False,False,3108737,1147347
8,8,002070,남영비비안,201907,20190806,-0.15530303030303028,13250,33850,22300,0.4393203883495146,False,True,False,False,3108737,725039
9,8,002070,남영비비안,201907,20190807,0.022421524663677195,13250,33850,22800,0.46359223300970875,False,True,False,False,3108737,1282055
10,8,002070,남영비비안,201907,20190808,0.03508771929824572,13250,33850,23600,0.5024271844660194,False,True,False,False,3108737,685524
11,8,002070,남영비비안,201907,20190809,-0.006355932203389814,13250,33850,23450,0.49514563106796117,False,True,True,False,3108737,907980
12,8,002070,남영비비안,201907,20190812,0.01279317697228155,13250,33850,23750,0.5097087378640777,False,True,True,False,3108737,525180
13,8,002070,남영비비안,201907,20190813,-0.06736842105263163,13250,33850,22150,0.4320388349514563,False,True,False,False,3108737,315551
14,8,002070,남영비비안,201907,20190814,0.02483069977426644,13250,33850,22700,0.4587378640776699,False,True,True,False,3108737,450329
15,8,002070,남영비비안,201907,20190816,0.026431718061673992,13250,33850,23300,0.4878640776699029,False,True,False,True,3108737,266513
16,8,002070,남영비비안,201907,20190819,-0.023605150214592308,13250,33850,22750,0.46116504854368934,False,True,True,False,3108737,339902
17,8,002070,남영비비안,201907,20190820,0.01758241758241752,13250,33850,23150,0.48058252427184467,True,True,True,True,3108737,284708
18,8,002070,남영비비안,201907,20190821,-0.023758099352051865,13250,33850,22600,0.4538834951456311,False,True,False,True,3108737,183342
19,8,002070,남영비비안,201907,20190822,-0.19469026548672563,13250,33850,18200,0.24029126213592233,False,True,False,False,3108737,786402
20,8,002070,남영비비안,201907,20190823,0.0714285714285714,13250,33850,19500,0.30339805825242716,False,True,False,False,3108737,1456568
21,8,002070,남영비비안,201907,20190826,-0.06666666666666665,13250,33850,18200,0.24029126213592233,False,True,False,True,3108737,281296
22,8,002070,남영비비안,201907,20190827,-0.01098901098901095,13250,33850,18000,0.23058252427184467,False,True,False,False,3108737,336505
23,8,002070,남영비비안,201907,20190828,0.14722222222222214,13250,33850,20650,0.3592233009708738,False,True,False,False,3108737,1224245
24,8,002070,남영비비안,201907,20190829,-0.0847457627118644,13250,33850,18900,0.27427184466019416,False,True,False,True,3108737,302891
25,8,002070,남영비비안,201907,20190830,0.010582010582010692,13250,33850,19100,0.28398058252427183,True,True,True,True,3108737,201259
26,8,002070,남영비비안,201907,20190902,-0.020942408376963373,13250,33850,18700,0.2645631067961165,True,True,True,True,3108737,124707
27,8,002070,남영비비안,201907,20190903,0.002673796791443861,13250,33850,18750,0.2669902912621359,True,True,True,True,3108737,93981
28,8,002070,남영비비안,201907,20190904,0.0,13250,33850,18750,0.2669902912621359,True,True,True,True,3108737,82101
29,8,002070,남영비비안,201907,20190905,-0.010666666666666713,13250,33850,18550,0.25728155339805825,False,True,False,True,3108737,71238
1,9,002070,남영비비안,201907,20190729,0.29925187032418954,16450,33850,26050,0.5517241379310345,False,True,False,False,2174388,1325896
2,9,002070,남영비비안,201907,20190730,0.0,16450,33850,26050,0.5517241379310345,True,True,True,True,2174388,0
3,9,002070,남영비비안,201907,20190731,0.29942418426103656,16450,33850,33850,1.0,False,True,False,False,2174388,1308522
4,9,002070,남영비비안,201907,20190801,-0.18316100443131467,16450,33850,27650,0.6436781609195402,False,True,False,False,2174388,3451080
5,9,002070,남영비비안,201907,20190802,0.016274864376130127,16450,33850,28100,0.6695402298850575,False,True,False,False,2174388,3240743
6,9,002070,남영비비안,201907,20190805,-0.06049822064056942,16450,33850,26400,0.5718390804597702,False,True,False,False,2174388,1147347
7,9,002070,남영비비안,201907,20190806,-0.15530303030303028,16450,33850,22300,0.33620689655172414,False,True,False,False,2174388,725039
8,9,002070,남영비비안,201907,20190807,0.022421524663677195,16450,33850,22800,0.3649425287356322,False,True,False,False,2174388,1282055
9,9,002070,남영비비안,201907,20190808,0.03508771929824572,16450,33850,23600,0.4109195402298851,False,True,False,False,2174388,685524
10,9,002070,남영비비안,201907,20190809,-0.006355932203389814,16450,33850,23450,0.40229885057471265,False,True,True,False,2174388,907980
11,9,002070,남영비비안,201907,20190812,0.01279317697228155,16450,33850,23750,0.41954022988505746,False,True,True,False,2174388,525180
12,9,002070,남영비비안,201907,20190813,-0.06736842105263163,16450,33850,22150,0.3275862068965517,False,True,False,False,2174388,315551
13,9,002070,남영비비안,201907,20190814,0.02483069977426644,16450,33850,22700,0.35919540229885055,False,True,True,False,2174388,450329
14,9,002070,남영비비안,201907,20190816,0.026431718061673992,16450,33850,23300,0.3936781609195402,False,True,False,False,2174388,266513
15,9,002070,남영비비안,201907,20190819,-0.023605150214592308,16450,33850,22750,0.3620689655172414,False,True,True,False,2174388,339902
16,9,002070,남영비비안,201907,20190820,0.01758241758241752,16450,33850,23150,0.3850574712643678,False,True,True,False,2174388,284708
17,9,002070,남영비비안,201907,20190821,-0.023758099352051865,16450,33850,22600,0.35344827586206895,False,True,False,True,2174388,183342
18,9,002070,남영비비안,201907,20190822,-0.19469026548672563,16450,33850,18200,0.10057471264367816,False,True,False,False,2174388,786402
19,9,002070,남영비비안,201907,20190823,0.0714285714285714,16450,33850,19500,0.1752873563218391,False,True,False,False,2174388,1456568
20,9,002070,남영비비안,201907,20190826,-0.06666666666666665,16450,33850,18200,0.10057471264367816,False,True,False,False,2174388,281296
21,9,002070,남영비비안,201907,20190827,-0.01098901098901095,16450,33850,18000,0.08908045977011494,False,True,False,False,2174388,336505
22,9,002070,남영비비안,201907,20190828,0.14722222222222214,16450,33850,20650,0.2413793103448276,False,True,False,False,2174388,1224245
23,9,002070,남영비비안,201907,20190829,-0.0847457627118644,16450,33850,18900,0.14080459770114942,False,True,False,False,2174388,302891
24,9,002070,남영비비안,201907,20190830,0.010582010582010692,16450,33850,19100,0.15229885057471265,True,True,True,True,2174388,201259
25,9,002070,남영비비안,201907,20190902,-0.020942408376963373,16450,33850,18700,0.12931034482758622,True,True,True,True,2174388,124707
26,9,002070,남영비비안,201907,20190903,0.002673796791443861,16450,33850,18750,0.13218390804597702,True,True,True,True,2174388,93981
27,9,002070,남영비비안,201907,20190904,0.0,16450,33850,18750,0.13218390804597702,True,True,True,True,2174388,82101
28,9,002070,남영비비안,201907,20190905,-0.010666666666666713,16450,33850,18550,0.1206896551724138,False,True,False,True,2174388,71238
29,9,002070,남영비비안,201907,20190906,-0.02425876010781669,16450,33850,18100,0.09482758620689655,False,True,False,True,2174388,62842
1,10,002140,고려산업,201906,20190612,0.07487520798668879,2320,3300,3230,0.9285714285714286,False,True,True,False,19160885,19059218
2,10,002140,고려산업,201906,20190613,0.021671826625387025,2320,3300,3300,1.0,False,True,True,False,19160885,9707130
3,10,002140,고려산업,201906,20190614,-0.05303030303030298,2320,3300,3125,0.8214285714285714,False,True,True,False,19160885,2722165
4,10,002140,고려산업,201906,20190617,-0.05120000000000002,2320,3300,2965,0.6581632653061225,True,True,True,True,19160885,1819259
5,10,002140,고려산업,201906,20190618,0.006745362563237878,2320,3300,2985,0.6785714285714286,True,True,True,True,19160885,1032449
6,10,002140,고려산업,201906,20190619,-0.005025125628140725,2320,3300,2970,0.6632653061224489,True,True,True,True,19160885,692854
7,10,002140,고려산업,201906,20190620,0.01683501683501687,2320,3300,3020,0.7142857142857143,True,True,True,True,19160885,857920
8,10,002140,고려산업,201906,20190621,0.29966887417218535,2320,3300,3925,1.6377551020408163,False,False,False,False,19160885,45190852
9,10,002140,고려산업,201906,20190624,-0.029299363057324834,2320,3300,3810,1.5204081632653061,False,False,True,False,19160885,3136748
10,10,002140,고려산업,201906,20190625,-0.006561679790026198,2320,3300,3785,1.4948979591836735,False,False,True,True,19160885,1285721
11,10,002140,고려산업,201906,20190626,-0.029062087186261576,2320,3300,3675,1.3826530612244898,False,False,False,True,19160885,1423529
12,10,002140,고려산업,201906,20190627,-0.05714285714285716,2320,3300,3465,1.1683673469387754,False,False,False,False,19160885,7907493
13,10,002140,고려산업,201906,20190628,-0.046176046176046204,2320,3300,3305,1.0051020408163265,False,False,False,False,19160885,2001767
14,10,002140,고려산업,201906,20190701,-0.04236006051437213,2320,3300,3165,0.8622448979591837,False,True,False,True,19160885,1674916
15,10,002140,고려산업,201906,20190702,0.23538704581358605,2320,3300,3910,1.6224489795918366,False,False,False,False,19160885,35099144
16,10,002140,고려산업,201906,20190703,-0.09974424552429673,2320,3300,3520,1.2244897959183674,False,False,False,False,19160885,5345297
17,10,002140,고려산업,201906,20190704,0.009943181818181879,2320,3300,3555,1.260204081632653,False,False,True,False,19160885,4810988
18,10,002140,고려산업,201906,20190705,-0.007032348804500654,2320,3300,3530,1.2346938775510203,False,False,False,True,19160885,1681706
19,10,002140,고려산업,201906,20190708,-0.11331444759206799,2320,3300,3130,0.826530612244898,False,True,False,False,19160885,2939838
20,10,002140,고려산업,201906,20190709,0.0015974440894568342,2320,3300,3135,0.8316326530612245,False,True,True,False,19160885,2115916
21,10,002140,고려산업,201906,20190710,0.022328548644338087,2320,3300,3205,0.9030612244897959,False,True,False,False,19160885,10656851
22,10,002140,고려산업,201906,20190711,-0.015600624024960985,2320,3300,3155,0.8520408163265306,True,True,True,True,19160885,1480333
23,10,002140,고려산업,201906,20190712,0.023771790808240878,2320,3300,3230,0.9285714285714286,False,True,True,False,19160885,3296874
24,10,002140,고려산업,201906,20190715,-0.04179566563467496,2320,3300,3095,0.7908163265306123,False,True,False,True,19160885,1041077
25,10,002140,고려산업,201906,20190716,0.011308562197092087,2320,3300,3130,0.826530612244898,False,True,True,False,19160885,2196803
26,10,002140,고려산업,201906,20190717,0.022364217252396124,2320,3300,3200,0.8979591836734694,True,True,True,True,19160885,1627148
27,10,002140,고려산업,201906,20190718,-0.009375000000000022,2320,3300,3170,0.8673469387755102,True,True,True,True,19160885,873005
28,10,002140,고려산업,201906,20190719,0.01577287066246047,2320,3300,3220,0.9183673469387755,True,True,True,True,19160885,1478835
29,10,002140,고려산업,201906,20190722,-0.006211180124223614,2320,3300,3200,0.8979591836734694,True,True,True,True,19160885,775248
30,10,002140,고려산업,201906,20190723,-0.042187500000000044,2320,3300,3065,0.7602040816326531,False,True,False,True,19160885,1193289
1,11,002140,고려산업,201906,20190624,-0.029299363057324834,3035,3925,3810,0.8707865168539326,True,True,True,True,45190852,3136748
2,11,002140,고려산업,201906,20190625,-0.006561679790026198,3035,3925,3785,0.8426966292134831,True,True,True,True,45190852,1285721
3,11,002140,고려산업,201906,20190626,-0.029062087186261576,3035,3925,3675,0.7191011235955056,False,True,False,True,45190852,1423529
4,11,002140,고려산업,201906,20190627,-0.05714285714285716,3035,3925,3465,0.48314606741573035,False,True,False,False,45190852,7907493
5,11,002140,고려산업,201906,20190628,-0.046176046176046204,3035,3925,3305,0.30337078651685395,False,True,False,True,45190852,2001767
6,11,002140,고려산업,201906,20190701,-0.04236006051437213,3035,3925,3165,0.14606741573033707,False,True,False,True,45190852,1674916
7,11,002140,고려산업,201906,20190702,0.23538704581358605,3035,3925,3910,0.9831460674157303,False,True,False,False,45190852,35099144
8,11,002140,고려산업,201906,20190703,-0.09974424552429673,3035,3925,3520,0.5449438202247191,False,True,False,False,45190852,5345297
