,index,shcode,shname,target_m,date,close_ratio,min_target,max_target,close,spot_range,check,inrange,squeezed,volume_default,volume_target,volume
1,0,000140,하이트진로홀딩스,201907,20190730,0.004166666666666652,9310,12050,12050,1.0,False,True,True,False,6291621,7616938
2,0,000140,하이트진로홀딩스,201907,20190731,-0.11618257261410792,9310,12050,10650,0.48905109489051096,False,True,False,False,6291621,2326322
3,0,000140,하이트진로홀딩스,201907,20190801,-0.06572769953051638,9310,12050,9950,0.23357664233576642,False,True,False,False,6291621,1521007
4,0,000140,하이트진로홀딩스,201907,20190802,0.045226130653266416,9310,12050,10400,0.3978102189781022,False,True,True,False,6291621,2206395
5,0,000140,하이트진로홀딩스,201907,20190805,0.17307692307692313,9310,12050,12200,1.0547445255474452,False,False,False,False,6291621,5418072
6,0,000140,하이트진로홀딩스,201907,20190806,0.012295081967213184,9310,12050,12350,1.1094890510948905,False,False,False,False,6291621,3341082
7,0,000140,하이트진로홀딩스,201907,20190807,-0.06477732793522262,9310,12050,11550,0.8175182481751825,False,True,False,False,6291621,1821572
8,0,000140,하이트진로홀딩스,201907,20190808,-0.051948051948051965,9310,12050,10950,0.5985401459854015,False,True,False,False,6291621,1110817
9,0,000140,하이트진로홀딩스,201907,20190809,-0.0091324200913242,9310,12050,10850,0.5620437956204379,True,True,True,True,6291621,528349
10,0,000140,하이트진로홀딩스,201907,20190812,0.009216589861751112,9310,12050,10950,0.5985401459854015,True,True,True,True,6291621,446997
11,0,000140,하이트진로홀딩스,201907,20190813,-0.0365296803652968,9310,12050,10550,0.45255474452554745,False,True,False,True,6291621,330275
12,0,000140,하이트진로홀딩스,201907,20190814,0.0,9310,12050,10550,0.45255474452554745,True,True,True,True,6291621,518204
13,0,000140,하이트진로홀딩스,201907,20190816,-0.042654028436018954,9310,12050,10100,0.28832116788321166,False,True,False,True,6291621,479539
14,0,000140,하이트진로홀딩스,201907,20190819,0.004950495049504955,9310,12050,10150,0.30656934306569344,True,True,True,True,6291621,182287
15,0,000140,하이트진로홀딩스,201907,20190820,-0.0049261083743842304,9310,12050,10100,0.28832116788321166,True,True,True,True,6291621,155769
16,0,000140,하이트진로홀딩스,201907,20190821,0.01980198019801982,9310,12050,10300,0.3613138686131387,True,True,True,True,6291621,286731
17,0,000140,하이트진로홀딩스,201907,20190822,0.0,9310,12050,10300,0.3613138686131387,True,True,True,True,6291621,156236
18,0,000140,하이트진로홀딩스,201907,20190823,0.029126213592232997,9310,12050,10600,0.4708029197080292,False,True,True,False,6291621,3286611
19,0,000140,하이트진로홀딩스,201907,20190826,-0.028301886792452824,9310,12050,10300,0.3613138686131387,True,True,True,True,6291621,513641
20,0,000140,하이트진로홀딩스,201907,20190827,0.01941747572815533,9310,12050,10500,0.4343065693430657,True,True,True,True,6291621,267858
21,0,000140,하이트진로홀딩스,201907,20190828,-0.023809523809523836,9310,12050,10250,0.34306569343065696,True,True,True,True,6291621,261394
22,0,000140,하이트진로홀딩스,201907,20190829,-0.004878048780487809,9310,12050,10200,0.3248175182481752,True,True,True,True,6291621,348947
23,0,000140,하이트진로홀딩스,201907,20190830,0.014705882352941124,9310,12050,10350,0.3795620437956204,True,True,True,True,6291621,150116
24,0,000140,하이트진로홀딩스,201907,20190902,0.04347826086956519,9310,12050,10800,0.5437956204379562,False,True,False,True,6291621,287185
25,0,000140,하이트진로홀딩스,201907,20190903,0.02777777777777768,9310,12050,11100,0.6532846715328468,True,True,True,True,6291621,273276
26,0,000140,하이트진로홀딩스,201907,20190904,0.009009009009008917,9310,12050,11200,0.6897810218978102,True,True,True,True,6291621,310404
27,0,000140,하이트진로홀딩스,201907,20190905,-0.004464285714285698,9310,12050,11150,0.6715328467153284,True,True,True,True,6291621,203419
28,0,000140,하이트진로홀딩스,201907,20190906,-0.008968609865470878,9310,12050,11050,0.635036496350365,True,True,True,True,6291621,96613
29,0,000140,하이트진로홀딩스,201907,20190909,0.009049773755656076,9310,12050,11150,0.6715328467153284,True,True,True,True,6291621,230172
1,1,000890,보해양조,201905,20190516,0.0,1205,1550,1550,1.0,False,True,True,False,81894808,87177377
2,1,000890,보해양조,201905,20190517,-0.029032258064516148,1205,1550,1505,0.8695652173913043,False,True,True,False,81894808,19318114
3,1,000890,보해양조,201905,20190520,0.07973421926910307,1205,1550,1625,1.2173913043478262,False,False,False,False,81894808,105005491
4,1,000890,보해양조,201905,20190521,0.01538461538461533,1205,1550,1650,1.289855072463768,False,False,True,False,81894808,22273981
5,1,000890,보해양조,201905,20190522,-0.19393939393939397,1205,1550,1330,0.36231884057971014,False,True,False,False,81894808,33962214
6,1,000890,보해양조,201905,20190523,-0.022556390977443663,1205,1550,1300,0.2753623188405797,False,True,True,False,81894808,20783091
7,1,000890,보해양조,201905,20190524,0.01538461538461533,1205,1550,1320,0.3333333333333333,False,True,True,False,81894808,17074249
8,1,000890,보해양조,201905,20190527,0.015151515151515138,1205,1550,1340,0.391304347826087,True,True,True,True,81894808,7592792
9,1,000890,보해양조,201905,20190528,0.003731343283582156,1205,1550,1345,0.4057971014492754,True,True,True,True,81894808,4882076
10,1,000890,보해양조,201905,20190529,-0.022304832713754608,1205,1550,1315,0.3188405797101449,False,True,True,False,81894808,10151544
11,1,000890,보해양조,201905,20190530,-0.03041825095057038,1205,1550,1275,0.2028985507246377,True,True,True,True,81894808,4053595
12,1,000890,보해양조,201905,20190531,-0.0039215686274509665,1205,1550,1270,0.18840579710144928,True,True,True,True,81894808,4540906
13,1,000890,보해양조,201905,20190603,0.015748031496062964,1205,1550,1290,0.2463768115942029,False,True,True,False,81894808,10049923
14,1,000890,보해양조,201905,20190604,-0.03875968992248058,1205,1550,1240,0.10144927536231885,True,True,True,True,81894808,7638510
15,1,000890,보해양조,201905,20190605,0.0040322580645162365,1205,1550,1245,0.11594202898550725,True,True,True,True,81894808,2996156
16,1,000890,보해양조,201905,20190607,0.012048192771084265,1205,1550,1260,0.15942028985507245,True,True,True,True,81894808,2753235
17,1,000890,보해양조,201905,20190610,0.031746031746031855,1205,1550,1300,0.2753623188405797,False,True,True,False,81894808,9581211
18,1,000890,보해양조,201905,20190611,0.026923076923076827,1205,1550,1335,0.37681159420289856,True,True,True,True,81894808,4723007
19,1,000890,보해양조,201905,20190612,-0.014981273408239737,1205,1550,1315,0.3188405797101449,True,True,True,True,81894808,6765901
20,1,000890,보해양조,201905,20190613,0.026615969581748944,1205,1550,1350,0.42028985507246375,True,True,True,True,81894808,3160634
21,1,000890,보해양조,201905,20190614,0.0,1205,1550,1350,0.42028985507246375,True,True,True,True,81894808,5487070
22,1,000890,보해양조,201905,20190617,0.0037037037037037646,1205,1550,1355,0.43478260869565216,True,True,True,True,81894808,2760982
23,1,000890,보해양조,201905,20190618,-0.03321033210332103,1205,1550,1310,0.30434782608695654,True,True,True,True,81894808,3200814
24,1,000890,보해양조,201905,20190619,0.026717557251908497,1205,1550,1345,0.4057971014492754,True,True,True,True,81894808,3113799
25,1,000890,보해양조,201905,20190620,0.0037174721189590088,1205,1550,1350,0.42028985507246375,True,True,True,True,81894808,2159247
26,1,000890,보해양조,201905,20190621,-0.011111111111111072,1205,1550,1335,0.37681159420289856,True,True,True,True,81894808,2515799
27,1,000890,보해양조,201905,20190624,0.014981273408239737,1205,1550,1355,0.43478260869565216,True,True,True,True,81894808,2781503
28,1,000890,보해양조,201905,20190625,0.007380073800737907,1205,1550,1365,0.463768115942029,True,True,True,True,81894808,4477207
29,1,000890,보해양조,201905,20190626,-0.02197802197802201,1205,1550,1335,0.37681159420289856,True,True,True,True,81894808,2720998
1,2,001140,카리스국보,201903,20190314,-0.07509157509157505,30150,27300,25250,1.719298245614035,False,False,False,False,1303767,365876
2,2,001140,카리스국보,201903,20190315,-0.09504950495049502,30150,27300,22850,2.56140350877193,False,False,False,False,1303767,487198
3,2,001140,카리스국보,201903,20190318,0.29978118161925593,30150,27300,29700,0.15789473684210525,False,False,False,False,1303767,1060965
4,2,001140,카리스국보,201903,20190319,-0.101010101010101,30150,27300,26700,1.2105263157894737,False,False,False,False,1303767,429929
5,2,001140,카리스국보,201903,20190320,-0.13108614232209737,30150,27300,23200,2.43859649122807,False,False,False,False,1303767,502270
6,2,001140,카리스국보,201903,20190321,-0.008620689655172376,30150,27300,23000,2.508771929824561,False,False,True,False,1303767,280727
7,2,001140,카리스국보,201903,20190322,-0.03260869565217395,30150,27300,22250,2.7719298245614037,False,False,False,False,1303767,218229
8,2,001140,카리스국보,201903,20190325,-0.01573033707865168,30150,27300,21900,2.8947368421052633,False,False,True,True,1303767,129333
9,2,001140,카리스국보,201903,20190326,0.04566210045662111,30150,27300,22900,2.543859649122807,False,False,True,True,1303767,125463
10,2,001140,카리스국보,201903,20190327,-0.0393013100436681,30150,27300,22000,2.8596491228070176,False,False,False,True,1303767,71671
11,2,001140,카리스국보,201903,20190328,-0.045454545454545414,30150,27300,21000,3.210526315789474,False,False,False,True,1303767,126169
12,2,001140,카리스국보,201903,20190329,0.016666666666666607,30150,27300,21350,3.087719298245614,False,False,False,True,1303767,60898
13,2,001140,카리스국보,201903,20190401,0.016393442622950838,30150,27300,21700,2.9649122807017543,False,False,True,True,1303767,46272
14,2,001140,카리스국보,201903,20190402,-0.016129032258064502,30150,27300,21350,3.087719298245614,False,False,True,True,1303767,40932
15,2,001140,카리스국보,201903,20190403,-0.0023419203747072626,30150,27300,21300,3.1052631578947367,False,False,True,True,1303767,28305
16,2,001140,카리스국보,201903,20190404,0.028169014084507005,30150,27300,21900,2.8947368421052633,False,False,True,True,1303767,84831
17,2,001140,카리스국보,201903,20190405,0.06621004566210043,30150,27300,23350,2.3859649122807016,False,False,False,False,1303767,394614
18,2,001140,카리스국보,201903,20190408,-0.025695931477516032,30150,27300,22750,2.5964912280701755,False,False,True,True,1303767,79677
19,2,001140,카리스국보,201903,20190409,0.03956043956043964,30150,27300,23650,2.280701754385965,False,False,True,True,1303767,93624
20,2,001140,카리스국보,201903,20190410,-0.010570824524312905,30150,27300,23400,2.3684210526315788,False,False,True,True,1303767,54424
21,2,001140,카리스국보,201903,20190411,-0.04487179487179482,30150,27300,22350,2.736842105263158,False,False,False,True,1303767,72325
22,2,001140,카리스국보,201903,20190412,-0.01118568232662187,30150,27300,22100,2.824561403508772,False,False,True,True,1303767,34044
23,2,001140,카리스국보,201903,20190415,-0.009049773755656076,30150,27300,21900,2.8947368421052633,False,False,True,True,1303767,39399
24,2,001140,카리스국보,201903,20190416,0.0,30150,27300,21900,2.8947368421052633,False,False,True,True,1303767,33846
25,2,001140,카리스국보,201903,20190417,0.027397260273972712,30150,27300,22500,2.6842105263157894,False,False,True,True,1303767,96613
26,2,001140,카리스국보,201903,20190418,-0.004444444444444473,30150,27300,22400,2.719298245614035,False,False,True,True,1303767,33499
27,2,001140,카리스국보,201903,20190419,0.013392857142857206,30150,27300,22700,2.6140350877192984,False,False,True,True,1303767,26549
28,2,001140,카리스국보,201903,20190422,0.026431718061673992,30150,27300,23300,2.4035087719298245,False,False,True,False,1303767,152283
29,2,001140,카리스국보,201903,20190423,-0.03218884120171672,30150,27300,22550,2.6666666666666665,False,False,True,True,1303767,58257
30,2,001140,카리스국보,201903,20190424,0.02882483370288247,30150,27300,23200,2.43859649122807,False,False,True,True,1303767,51418
1,3,001340,백광산업,201909,20190918,-0.032733224222585955,2895,3055,2955,0.375,False,True,False,False,13415831,9043933
2,3,001340,백광산업,201909,20190919,-0.045685279187817285,2895,3055,2820,-0.46875,False,False,True,False,13415831,1926498
3,3,001340,백광산업,201909,20190920,-0.019503546099290725,2895,3055,2765,-0.8125,False,False,True,False,13415831,3196825
4,3,001340,백광산업,201909,20190923,0.003616636528029016,2895,3055,2775,-0.75,False,False,True,True,13415831,1107645
5,3,001340,백광산업,201909,20190924,0.007207207207207134,2895,3055,2795,-0.625,False,False,False,False,13415831,1892383
6,3,001340,백광산업,201909,20190925,0.0017889087656528524,2895,3055,2800,-0.59375,False,False,True,True,13415831,771930
7,3,001340,백광산업,201909,20190926,-0.025000000000000022,2895,3055,2730,-1.03125,False,False,True,True,13415831,593336
8,3,001340,백광산업,201909,20190927,-0.016483516483516536,2895,3055,2685,-1.3125,False,False,True,True,13415831,538045
1,6,001745,SK네트웍스우,201904,20190419,-0.07333333333333336,105000,150000,139000,0.7555555555555555,False,True,True,False,410166,207697
2,6,001745,SK네트웍스우,201904,20190422,0.05395683453237421,105000,150000,146500,0.9222222222222223,False,True,False,False,410166,143761
3,6,001745,SK네트웍스우,201904,20190423,-0.05460750853242324,105000,150000,138500,0.7444444444444445,False,True,False,False,410166,84721
4,6,001745,SK네트웍스우,201904,20190424,-0.13718411552346566,105000,150000,119500,0.32222222222222224,False,True,False,False,410166,43693
5,6,001745,SK네트웍스우,201904,20190425,-0.09623430962343094,105000,150000,108000,0.06666666666666667,False,True,False,False,410166,42754
6,6,001745,SK네트웍스우,201904,20190426,-0.00462962962962965,105000,150000,107500,0.05555555555555555,False,True,False,False,410166,42910
7,6,001745,SK네트웍스우,201904,20190429,-0.06046511627906981,105000,150000,101000,-0.08888888888888889,False,False,False,True,410166,16593
8,6,001745,SK네트웍스우,201904,20190430,0.01980198019801982,105000,150000,103000,-0.044444444444444446,False,False,True,True,410166,31260
9,6,001745,SK네트웍스우,201904,20190502,-0.058252427184465994,105000,150000,97000,-0.17777777777777778,False,False,False,True,410166,10647
10,6,001745,SK네트웍스우,201904,20190503,0.017525773195876226,105000,150000,98700,-0.14,False,False,True,True,410166,23888
11,6,001745,SK네트웍스우,201904,20190507,-0.09726443768996962,105000,150000,89100,-0.35333333333333333,False,False,False,True,410166,9690
12,6,001745,SK네트웍스우,201904,20190508,0.2962962962962963,105000,150000,115500,0.23333333333333334,False,True,False,False,410166,100841
13,6,001745,SK네트웍스우,201904,20190509,-0.1515151515151515,105000,150000,98000,-0.15555555555555556,False,False,False,False,410166,78339
