,date,open_,low,high,close,volume,range_position,shcode,month_ma5_score,week_ma5_score,week_ma20_score,week_golden_cross,week_dead_cross,week_up,week_down
5,20191008,2060,2040,2465,2300,41098340,0.611764705882353,007460,0.0,0.35,0.0,0,0,0,5
6,20191010,2340,2325,2845,2655,65475752,0.6346153846153846,007460,0.0,0.35,0.0,0,0,0,5
6,20191119,2265,2260,2860,2685,100813310,0.7083333333333334,007460,0.0,0.55,0.0,0,0,0,5
6,20191126,2435,2435,2990,2785,118449810,0.6306306306306306,007460,0.0,0.6499999999999999,0.0,0,0,0,5
6,20190509,46500,45650,59900,56600,1529616,0.7684210526315789,007540,0.44999999999999996,1.0,0.5,1,0,5,0
6,20190805,38700,36900,48500,44600,1034790,0.6637931034482759,007540,0.8500000000000001,0.0,1.0,0,1,3,2
6,20190806,47850,44250,51700,49000,914200,0.6375838926174496,007540,0.8500000000000001,0.0,1.0,0,1,3,2
6,20190325,2410,2280,2980,2980,19580652,1.0,007630,0.0,0.0,0.0,0,0,0,5
6,20190625,5380,5240,5810,5790,4741963,0.9649122807017544,007660,0.15,0.3,0.0,0,0,0,5
6,20191028,4195,4160,4685,4555,5660837,0.7523809523809524,007660,0.0,0.3,0.0,0,0,0,5
5,20190207,44650,44400,53800,51400,595895,0.7446808510638298,007700,0.15,0.5,0.0,0,0,0,5
6,20190215,58000,57400,69200,64700,962489,0.6186440677966102,007700,0.15,0.7,0.0,0,0,0,5
7,20191018,7120,7120,8500,8230,4226435,0.8043478260869565,007810,0.44999999999999996,1.0,0.5,1,0,2,3
8,20190221,1320,1315,1680,1680,35656701,1.0,008040,0.0,1.0,0.0,1,0,4,1
6,20190429,10150,10000,10700,10600,2136798,0.8571428571428571,008060,1.0,0.5,1.0,0,1,3,2
6,20190521,10750,10750,12200,12000,4661022,0.8620689655172413,008060,1.0,0.8500000000000001,1.0,1,1,3,2
7,20190516,3175,3130,4120,4070,87216485,0.9494949494949495,008350,1.0,1.0,0.8,1,0,2,3
5,20191014,3750,3600,4185,3930,33974673,0.5641025641025641,008350,1.0,0.3,0.5,0,0,5,0
6,20191029,3670,3660,4035,3895,37028775,0.6266666666666667,008350,1.0,0.0,0.15,0,1,3,2
6,20191111,4080,4010,5140,5140,78793933,1.0,008350,0.7,0.5,0.3,1,1,3,2
7,20191113,4970,4940,5880,5280,102581395,0.3617021276595745,008350,0.7,0.5,0.3,1,1,3,2
7,20190516,37650,36850,48900,48900,423046,1.0,008355,0.7,1.0,0.3,1,0,3,2
6,20191111,37100,36600,46900,46250,500219,0.9368932038834952,008355,0.5,0.5,0.0,0,0,0,5
4,20190107,3020,2985,3770,3615,9473986,0.802547770700637,008420,0.15,0.3,0.3,0,0,0,5
3,20190212,3720,3685,4340,4010,14375206,0.4961832061068702,008420,0.0,1.0,0.0,1,0,3,2
7,20190614,3085,3070,3875,3330,17286010,0.32298136645962733,008420,0.7,0.0,0.35,0,0,0,5
7,20191018,1140,1130,1480,1355,56302911,0.6428571428571429,008600,0.0,0.7,0.0,1,0,2,3
6,20191021,1395,1340,1660,1570,76580877,0.71875,008600,0.0,0.8,0.3,1,0,3,2
8,20190425,2755,2720,2950,2900,12627464,0.782608695652174,008700,0.3,0.2,0.8500000000000001,0,1,3,2
7,20190503,2815,2790,3620,3375,70379090,0.7048192771084337,008700,0.5,0.44999999999999996,0.8500000000000001,0,1,2,3
8,20190725,13800,13800,16450,15250,2886601,0.5471698113207547,008730,0.7,0.5,0.0,1,1,2,3
8,20190726,15000,14700,19550,17400,8650213,0.5567010309278351,008730,0.7,0.5,0.0,1,1,2,3
6,20190903,14900,14750,16550,15850,3500393,0.6111111111111112,008730,0.8,0.7,1.0,0,0,5,0
8,20190829,46000,45800,59000,59000,878596,1.0,008775,0.7,0.0,0.15,0,0,0,5
6,20190624,1455,1450,1650,1600,29319699,0.75,008970,0.0,0.5,0.0,0,0,0,5
3,20190212,4205,4070,4945,4470,6045922,0.45714285714285713,009070,0.5,1.0,1.0,0,0,5,0
8,20190530,2750,2730,3585,3150,12597507,0.49122807017543857,009160,0.5,0.8,1.0,0,0,0,5
5,20190103,1960,1930,2450,2390,24828344,0.8846153846153846,009270,0.0,0.8,0.15,0,0,0,5
7,20190116,2885,2820,3140,2860,33323772,0.125,009270,0.0,0.8500000000000001,0.5,0,0,0,5
8,20190517,1870,1860,2140,2065,14431848,0.7321428571428571,009270,0.6499999999999999,0.5,0.5,0,0,0,5
6,20190701,2500,2315,2725,2500,16901524,0.45121951219512196,009270,0.55,0.8500000000000001,0.0,1,0,1,4
6,20190429,7650,7230,8410,7420,3971037,0.16101694915254236,009290,0.3,0.0,1.0,0,1,3,2
6,20190624,7600,7590,9450,8900,24471418,0.7043010752688172,009290,0.7,0.5,0.6,0,0,0,5
8,20191115,1055,1050,1365,1290,16557433,0.7619047619047619,009310,0.0,0.0,0.0,0,0,0,5
7,20181212,1460,1460,1850,1850,14349320,1.0,009320,0.0,0.35,0.0,0,0,0,5
8,20181213,1805,1800,2150,1955,16660741,0.44285714285714284,009320,0.0,0.35,0.0,0,0,0,5
8,20190118,2485,2470,2960,2960,20102921,1.0,009320,0.0,1.0,0.2,1,0,2,3
6,20190121,3135,3030,3315,3200,22511031,0.5964912280701754,009320,0.0,1.0,0.5,1,0,3,2
7,20190320,2480,2460,2865,2675,16853195,0.5308641975308642,009320,0.5,0.15,1.0,0,0,5,0
6,20190617,2250,2235,2795,2595,26190591,0.6428571428571429,009320,1.0,0.0,0.35,0,0,0,5
8,20190718,2065,1955,2480,2265,16494975,0.5904761904761905,009320,0.7,0.55,0.0,0,0,0,5
6,20190924,2140,2140,2785,2785,32079002,1.0,009320,0.3,0.5,0.0,0,0,0,5
7,20190123,11000,10950,12900,12750,3484514,0.9230769230769231,009410,0.3,1.0,0.0,0,0,0,5
6,20190527,14000,13500,15000,14950,3595876,0.9666666666666667,009410,0.5,1.0,1.0,0,0,5,0
8,20181221,31100,31050,34350,34150,2018736,0.9393939393939394,009420,0.5,1.0,1.0,1,0,3,2
5,20191007,27350,27350,31600,30450,1178799,0.7294117647058823,009420,0.0,1.0,0.0,1,0,3,2
7,20190308,52300,50500,58300,56200,1277382,0.7307692307692307,009450,0.0,1.0,0.3,1,0,3,2
6,20190114,3415,3270,3415,3415,32329985,1.0,009460,0.8500000000000001,1.0,1.0,0,0,5,0
6,20190129,3100,2945,3900,3540,82533930,0.6230366492146597,009460,0.8500000000000001,1.0,1.0,0,0,5,0
7,20190516,3180,3170,3920,3610,45967049,0.5866666666666667,009460,1.0,0.7,0.8,0,0,0,5
6,20191111,2875,2815,3475,3370,32986408,0.8409090909090909,009460,0.4,0.5,0.15,1,1,4,1
7,20181219,17550,17500,22450,22450,1240068,1.0,009470,0.5,0.0,0.0,0,0,0,5
7,20190717,20700,19600,21700,20950,3022741,0.6428571428571429,009470,0.0,0.35,0.0,0,0,0,5
8,20190118,10900,10600,13700,13150,3029000,0.8225806451612904,009680,0.3,1.0,1.0,1,0,3,2
7,20190313,12650,12250,15000,14300,4932099,0.7454545454545455,009680,0.7,0.6,1.0,0,0,5,0
5,20190611,1090,1080,1315,1255,16999833,0.7446808510638298,009810,1.0,1.0,1.0,1,0,1,4
7,20190619,21400,21300,23000,22550,2999747,0.7352941176470589,009830,1.0,0.4,0.3,0,0,0,5
7,20191113,17200,16900,18800,18550,4074829,0.868421052631579,009830,0.15,0.15,0.0,0,0,0,5
7,20190417,14500,14200,18000,18000,1518219,1.0,009835,0.3,0.3,0.8,0,1,2,3
8,20190419,14300,14000,17450,17450,1852587,1.0,009835,0.3,0.3,0.8,0,1,2,3
6,20190422,21450,21000,22650,22650,1491845,1.0,009835,0.3,0.5,0.8500000000000001,1,1,2,3
6,20181204,4675,4650,5910,5800,13794790,0.9126984126984127,010040,0.8,0.15,1.0,0,0,5,0
7,20190111,5660,5580,7290,7290,13296373,1.0,010040,0.8,1.0,1.0,0,0,5,0
6,20190114,8000,7460,8420,7950,15521366,0.5104166666666666,010040,0.8,1.0,1.0,0,0,5,0
6,20190115,7900,7710,10200,9630,16742023,0.7710843373493976,010040,0.8,1.0,1.0,0,0,5,0
7,20191004,5450,5450,6540,6190,13970831,0.6788990825688074,010040,0.3,1.0,0.5,1,0,1,4
8,20190906,1950,1810,2435,2435,23262568,1.0,010100,0.8,0.3,0.55,0,1,0,5
6,20190909,2575,2315,2875,2725,43080476,0.7321428571428571,010100,0.8,0.5,0.8,0,0,0,5
6,20190919,2500,2495,3195,2985,56020655,0.7,010100,0.8,0.7,0.8,1,0,1,4
8,20181213,7580,7540,8160,8110,12004191,0.9193548387096774,010140,0.5,0.8500000000000001,0.8500000000000001,1,1,3,2
8,20190405,12150,12000,13900,13300,1966466,0.6842105263157895,010400,0.3,0.8500000000000001,0.4,0,0,5,0
7,20190626,1640,1640,2100,1845,15856377,0.44565217391304346,010420,1.0,0.5,0.5,1,0,2,3
8,20190627,1865,1815,2300,2175,17556657,0.7422680412371134,010420,1.0,0.5,0.5,1,0,2,3
6,20190625,2595,2590,3370,3370,5942036,1.0,010600,0.0,0.0,0.0,0,0,0,5
7,20190626,3800,3400,3960,3860,9560975,0.8214285714285714,010600,0.0,0.0,0.0,0,0,0,5
6,20190701,4240,4115,5100,4640,8446710,0.5329949238578681,010600,0.0,0.3,0.0,0,0,0,5
8,20190524,2000,1985,2575,2490,8943485,0.8559322033898306,010660,0.5,0.5,0.7,0,1,4,1
8,20190627,3150,2915,3620,3620,22702375,1.0,010660,0.4,0.3,0.0,0,0,0,5
6,20190709,3435,3170,4130,3720,26324632,0.5729166666666666,010660,0.35,0.7,0.0,0,0,0,5
7,20190904,4625,4520,5790,5790,56449612,1.0,010660,0.15,0.3,0.0,0,0,0,5
8,20190118,7270,7250,9380,8950,6420175,0.7981220657276995,010770,0.3,1.0,1.0,1,0,4,1
6,20190618,4890,4770,6280,5850,3669511,0.7152317880794702,010770,0.7,0.0,0.0,0,0,0,5
8,20190315,2905,2900,3325,3140,7569178,0.5647058823529412,010820,0.0,0.5,0.0,1,0,4,1
5,20190923,2415,2405,2680,2525,9599109,0.43636363636363634,010820,0.0,0.7,0.0,0,0,0,5
6,20190128,5410,5400,6260,5770,6949626,0.43023255813953487,011000,0.0,0.3,0.0,0,0,0,5
8,20181220,1400,1390,1615,1495,34014452,0.4666666666666667,011090,0.0,0.2,0.0,0,0,0,5
5,20190109,1360,1350,1650,1505,32648506,0.5166666666666667,011090,0.0,0.7,0.0,0,0,0,5
5,20191015,1080,1075,1410,1295,25612440,0.6567164179104478,011090,0.0,0.5,0.0,0,0,0,5
7,20191017,1270,1265,1525,1345,33013078,0.3076923076923077,011090,0.0,0.5,0.0,0,0,0,5
6,20190416,2440,2395,3045,3045,10196648,1.0,011150,0.3,0.3,0.6,0,1,1,4
6,20190422,2805,2800,3640,3640,32854446,1.0,011150,0.3,0.5,0.6499999999999999,1,1,1,4
7,20190807,3020,2820,3465,2880,25796204,0.09302325581395349,011150,0.7,0.0,0.7,0,1,3,2
7,20190814,2880,2875,3705,3705,49235526,1.0,011150,0.7,0.3,0.8,0,1,2,3
6,20190422,3730,3725,4180,4140,9097091,0.9120879120879121,011200,0.0,0.2,0.0,0,1,0,5
4,20190507,5320,5320,6810,6810,18367786,1.0,011280,1.0,0.8500000000000001,1.0,0,0,5,0
5,20190508,7190,6880,8480,7900,27381419,0.6375,011280,1.0,0.8500000000000001,1.0,0,0,5,0
6,20190813,6330,6330,8000,7050,17762314,0.4311377245508982,011280,1.0,0.0,1.0,0,1,4,1
6,20190319,2025,2005,2190,2190,9686165,1.0,011330,0.55,0.8,0.6499999999999999,0,0,5,0
6,20190521,2350,2325,2645,2450,24889343,0.390625,011330,0.8,0.44999999999999996,1.0,0,0,5,0
6,20190910,120500,113500,139500,139500,249256,1.0,011390,0.0,0.5,0.0,0,0,0,5
7,20190911,158000,149000,170000,160000,583549,0.5238095238095238,011390,0.0,0.5,0.0,0,0,0,5
6,20190723,2440,2365,2890,2750,8845757,0.7333333333333333,011420,0.6499999999999999,1.0,1.0,0,0,5,0
8,20190712,1880,1860,2340,1990,14203258,0.2708333333333333,011700,0.35,0.0,0.0,0,0,0,5
7,20190417,44200,39000,48000,39500,791110,0.05555555555555555,011785,0.3,1.0,1.0,0,0,5,0
3,20190212,1420,1370,1765,1650,23539671,0.7088607594936709,012160,0.3,1.0,0.3,1,0,3,2
6,20190218,1615,1615,1820,1730,17352858,0.5609756097560976,012160,0.3,1.0,0.5,1,0,4,1
7,20190619,206,175,259,225,226256671,0.5952380952380952,012170,0.0,0.0,0.0,0,0,0,5
7,20190626,213,213,264,229,227533574,0.3137254901960784,012170,0.0,0.3,0.0,0,0,0,5
8,20191129,2860,2825,3480,3105,9119703,0.42748091603053434,012200,0.0,0.4,0.0,0,0,0,5
6,20190813,33400,33250,36100,35800,2869361,0.8947368421052632,012450,0.35,0.5,0.35,0,0,5,0
7,20190424,49650,48900,54600,53600,507418,0.8245614035087719,012510,0.3,1.0,0.4,1,0,2,3
7,20191023,62000,61500,68200,68000,364584,0.9701492537313433,012510,1.0,1.0,0.7,1,0,2,3
6,20190701,6670,6360,6810,6700,3461289,0.7555555555555555,012610,0.8500000000000001,0.7,0.7,0,0,5,0
8,20190704,6950,6570,7250,7200,4190348,0.9264705882352942,012610,0.8500000000000001,0.7,0.7,0,0,5,0
8,20190726,7210,7050,8900,8900,27832518,1.0,012610,0.8500000000000001,0.8500000000000001,0.8500000000000001,0,0,5,0
6,20190729,9600,9130,10200,9400,35275534,0.2523364485981308,012610,0.8500000000000001,0.8500000000000001,0.8500000000000001,0,0,5,0
6,20191112,11600,11600,14200,12400,7923606,0.3076923076923077,012630,0.0,0.0,0.0,0,0,0,5
5,20190304,4365,4350,4745,4655,12415327,0.7721518987341772,012690,0.7,1.0,0.8500000000000001,0,0,5,0
6,20190326,4680,4660,5330,4965,12107563,0.4552238805970149,012690,0.7,1.0,1.0,0,0,5,0
8,20190801,3000,2970,3910,3370,13838907,0.425531914893617,012690,0.3,0.0,0.0,0,0,0,5
6,20190805,3405,3380,4040,3775,12392776,0.5984848484848485,012690,0.3,0.3,0.0,0,0,0,5
6,20190806,4345,4180,4905,4905,23076626,1.0,012690,0.3,0.3,0.0,0,0,0,5
8,20190426,1135,1100,1365,1365,55417685,1.0,012800,0.3,0.8500000000000001,1.0,0,0,5,0
6,20190509,1045,1040,1335,1335,73701585,1.0,012800,0.5,1.0,1.0,0,0,5,0
6,20190510,1470,1445,1735,1735,60709332,1.0,012800,0.5,1.0,1.0,0,0,5,0
5,20190514,1405,1370,1900,1730,148797220,0.6792452830188679,012800,0.5,1.0,1.0,0,0,5,0
8,20191205,1245,1235,1595,1470,99881220,0.6527777777777778,012800,0.5,0.6499999999999999,0.0,0,0,0,5
8,20181206,1795,1720,2130,1900,34956975,0.43902439024390244,013000,0.0,0.3,0.0,0,0,0,5
7,20190130,2370,2370,2845,2470,44873528,0.21052631578947367,013000,0.3,1.0,1.0,0,0,5,0
7,20190911,1830,1820,2150,1995,13194525,0.5303030303030303,013000,0.6,0.3,0.3,0,1,0,5
6,20191111,2005,2005,2320,2320,10656620,1.0,013000,0.7,0.8,0.6,0,0,5,0
7,20191120,2145,2130,2315,2260,12440863,0.7027027027027027,013000,0.7,0.8500000000000001,0.6499999999999999,0,0,5,0
5,20191206,1925,1900,2205,1990,4748309,0.29508196721311475,013000,0.8500000000000001,1.0,1.0,0,0,5,0
5,20190207,1950,1950,2415,2290,13229248,0.7311827956989247,013360,0.3,1.0,0.7,1,0,4,1
8,20190131,1390,1390,1700,1605,26123676,0.6935483870967742,013700,0.3,0.8,1.0,0,0,5,0
6,20190312,1515,1460,1650,1505,26589931,0.23684210526315788,013700,0.7,0.5,1.0,0,0,5,0
7,20181219,7380,7370,8810,8020,7239294,0.4513888888888889,013870,0.0,0.15,0.0,0,0,0,5
6,20190416,8490,7320,9200,8820,6948693,0.7978723404255319,014130,0.7,0.44999999999999996,1.0,0,0,5,0
8,20190419,6890,6840,8480,7830,6641730,0.6036585365853658,014130,0.7,0.44999999999999996,1.0,0,0,5,0
6,20190422,9900,8640,10150,8900,8814228,0.17218543046357615,014130,0.7,0.5,1.0,0,0,5,0
6,20190430,7430,7430,9130,8450,11396241,0.6,014130,0.7,0.7,1.0,0,0,5,0
6,20181217,1020,1020,1315,1270,41140009,0.847457627118644,014160,0.44999999999999996,0.8500000000000001,1.0,1,0,5,0
6,20181218,1290,1235,1345,1340,33054746,0.9545454545454546,014160,0.44999999999999996,0.8500000000000001,1.0,1,0,5,0
5,20190104,1235,1235,1420,1315,45526275,0.43243243243243246,014160,0.6499999999999999,1.0,1.0,0,0,5,0
8,20190314,22700,22400,28150,24400,1170297,0.34782608695652173,014280,0.3,0.7,0.7,1,0,4,1
8,20190621,4440,4420,5300,4850,4609483,0.48863636363636365,014280,0.55,0.0,0.0,0,0,0,5
4,20190916,3805,3710,4185,3915,6972417,0.43157894736842106,014530,0.5,0.5,0.0,0,0,0,5
8,20190531,2920,2870,3650,3305,13325420,0.5576923076923077,014580,0.5,0.3,1.0,0,1,4,1
6,20190603,3375,3240,3645,3645,7436299,1.0,014580,0.7,0.44999999999999996,1.0,0,1,3,2
6,20190604,4270,4045,4695,4280,27567914,0.36153846153846153,014580,0.7,0.44999999999999996,1.0,0,1,3,2
7,20190607,4380,4375,5400,5400,38961877,1.0,014580,0.7,0.44999999999999996,1.0,0,1,3,2
8,20190809,3500,3455,4275,4020,24475931,0.6890243902439024,014580,1.0,0.15,1.0,0,0,5,0
5,20190918,6200,6110,6520,6520,18615741,1.0,014580,1.0,0.4,1.0,0,1,1,4
6,20190920,5850,5610,7320,7040,44942759,0.8362573099415205,014580,1.0,0.4,1.0,0,1,1,4
7,20190911,3190,3110,3850,3495,6231782,0.5202702702702703,014790,0.0,0.0,0.0,0,0,0,5
8,20190418,33250,33250,42900,39250,1736155,0.6217616580310881,014820,0.3,1.0,1.0,0,0,5,0
6,20190114,2895,2745,3310,3290,11679394,0.9646017699115044,014910,0.3,0.7,1.0,0,0,5,0
5,20190103,2520,2485,3195,3195,13288644,1.0,014990,0.5,1.0,1.0,0,0,5,0
5,20190104,3320,3170,3695,3410,26242344,0.45714285714285713,014990,0.5,1.0,1.0,0,0,5,0
8,20190517,2000,2000,2515,2345,20097370,0.6699029126213593,014990,0.7,0.5,0.15,0,0,0,5
6,20190520,2580,2475,2730,2565,22024721,0.35294117647058826,014990,0.7,0.3,0.3,0,0,0,5
6,20190701,2855,2705,3300,2995,14769739,0.48739495798319327,014990,0.5,1.0,0.0,1,0,2,3
6,20190702,3030,2915,3390,3175,28754022,0.5473684210526316,014990,0.5,1.0,0.0,1,0,2,3
6,20191118,880,877,1095,992,29465388,0.5275229357798165,015590,0.7,0.15,0.0,0,0,5,0
7,20191106,25350,25300,26850,26800,7144202,0.967741935483871,015760,0.0,0.55,0.0,0,0,0,5
6,20190121,3500,3465,4250,4005,5109314,0.6878980891719745,015860,0.0,0.8,0.0,0,0,0,5
5,20191206,3945,3900,5080,5080,2953046,1.0,015860,0.7,0.3,1.0,0,0,5,0
8,20190321,3330,3280,4120,3740,17640633,0.5476190476190477,016740,0.0,0.6,0.5,0,0,5,0
7,20190307,2265,2240,2835,2510,8333543,0.453781512605042,016880,0.0,0.7,0.3,1,0,4,1
6,20190910,2140,2125,2525,2260,8931298,0.3375,017040,0.0,0.3,0.0,0,0,0,5
7,20190503,6230,6210,7100,6350,15691493,0.15730337078651685,017180,0.5,0.0,0.5,0,0,5,0
7,20191023,4475,4450,5010,4560,8765838,0.19642857142857142,017180,0.0,0.3,0.0,0,0,0,5
8,20191101,4580,4540,5640,5060,12472228,0.4727272727272727,017180,0.0,0.15,0.0,0,0,0,5
8,20190426,1635,1620,2080,1915,43623115,0.6413043478260869,017550,0.6499999999999999,0.5,0.8500000000000001,0,1,0,5
7,20190911,1470,1445,1740,1510,17094348,0.22033898305084745,017550,0.3,0.3,0.0,0,0,0,5
8,20191107,1610,1605,1875,1705,40750562,0.37037037037037035,017550,0.0,0.6,0.0,0,0,0,5
8,20191206,1520,1515,1725,1555,20112170,0.19047619047619047,017550,0.0,1.0,0.0,1,0,4,1
6,20190318,2435,2410,2990,2880,17256848,0.8103448275862069,017900,0.0,0.6,0.8500000000000001,0,0,5,0
7,20190313,63700,63600,73300,71600,494530,0.8247422680412371,017940,0.0,0.5,0.0,1,0,4,1
6,20190812,27150,27150,31650,29850,866347,0.6,018250,0.15,0.0,0.0,0,0,0,5
7,20190313,89900,88900,94800,94100,275351,0.8813559322033898,018670,0.0,0.8,0.5,0,0,5,0
6,20190401,7350,7240,8360,7740,4925023,0.44642857142857145,019170,0.44999999999999996,0.5,1.0,0,0,5,0
6,20190430,7620,7610,8340,8050,4787042,0.6027397260273972,019170,0.44999999999999996,0.0,1.0,0,0,5,0
7,20191023,6150,6100,6960,6480,3154438,0.4418604651162791,019170,0.15,1.0,0.0,0,0,0,5
6,20191104,6880,6690,7730,7170,6669599,0.46153846153846156,019170,0.0,1.0,0.0,1,0,1,4
6,20191105,7200,6980,8050,8050,6533414,1.0,019170,0.0,1.0,0.0,1,0,1,4
6,20190702,3230,3230,4165,3810,12234107,0.6203208556149733,020120,0.8500000000000001,0.8500000000000001,1.0,1,1,4,1
6,20190715,3985,3950,5050,5050,9528511,1.0,020120,0.8500000000000001,1.0,1.0,1,0,5,0
8,20190411,4000,3865,4540,4330,33786832,0.6888888888888889,020560,0.35,0.0,0.5,0,1,1,4
8,20190412,4450,4355,5600,5600,64607109,1.0,020560,0.35,0.0,0.5,0,1,1,4
6,20190416,8000,7550,9450,8450,103645799,0.47368421052631576,020560,0.35,0.3,0.6,0,1,0,5
8,20190530,5920,5860,6920,6710,27916220,0.8018867924528302,020560,0.44999999999999996,0.7,1.0,0,0,5,0
5,20190819,4980,4980,6240,5500,14815143,0.4126984126984127,020560,0.8500000000000001,0.5,1.0,0,1,4,1
6,20191104,5570,5530,5950,5790,5963696,0.6190476190476191,020560,0.5,0.3,0.0,0,0,0,5
8,20191108,5490,5320,6380,5820,34700232,0.4716981132075472,020560,0.5,0.3,0.0,0,0,0,5
6,20191112,6010,5870,6950,6580,91250005,0.6574074074074074,020560,0.5,0.5,0.3,0,0,0,5
8,20190426,1265,1260,1560,1470,47107188,0.7,021050,0.3,0.4,1.0,0,0,5,0
6,20190509,1165,1160,1370,1220,30881064,0.2857142857142857,021050,0.5,0.8,1.0,0,0,5,0
6,20190510,1255,1235,1580,1560,51863265,0.9420289855072463,021050,0.5,0.8,1.0,0,0,5,0
5,20190514,1255,1230,1640,1365,52294514,0.32926829268292684,021050,0.5,0.8500000000000001,1.0,0,0,5,0
6,20191118,1365,1345,1660,1460,36362830,0.36507936507936506,021050,0.15,0.5,0.3,1,0,1,4
8,20191121,1445,1445,1770,1600,26787017,0.47692307692307695,021050,0.15,0.5,0.3,1,0,1,4
6,20191202,1655,1600,2035,1910,36131036,0.7126436781609196,021050,0.3,0.8500000000000001,0.7,1,0,3,2
7,20190116,6320,6180,7640,7210,7681253,0.7054794520547946,023350,0.5,0.5,0.8,1,0,5,0
6,20181218,5310,5310,6600,6440,3657541,0.875968992248062,023800,0.0,0.4,0.0,0,0,0,5
6,20190121,8010,7800,10150,10150,7703693,1.0,023800,0.3,1.0,1.0,1,0,4,1
7,20190619,185,176,209,209,131549854,1.0,025560,0.0,0.0,0.0,0,0,0,5
8,20190620,235,224,269,248,409235887,0.5333333333333333,025560,0.0,0.0,0.0,0,0,0,5
7,20190724,161,158,209,209,336726581,1.0,025560,0.0,1.0,0.15,1,0,4,1
6,20191021,169,167,202,192,144160364,0.7142857142857143,025560,0.5,0.0,1.0,0,1,3,2
7,20190220,10750,10650,11600,11450,2883817,0.8421052631578947,025620,0.0,0.8500000000000001,0.0,0,0,0,5
8,20191031,4380,4365,5290,4900,12059917,0.5783783783783784,025620,0.0,0.0,0.0,0,0,0,5
8,20191108,5020,5010,5820,5220,11750288,0.25925925925925924,025620,0.0,0.3,0.0,0,0,0,5
6,20190509,1940,1940,2375,2160,27968786,0.5057471264367817,025820,0.44999999999999996,0.5,1.0,1,0,1,4
6,20190510,2160,2130,2630,2270,27908180,0.28,025820,0.44999999999999996,0.5,1.0,1,0,1,4
6,20190114,13550,13300,14600,14200,1555093,0.6923076923076923,025860,0.0,0.8,0.0,0,0,0,5
8,20190125,6140,6080,6870,6840,12783250,0.9620253164556962,026890,0.7,0.0,1.0,0,0,5,0
6,20190312,6800,6760,7230,7190,14855713,0.9148936170212766,026890,1.0,0.8,1.0,0,0,5,0
7,20190605,5610,5570,6270,5970,7947993,0.5714285714285714,026890,0.5,0.0,0.5,0,1,1,4
6,20190827,4400,4400,5660,5320,21143090,0.7301587301587301,026890,0.15,0.0,0.0,0,0,0,5
4,20190917,5750,5500,5980,5650,17441410,0.3125,026890,0.0,0.7,0.0,0,0,0,5
6,20191105,3920,3850,4925,4570,7552079,0.6697674418604651,026940,1.0,0.15,0.8,0,1,3,2
6,20191111,4790,4610,5480,4950,7766429,0.39080459770114945,026940,1.0,0.3,0.8,1,1,3,2
8,20190418,872,871,1130,1130,94118126,1.0,027740,0.3,0.5,1.0,1,1,4,1
6,20190422,1180,1155,1330,1260,129023843,0.6,027740,0.3,0.7,1.0,1,1,4,1
8,20190531,1105,1070,1265,1240,74838663,0.8717948717948718,027740,0.5,0.7,1.0,0,0,5,0
6,20190612,1225,1200,1390,1290,67777010,0.47368421052631576,027740,0.7,0.8,1.0,0,0,5,0
5,20190918,1320,1285,1430,1410,130052221,0.8620689655172413,027740,1.0,0.5,0.3,0,0,0,5
6,20190920,1170,1135,1495,1360,154791681,0.625,027740,1.0,0.5,0.3,0,0,0,5
6,20190924,1640,1460,1645,1525,165705433,0.35135135135135137,027740,1.0,0.7,0.44999999999999996,0,0,0,5
7,20191030,17250,17200,17750,17750,2966313,1.0,028050,0.35,0.7,0.8500000000000001,1,0,4,1
7,20190130,20550,20500,24350,22900,1867437,0.6233766233766234,028100,0.44999999999999996,1.0,0.8500000000000001,1,0,5,0
7,20190424,9700,9670,11650,10250,6150985,0.29292929292929293,030720,0.0,0.5,0.3,0,0,0,5
6,20190806,7540,7240,9900,9500,4525569,0.849624060150376,030720,0.15,0.0,0.0,0,0,0,5
7,20190814,9070,8900,10950,9870,9829285,0.47317073170731705,030720,0.15,0.3,0.3,0,0,0,5
8,20190405,2045,2045,2635,2635,24473932,1.0,030790,0.3,0.2,0.2,0,1,0,5
6,20190409,2795,2790,3360,3085,38529191,0.5175438596491229,030790,0.3,0.5,0.44999999999999996,0,0,0,5
6,20190617,1760,1735,2255,2255,62274671,1.0,031820,0.7,0.3,0.6,0,0,5,0
8,20191025,1285,1275,1445,1330,15420702,0.3235294117647059,031820,0.5,0.15,0.0,0,0,0,5
7,20191113,1385,1385,1750,1625,85557514,0.6575342465753424,031820,0.3,0.5,0.0,0,0,0,5
6,20191028,11750,11750,14450,12800,2334840,0.3888888888888889,032350,0.2,0.0,0.0,0,1,1,4
7,20190116,9000,8860,11350,10950,3528001,0.8393574297188755,032560,0.0,0.44999999999999996,0.0,0,0,0,5
4,20190108,11850,11700,14400,14400,13241561,1.0,033180,0.2,0.0,0.2,0,0,0,5
8,20190322,11300,10900,12350,11100,10852481,0.13793103448275862,033180,0.15,0.35,0.3,0,0,0,5
6,20191001,3475,3460,4035,3840,12422595,0.6608695652173913,033180,0.0,0.0,0.0,0,0,0,5
7,20191004,3875,3845,4550,4490,24115892,0.9148936170212766,033180,0.0,0.0,0.0,0,0,0,5
5,20191014,4780,4570,5460,5460,49134969,1.0,033180,0.0,0.2,0.0,0,0,0,5
5,20191015,6160,5770,7090,6590,124186202,0.6212121212121212,033180,0.0,0.2,0.0,0,0,0,5
