,shcode,index
946,258610,20190702 20190703
947,260660,20190927 20191001
948,263540,20190513 20190520 20190528 20191016 20191018
949,263600,20190722
950,263690,20181204 20190305 20190311 20190313 20190410 20190830
951,263700,20190318 20191114 20191127
952,263800,20181204 20190424 20190613 20190906
953,263810,20191202 20191204
954,264450,20190515
955,264660,20190820
956,265520,20190128 20190819
957,267790,20190412
958,268600,20190221 20190311 20190823 20191101 20191105
959,269620,20190306 20190327 20190620 20190723
960,270870,20190124 20190125 20190313 20190318
961,272290,20190404
962,275630,20190218 20190221
963,277070,20191119
964,277410,20190115 20191121
965,285490,20190521 20190529 20190603 20190809
966,288620,20181218 20181219 20191015 20191031
967,289080,20190604
968,290120,20190222 20190226 20190510
969,290270,20190226 20190614 20190712
970,290380,20190114 20190508 20190916
971,290550,20191022
972,290650,20190326
973,290740,20191025
974,293780,20191010 20191206
975,297570,20190617
976,298380,20190312 20191007 20191105
977,299660,20191010 20191105
978,300080,20191002
979,303030,20190426 20190502 20190503 20190613 20190722 20191029 20191030
980,307160,20190910
981,307180,20190930
982,307930,20190701 20190710 20190711 20190719 20191023 20191202
983,308100,20190711
984,311390,20191107 20191111
985,313760,20191017
986,317320,20190719 20190722 20190724
987,317850,20190909 20190910 20190911 20191127
988,318000,20190903 20190909
989,321260,20190604
990,900040,20190220 20190226 20190415
991,900100,20190109 20190307 20190311 20190410 20190412 20190930 20191001 20191008
992,900110,20190412
993,900250,20190220 20190222 20190430 20190502 20190508 20190619 20190717 20190731
994,900260,20190218 20190219 20190222 20190603 20190626
995,900270,20190222 20190226 20190412 20190808 20190812 20190830 20191108
996,900280,20190222 20190226 20191108
997,900290,20190902
998,900310,20190830 20190902 20191105
999,900340,20190222 20190225 20190619 20190830 20190902 20191011 20191108 20191111
1000,950130,20190822
1001,950160,20190411
1002,950170,20190226 20190227
