,shcode,index
129,010420,20190626 20190627
130,010600,20190625 20190626 20190701
131,010660,20190524 20190627 20190709 20190904
132,010770,20190118 20190618
133,010820,20190315 20190923
134,011000,20190128
135,011090,20181220 20190109 20191015 20191017
136,011150,20190416 20190422 20190807 20190814
137,011200,20190422
138,011280,20190507 20190508 20190813
139,011330,20190319 20190521
140,011390,20190910 20190911
141,011420,20190723
142,011700,20190712
143,011785,20190417
144,012160,20190212 20190218
145,012170,20190619 20190626
146,012200,20191129
147,012450,20190813
148,012510,20190424 20191023
149,012610,20190701 20190704 20190726 20190729
150,012630,20191112
151,012690,20190304 20190326 20190801 20190805 20190806
152,012800,20190426 20190509 20190510 20190514 20191205
153,013000,20181206 20190130 20190911 20191111 20191120
154,013360,20190207
155,013700,20190131 20190312
156,013870,20181219
157,014130,20190416 20190419 20190422 20190430
158,014160,20181217 20181218 20190104
159,014280,20190314 20190621
160,014530,20190916
161,014580,20190531 20190603 20190604 20190607 20190809 20190918 20190920
162,014790,20190911
163,014820,20190418
164,014910,20190114
165,014990,20190103 20190104 20190517 20190520 20190701 20190702
166,015590,20191118
167,015760,20191106
168,015860,20190121
169,016740,20190321
170,016880,20190307
171,017040,20190910
172,017180,20190503 20191023 20191101
173,017550,20190426 20190911 20191107 20191206
174,017900,20190318
175,017940,20190313
176,018250,20190812
177,018670,20190313
178,019170,20190401 20190430 20191023 20191104 20191105
179,020120,20190702 20190715
180,020560,20190411 20190412 20190416 20190530 20190819 20191104 20191108 20191112
181,021050,20190426 20190509 20190510 20190514 20191118 20191121 20191202
182,023350,20190116
183,023800,20181218 20190121
184,025560,20190619 20190620 20190724 20191021
185,025620,20190220 20191031 20191108
186,025820,20190509 20190510
187,025860,20190114
188,026890,20190125 20190312 20190605 20190827 20190917
189,026940,20191105 20191111
190,027740,20190418 20190422 20190531 20190612 20190918 20190920 20190924
191,028050,20191030
192,028100,20190130
193,030720,20190424 20190806 20190814
194,030790,20190405 20190409
195,031820,20190617 20191025 20191113
196,032350,20191028
197,032560,20190116
198,033180,20190108 20190322 20191001 20191004 20191014 20191015 20191018
199,033240,20191025
200,033250,20190410 20190603 20190919 20190920 20190923
201,033920,20190807
202,034300,20190529
203,03473K,20191126 20191127
204,035420,20191114
205,035720,20190416
206,036580,20190917 20190925
207,037270,20191129
208,037560,20190208 20190826 20190830
209,039570,20191112
210,044380,20190520
211,047040,20190916
212,047400,20190502 20190510 20190521
213,051630,20190130
214,053690,20190116 20190201
215,058730,20181204 20190118 20190131
216,058860,20190116
217,064350,20190612
218,068290,20190109 20190110 20190117 20190227 20190522 20191022 20191023 20191024 20191202
219,069620,20190207 20190830
220,069640,20190807
221,069730,20190212 20190213 20190522 20190607
222,070960,20190131 20190201
223,071840,20190306
224,071950,20190213 20190403 20190625
225,071970,20191113 20191115
226,072130,20181218 20191111 20191119
227,073240,20190415
228,074610,20190208 20190521 20190522 20190619 20191001 20191010 20191101
229,077500,20190925
230,078520,20190220
231,079160,20190219
232,079440,20190212
233,081000,20181212 20181219 20190125 20190617 20190718
234,084680,20181205 20190516 20190611 20190624 20190807 20191029
235,084870,20190806
236,085310,20181219 20190129
237,089470,20191112
238,089590,20190412
239,090080,20181210 20181212 20190118 20190904
240,090370,20190409
241,090430,20191030
242,091810,20190221 20190821 20191112
243,092220,20190510
244,092780,20190118 20190121
245,093230,20190405 20190409 20190610 20190611 20190617 20190716
246,093370,20190321 20190701 20190703 20190711 20190715 20190716
247,095720,20190311 20191014
248,096760,20190716
249,097230,20190116 20190123 20190124 20190423
250,100220,20190514
251,101140,20181220 20191031 20191101
252,101530,20190124
253,102280,20190730 20190805
254,102460,20191007
255,103140,20190220
256,103590,20191206
257,105840,20190207 20190822 20191125
258,111770,20190516
259,115390,20191105
260,119650,20190308 20190417 20190418
261,123690,20190123 20190808 20190812 20191129 20191202
262,129260,20190517
263,133820,20190104 20190222 20190225 20190426
264,138490,20190719
265,144620,20190118
266,155660,20190218 20190522 20190607
267,161000,20190528
268,161390,20191105
269,161890,20190214
270,180640,20190408 20190410
271,18064K,20190409 20190410 20190412 20190416
272,181710,20190201 20190214
273,192080,20190424
274,192650,20190429
275,192820,20191031
276,200880,20190405
277,204320,20190726
278,207940,20181211 20191023
279,214330,20191121
280,214420,20190419 20191129
281,226320,20190215
282,227840,20190927
283,234080,20190327
284,241590,20191114
285,249420,20191106
286,251270,20190208
287,26490K,20190806
288,267850,20190411 20190412 20190530 20190604 20190819 20191108 20191111
289,271980,20190104 20190614
290,272450,20190415
291,281820,20190430
292,284740,20190516
293,285130,20191127 20191128
294,28513K,20191122 20191125 20191127
295,298690,20190411 20190412 20190415 20190419 20190530 20190704 20190819 20191108 20191112
296,336260,20191021
297,500019,20190916
298,000440,20190423 20190917
299,001000,20191121
300,001540,20190327 20190821 20190909
301,001840,20190108
302,002290,20191001
303,002680,20190221
304,002800,20190404 20191107
305,003310,20190220 20191106
306,004780,20191126
307,005160,20190712
308,005290,20190701 20190703 20190708 20191025
309,005860,20190319 20190423 20190917 20190925
310,006050,20191112
311,006910,20181205 20190207 20190313 20190917
312,006920,20190130
313,007370,20191121
314,007390,20190117 20190128 20190528 20190627 20191007 20191023 20191028
315,007720,20190116 20190117
316,008290,20191010 20191015
317,008470,20190328
318,009520,20190111 20190123 20190702 20190813
319,009620,20190628 20190902 20190904
320,009730,20181211
321,010170,20190218 20190409 20190502 20190614 20190829
322,010240,20181217 20181218 20190213 20190520 20190905
323,010280,20190821 20191114
324,010470,20191119
325,011320,20181213 20181218 20190325 20190617
326,011560,20190327
327,012340,20190118
328,012700,20190708 20190729 20191122
329,012860,20191014
330,013310,20190201 20190207 20190212 20190718
331,013810,20190117 20190315 20191204
332,013990,20190806 20191120
333,014100,20190801 20190806
334,014190,20190903 20190920
335,014200,20190201 20190522
336,014470,20190222 20190225 20190530 20190603 20190617 20190618
337,014570,20191105
338,014970,20190624 20190625 20190626 20190723 20190725 20190826 20191028
339,015710,20190213
340,016100,20191108
341,016600,20190415 20191118
342,016670,20181227 20190208 20190211 20190520 20190724 20191129
343,016790,20190114 20190419 20190423 20190917
344,017250,20190114
345,017510,20190109
346,018000,20191112
347,018290,20190530
348,018620,20190417 20190418 20190531 20190603 20190918 20190920 20190926 20191001
349,018680,20191112 20191125
350,018700,20190528
351,019540,20190628 20190709 20190710 20190823
352,019550,20190213
353,019770,20181204 20190128
354,019990,20190227 20190624
355,022220,20181218
356,023410,20191018
357,023440,20190620
358,023460,20191128
359,023770,20190703 20190704 20190709
360,023900,20181210 20181212 20190617 20190625 20190718
361,024060,20190116 20190117 20190122 20190326 20190423 20190424 20190503 20190507 20190614 20190619 20190917
362,024740,20181221 20190315 20190920
363,024810,20190620 20190820
364,024840,20181206 20190109
365,024910,20190313
366,024950,20190311 20190715 20191127
367,025320,20181219 20190118 20190822 20191029
368,025440,20190926
369,025870,20190424 20190919 20190920 20190924
370,025880,20190927
371,025980,20181211 20181214
372,026040,20190122
373,026150,20190108 20190111 20191113
374,027050,20190812 20191129
375,027360,20190226 20191022
376,027580,20190508 20190513 20190712 20191016
377,027710,20190917 20190925
378,027830,20191017 20191111
379,028300,20190701 20191001
380,029480,20190625 20191113
381,030190,20190604
382,030350,20190705
383,030960,20190730
384,031310,20181207 20190514
385,031330,20190610
386,031510,20190218
387,031980,20190213 20190314
388,032280,20190422
389,032580,20191017
390,032620,20190423
391,032680,20191125 20191126 20191202
392,032750,20190517 20190902
393,032800,20190211 20190213 20190405
394,032820,20190207 20190312 20191128
395,032850,20191108
396,032940,20190225
397,033100,20190103 20190109
398,033110,20190401 20190402 20190624
399,033130,20190516 20190520 20190905
400,033170,20190108 20190125 20190620
401,033290,20190411 20190611
402,033310,20190123
403,033320,20190625 20190813 20191018
404,033340,20190103 20190517 20190619 20190701 20190916
405,033430,20190124 20190125
406,033560,20190220
407,033600,20190122 20191204
408,033640,20190820
409,033830,20191204
410,034810,20191129
411,034940,20190514
412,035200,20181206
413,035480,20191204
414,035620,20190527 20190528 20191113
415,035810,20190313 20190418 20190917
416,035890,20190313
417,036030,20190802
418,036090,20190103 20190513
419,036120,20190402 20190513 20190514 20190515 20190625 20191028 20191101
420,036170,20191014 20191015 20191017
421,036180,20190408 20190704 20191204
422,036200,20190117 20190314 20190410
423,036480,20190129 20190418 20190531 20190917
424,036540,20190422 20190423 20190429 20190507 20190814
425,036630,20190906
426,036640,20190916
427,036810,20190212 20190405
428,036830,20190703 20190715 20190723 20191008
429,036890,20190221
430,036930,20190404 20190807 20190808
431,037030,20190326 20190419 20190819 20190826 20190827
432,037070,20190306 20190326 20190327 20190527 20190528 20190628 20190703 20191001
433,037230,20190115 20190220 20190304 20190328 20190329 20191122 20191125
434,037330,20190709 20190715
435,037370,20181210 20190121
436,037460,20190515 20190610
437,037950,20190426
438,038060,20190107 20190828
439,038160,20190625 20190626 20190828
440,038290,20190211
441,038340,20190617 20190814
442,038500,20190116 20190130 20190604
443,038530,20190219
444,038540,20190503 20190808 20190809
445,038620,20190108
446,038680,20190418 20190419 20190605 20190904
447,038870,20181214 20190103
448,038880,20190507
449,039030,20190718
450,039230,20190128 20190307 20190308
451,039420,20190109
452,039560,20190521 20190905
453,039610,20190923
454,039670,20190618
455,039830,20190109 20190116 20190121 20190527 20191022 20191024
456,039860,20191007 20191127
457,040350,20190612 20191119
458,040610,20181206 20190612 20190614
459,040910,20190214 20190718 20190905 20191115
460,041140,20190104 20190107 20190115 20190424 20190513 20191024
461,041190,20181218 20190306 20190402 20190513 20190625 20191028 20191101
462,041460,20181220 20190221 20191016 20191202
463,041510,20190530 20191014
464,041590,20191031 20191104 20191205 20191206
465,041830,20190215 20190514
466,041910,20190926 20191105 20191106
467,041920,20190613 20190724
468,041930,20190121 20190225 20190325 20190627
469,041960,20190103 20190604
470,042000,20190809
471,042040,20190218 20190327 20190726 20191105 20191106
472,042110,20190102 20190214 20191107
473,042370,20190116
474,042500,20190422
475,042510,20190221 20190417
476,042520,20191127
477,042600,20190225
478,042940,20190514
479,043090,20190930
480,043100,20190121
481,043200,20190129 20190610
482,043220,20191023 20191024 20191025 20191029
483,043340,20190313
484,043360,20190718
485,043910,20190207 20190403
486,044060,20190923 20191014
487,044340,20190306 20190311
488,044480,20190408 20190510 20190920 20190926
489,044780,20190626
490,044960,20190129 20190418 20190531 20190603 20190604 20190918 20190920 20191113 20191118
491,045060,20190122
492,045390,20190201 20190910
493,045520,20190311
494,045660,20181212 20190517 20190520
495,045890,20190201 20190715 20190717 20191024
496,046120,20190201 20190207 20190712 20190822
497,046310,20190218
498,046390,20190416
499,046890,20190118 20191126
500,046940,20190108 20190109 20191104 20191113
501,046970,20191025
502,047310,20190114 20190307 20190523 20191128
503,047560,20190614 20190705
504,047770,20190730 20190806
505,047820,20190918
506,047920,20190404 20190405
507,048260,20190510
508,048410,20190320 20190321 20190325 20190404 20190626 20191011
509,048430,20191122
510,048530,20190828
511,048770,20190620
512,048830,20190110
513,049080,20190409 20191001
514,049180,20181226 20190320 20190821 20191107
515,049480,20190611 20190613 20190904
516,049550,20190621 20190709
517,049630,20190103
518,049830,20190124
519,049950,20190214 20190423
520,050090,20190516
521,050110,20191031
522,050120,20190130 20190131 20190208 20190510 20190523 20191115 20191204
523,050860,20190114 20190116 20190212
524,050890,20190515 20190904
525,051160,20190614
526,051370,20190417 20190418 20191025
527,051390,20190225
528,052020,20191202
529,052190,20191016 20191017
530,052260,20190321 20191028 20191122 20191125 20191127
531,052300,20191106 20191107
532,052420,20190709 20190710 20190816 20190826 20190829 20190830 20191002 20191120
533,052460,20190527 20190611
534,052600,20190326 20190408 20190416
535,052670,20190129 20190131 20190418 20190531 20190917 20190920 20190926 20191030 20191128 20191206
536,052770,20181221
537,052790,20191023
538,052900,20190704 20190708 20190819
539,053030,20190104 20190305 20191007
540,053110,20190527
541,053270,20190121
542,053590,20190110 20190514
543,053620,20190122 20190124 20190307
544,053700,20190118 20191021
545,053800,20190909
546,054210,20181226 20190123 20190516 20190821
547,054220,20190109 20190117
548,054300,20190219 20190220 20190227 20190702 20190704 20190916 20190918
549,054450,20190603
550,054620,20190621
551,054630,20190425 20190613 20190820 20190821
552,054670,20190604 20190917
553,054780,20190411 20190415 20190927 20191015
554,054920,20190221
555,054930,20190117 20190226
556,054940,20190430 20190502 20190508 20190509 20190618 20190712 20191017
557,056000,20191018
558,056080,20190325
559,056360,20191025
560,056700,20190515 20190516 20190802
561,057030,20181219 20181220 20190211 20190520 20190521 20190905 20190910
562,057500,20190214 20190704 20190716
563,057540,20191125
564,057880,20190403
565,058400,20190610 20190611 20190819 20190820 20190910 20191030
566,058450,20181205 20190218
567,058530,20190313
568,058610,20190123 20190320
569,058630,20190103 20190702 20190705 20191030
570,058820,20190128 20190719 20191112 20191113
571,059090,20181211 20190121 20190125 20190617 20190924
572,059210,20190521 20191104
573,060240,20190710 20190711 20190712 20191205
574,060250,20190416 20190617
575,060260,20181206 20190225 20190618 20190619
576,060310,20190708
577,060370,20190524 20190528 20191107 20191119 20191120
578,060480,20190129 20190130 20190208 20190211 20190426
579,060560,20190130
580,060570,20190404
581,060590,20190918
582,060720,20190607 20191016 20191024
583,061040,20190531
584,061250,20191101
585,061970,20181217 20181218 20190207 20190218 20190621
586,063440,20190416 20190417 20191015
587,064240,20190319 20190401 20190403 20190409
588,064260,20190627 20190812 20191107
589,064510,20190201 20190911
590,064800,20191206
591,064820,20190415 20190813
592,065060,20181219 20191118
593,065130,20190515
594,065170,20190305 20190417
595,065450,20190228 20190306 20190307 20190510 20190822 20191120
596,065500,20190509 20190510
597,065510,20190328
598,065530,20190409 20190410 20190417 20190903
599,065650,20191023
600,065660,20191022 20191023
601,065950,20190304 20190327
602,066130,20190124 20190306 20190307 20190322 20190911 20191021
603,066310,20190418
604,066360,20190423 20190822 20190823 20190828 20190829 20191108
605,066410,20191101
606,066430,20190718
607,066590,20181219 20190118 20190128
608,066700,20190304
609,066910,20190524
610,067170,20190826
611,067290,20190716
612,067310,20190425 20190429
613,067390,20190221 20190614 20191008
614,067630,20190701 20190930 20191001
615,067900,20190322
616,067990,20190412 20190520 20190523
617,068050,20181210
618,068330,20190311 20191105
619,068760,20191001
620,068790,20190502
621,069080,20181221 20181224 20190227
622,069140,20190306 20190322
623,071460,20190306 20190322 20190520
624,071670,20190503
625,072020,20190129 20190531 20190917
626,072470,20181227
627,072870,20190902 20190919 20191022 20191025
628,072950,20190409
629,072990,20190118
630,073070,20190328 20190809 20190812 20191002 20191118
631,073110,20190520 20190523
632,073540,20190607 20190610 20190902 20190903 20190911
633,073560,20190318 20190830 20190902 20190917 20190925
634,074430,20190405
635,075130,20190527 20190619
636,075970,20190208 20190212
637,077360,20190515 20190717
638,078130,20181217 20181218 20190424 20190425 20190429 20190723 20190724 20190905 20191017
639,078140,20190319 20190322 20190326
640,078150,20190527 20190905
641,078160,20190228
642,078340,20191022
643,078590,20190710 20190820 20190923 20190924 20191002 20191203
644,078600,20190711
645,078860,20191104
646,079650,20190130
647,079810,20190710
648,079940,20190516
649,079950,20190925
650,079960,20191115
651,079970,20190319
652,080000,20190717
653,080220,20190422 20190502
654,080470,20190117 20190909
655,080520,20190605
656,081150,20181226 20190111 20190403 20190521 20190522
657,082210,20190521 20191118
658,082270,20191015 20191023 20191031 20191205 20191206
659,082800,20190405 20190408 20191120
660,083310,20190214 20190417
661,083550,20190326
662,083640,20181224 20190327 20190523 20190527 20190722 20190820 20191014
663,083650,20190227
664,083790,20190828
665,084650,20190410 20191007 20191015 20191023
666,085370,20191127
667,085660,20190220 20191113
668,085670,20190726 20191028
669,085810,20190620 20191016
670,086040,20190313 20190717 20190820 20191011
671,086060,20190531 20190604 20190918 20190920 20190924 20191101
672,086250,20190515 20190617 20191204
673,086390,20190425
674,086670,20190702 20190703 20190820
675,086820,20190312 20191016
676,086900,20190926
677,086980,20190417 20190801
678,087260,20190328 20190924
679,087730,20190718
680,088910,20190917 20190925
681,089010,20191115
682,089150,20190416
683,089970,20190405 20190408
684,089980,20190315 20190613
685,090150,20190308
686,090360,20190325
687,090410,20190214
688,090460,20190130 20190322
689,090470,20190129 20190213
690,090710,20190227 20190325 20190524 20190620 20191111 20191113
691,091340,20190823 20190903 20190904
692,091440,20190521
693,091590,20191108 20191111
694,091700,20191206
695,091970,20191101
696,092870,20190911
697,093380,20181227 20190104 20190213 20190520 20190905
698,093520,20190419
699,094190,20190305 20190308
700,094360,20190403 20190411
701,094820,20181205
702,094860,20190222
703,094940,20190416 20190827 20190828 20190830 20190910 20191106
704,094970,20190821
705,095190,20181212 20181219 20190102 20190617
706,095340,20190703
707,095610,20190213 20190314 20190718
708,095700,20190207 20190620
709,096040,20190620 20190624
710,096350,20190621 20190625
711,096530,20191115
712,096610,20190312 20190425 20190705
713,096630,20190118 20190227 20191016 20191113
714,096690,20190521
715,097870,20190114
716,098120,20190704 20190708
717,099220,20190719 20190930 20191029 20191104 20191111
718,099410,20190214
719,099440,20190401 20190709
720,100030,20190412 20190416
721,100590,20190315 20190409 20190513 20190904
722,100660,20181221 20190610 20190709 20190710 20190716 20190911 20190923
723,101000,20190906
724,101160,20190517
725,101490,20190802
726,101670,20191128
727,102120,20190131
728,102940,20190226 20190403 20190705 20190822 20190826 20191010
729,104040,20190307
730,104200,20190110
731,104480,20190424 20190516 20191111
732,105740,20190118 20190314
733,106240,20191112
734,106520,20191114
735,108230,20190117 20190118 20190605 20191107
736,108490,20190325
737,109080,20191025
738,109610,20190305
739,109960,20190404 20191119
740,110020,20190410 20190418
741,110790,20190828
742,110990,20190220 20190321
743,111710,20190227 20190411 20190614 20190822 20191108 20191112
744,111870,20190411 20190618 20190807 20191014 20191015 20191104 20191114
745,112040,20190102 20190104 20190227
746,114120,20190416 20190814
747,114450,20181205 20190703 20190711 20191021 20191022 20191025 20191129
748,114570,20181221 20190607
749,114810,20190821
750,115440,20190614 20190816 20190905 20191025 20191028
751,115450,20190510
752,115480,20191028
753,115500,20190221
754,117670,20181214 20190424 20190710 20191106
755,117730,20190129 20190130 20190213
756,118990,20190924
757,119830,20190821
758,120240,20191104 20191106
759,121800,20190402 20190513 20190514 20190625 20190626 20191028 20191106
760,121850,20191114
761,122350,20190121 20190128
762,122640,20190125 20190214 20191115
763,122870,20190920
764,122990,20190404
765,123040,20190809
766,123260,20190319
767,123330,20190215 20190220
768,123410,20190411 20190924
769,123420,20191004 20191017
770,123570,20190313 20190314
771,123840,20190122 20191106
772,125210,20190510 20191119
773,126600,20190708
774,126640,20191203
775,126700,20190214 20190412
776,126870,20181226 20190617
777,126880,20190117 20190118 20190731
778,127160,20190710
779,127710,20190626
780,128540,20190122 20191008 20191011 20191015
781,130500,20190218 20190220 20190509 20190510 20190719 20191126
782,131090,20190221
783,131180,20190701
784,131290,20190321
785,131370,20190517 20190521 20190530 20190830
786,131760,20190322 20191114 20191118
787,133750,20190715 20190904 20190916 20190919 20191022 20191025
788,136480,20190418 20190917 20190918 20190920
789,136510,20190502 20190510 20190724
790,137400,20190802 20191023
791,137940,20191204
792,137950,20190829 20190830 20190911
793,138080,20190319 20190405 20190515
794,138360,20190121 20190122
795,138580,20190612
796,138610,20191025 20191030
797,139050,20190402 20191112 20191113 20191121
798,140520,20190212 20190403
799,140670,20190715 20190819
800,141020,20190117 20190215
801,142280,20190117 20191025 20191029
802,142760,20190305
803,143160,20190522
804,144510,20191125
805,147760,20190703
806,147830,20181207
807,150840,20190315 20190318 20191024
808,153710,20190110 20190829
809,154030,20190114 20190116 20190124 20190405 20190508 20190611 20190916
810,154040,20190430 20190508 20190509
811,159580,20190520
812,160600,20190516 20190722 20190725 20190729 20190801
813,161580,20191115
814,166480,20190403
815,168330,20190410 20191024 20191025 20191031
816,170030,20190322 20190405 20190408 20190923
817,170920,20190703 20190710
818,171010,20190703 20190715 20190722 20191004 20191008
819,171090,20190717 20190827
820,173130,20181206 20190409 20190610
821,174880,20190103 20191114 20191115 20191119 20191120
822,174900,20190410
823,175250,20191105 20191106 20191118 20191121
824,176440,20190227 20190304 20190607 20190619
825,177350,20191016 20191017 20191021
826,177830,20190403 20191119
827,178320,20190403
828,178920,20190703 20190712
829,179290,20190215 20190305 20190613 20190725
830,179900,20190220 20190711
831,180400,20181219 20190102 20190111 20190211
832,182360,20191108 20191111
833,183490,20191031
834,184230,20190221 20190423
835,187220,20190320
836,187270,20190313
837,187420,20191106 20191107
838,187790,20190322
839,189860,20190109
840,192250,20190221 20190417
841,192440,20190313
842,193250,20181224 20181227 20190208 20190411
843,194700,20190311
844,195440,20190717 20191023
845,195990,20190710 20190711 20191025 20191029
846,196170,20190228 20190308 20190828
847,196300,20190320
848,196450,20190110 20190117 20190304 20190305 20191021
849,196700,20190208
850,197210,20190326
851,198440,20190130 20190607 20190612 20190812 20190816 20191106
852,200230,20190314 20190524 20191028 20191104 20191105
853,200710,20190730
854,200780,20191108 20191111
855,201490,20190419 20191014
856,203650,20190220 20190221 20190503 20190618 20191024 20191025
857,203690,20190124 20190430 20190502
858,204020,20190716 20190725 20190805 20190806 20191023
859,204630,20190523
860,205100,20190410
861,205470,20190503 20190522
862,205500,20190130 20191030
863,206560,20190111 20190114 20190416
864,206650,20190508
865,207760,20190628 20190704 20190708 20190711 20191030
866,208140,20190222 20190917 20190918 20190920
867,208340,20190312 20190828
868,208350,20190626 20190910
869,208640,20190125 20190321
870,208860,20190327
871,212560,20190923
872,214150,20190402 20190412 20190515 20190517 20190730
873,214270,20190219 20190605 20190607 20190614 20190617 20190821
874,214680,20190128 20190226 20190522 20190528 20190613 20191202
875,215090,20190308 20190326 20190717 20190718 20191018
876,215100,20190325 20190326 20190402 20190524 20190607 20190620 20190625 20190813 20191029
877,215380,20190122 20190129 20190513 20191015 20191113 20191118
878,215480,20190110 20190114 20190116 20190227 20190515 20190522 20191022 20191024 20191106 20191128
879,215600,20190710 20191004 20191007 20191008
880,215790,20190125 20190626
881,216050,20190314 20190411
882,217330,20191024
883,217480,20190415 20191011
884,217500,20190111 20190115 20190214 20190219 20190703
885,217600,20190717
886,217730,20181217
887,217820,20190321
888,218150,20190319 20190419 20190826 20190829 20190917 20190927
889,219130,20190708 20190717
890,219420,20190624 20190628
891,219550,20191108
892,219750,20190312 20190319
893,220180,20190415
894,220260,20190424 20190703 20190708 20191001 20191004
895,222080,20190628
896,222420,20190207 20190529 20190930
897,222810,20190213 20190214 20190401 20190403 20191108 20191111
898,222980,20191202 20191203
899,224060,20190226
900,225430,20181213 20190122 20190327 20190502 20190918 20191028 20191126 20191127
901,225530,20190130 20190131 20191018
902,225570,20190107 20190115 20190118 20190404 20190424 20190513
903,226340,20181210 20190114 20190115 20190531 20191031
904,226350,20190311 20190312
905,226360,20181228 20190116 20190130 20190920
906,226440,20190424
907,226950,20190312 20190829
908,227100,20190308
909,227610,20190621
910,228340,20190701
911,228760,20190430
912,230240,20190405
913,232140,20190111 20190115 20191115
914,234100,20190118 20190123 20191127
915,234300,20190312
916,236200,20190422 20191031
917,237880,20190215
918,238090,20190523 20191025
919,238120,20191126
920,238200,20190315 20190318 20191107 20191111
921,238490,20190215 20190904
922,239340,20190311 20190312 20190524 20190607 20190613 20190614 20191010
923,239610,20190222
924,241790,20190703
925,241820,20190315
926,241840,20190909
927,242040,20190418 20190419 20190507 20190509 20190610 20190903
928,244460,20191008
929,245620,20190107 20190507 20190513
930,246690,20191107
931,246710,20190222 20190228 20190313 20190318 20190408 20190410 20191010
932,246720,20191030
933,246960,20191023
934,250000,20190729 20190731 20191113 20191114
935,250060,20190401 20190402 20190613 20190716 20190820
936,250930,20190617
937,251970,20191106
938,252500,20190115 20190415 20190529 20190603 20190812
939,253450,20191029
940,253590,20190425 20190429
941,253840,20190927 20191206
942,254120,20190710
943,256630,20190412 20190614 20190619 20190718
944,256840,20190821
945,257370,20190123 20190726
