,shcode,index
165,089590,20190412
166,090080,20190904
167,090370,20190409
168,091810,20190221 20190821
169,092780,20190118 20190121
170,093230,20190405 20190610 20190611
171,093370,20190701 20190703
172,096760,20190716
173,097230,20190423
174,100220,20190514
175,101530,20190124
176,102280,20190730
177,105840,20190207 20190822
178,119650,20190308
179,123690,20190123 20190808 20190812
180,129260,20190517
181,133820,20190104 20190222 20190426
182,138490,20190719
183,144620,20190118
184,155660,20190218 20190522 20190607
185,161000,20190528
186,180640,20190408
187,18064K,20190409
188,181710,20190201
189,192080,20190424
190,192650,20190429
191,214420,20190419
192,234080,20190327
193,26490K,20190806
194,267850,20190411 20190412 20190530
195,271980,20190104 20190614
196,272450,20190415
197,284740,20190516
198,298690,20190411 20190412 20190704
199,500019,20190916
200,000440,20190423 20190917
201,001540,20190821
202,001840,20190108
203,002680,20190221
204,002800,20190404
205,003310,20190220
206,005160,20190712
207,005290,20190701
208,005860,20190319 20190423 20190917 20190925
209,006910,20190207 20190917
210,006920,20190130
211,007390,20190117 20190528 20190627
212,007720,20190116 20190117
213,008470,20190328
214,009520,20190702 20190813
215,009620,20190628
216,010170,20190502 20190614 20190829
217,010240,20190213 20190520 20190905
218,011320,20190617
219,011560,20190327
220,012340,20190118
221,012700,20190708 20190729
222,013310,20190718
223,013810,20190117 20190315
224,014100,20190801 20190806
225,014190,20190903
226,014200,20190522
227,014470,20190222 20190225 20190530 20190603 20190618
228,014970,20190624 20190625 20190626
229,015710,20190213
230,016600,20190415
231,016670,20190724
232,016790,20190114 20190419 20190423 20190917
233,018620,20190417 20190418 20190531 20190918 20190926
234,018700,20190528
235,019540,20190628 20190709 20190710
236,019550,20190213
237,019770,20190128
238,019990,20190227 20190624
239,023440,20190620
240,023770,20190703
241,023900,20190617 20190625
242,024060,20190116 20190117 20190326 20190917
243,024740,20190315 20190920
244,024810,20190620
245,024840,20190109
246,024910,20190313
247,024950,20190311 20190715
248,025320,20190822
249,025440,20190926
250,025870,20190424 20190919
251,025880,20190927
252,026150,20190108
253,027050,20190812
254,027360,20190226
255,027580,20190508 20190513
256,027710,20190917 20190925
257,028300,20190701
258,030350,20190705
259,030960,20190730
260,031310,20190514
261,031330,20190610
262,031510,20190218
263,031980,20190213
264,032280,20190422
265,032750,20190517 20190902
266,032800,20190211 20190213 20190405
267,032820,20190207
268,032940,20190225
269,033130,20190516 20190905
270,033170,20190108
271,033310,20190123
272,033320,20190625 20190813
273,033340,20190517 20190701
274,033430,20190124
275,033560,20190220
276,033600,20190122
277,034940,20190514
278,035620,20190527 20190528
279,035810,20190917
280,035890,20190313
281,036030,20190802
282,036090,20190103 20190513
283,036120,20190402 20190513 20190514 20190625
284,036200,20190117 20190314
285,036480,20190129 20190418 20190531 20190917
286,036540,20190422 20190423
287,036630,20190906
288,036640,20190916
289,036890,20190221
290,036930,20190808
291,037030,20190326 20190419 20190819 20190827
292,037070,20190306 20190527 20190528
293,037230,20190115 20190220 20190304 20190329
294,037330,20190709
295,037370,20190121
296,037460,20190515
297,037950,20190426
298,038060,20190828
299,038160,20190625 20190626 20190828
300,038500,20190116 20190130 20190604
301,038530,20190219
302,038620,20190108
303,038680,20190418 20190419 20190605
304,038880,20190507
305,039230,20190128 20190307
306,039420,20190109
307,039610,20190923
308,039670,20190618
309,039830,20190109
310,040350,20190612
311,040610,20190612 20190614
312,040910,20190214 20190718
313,041140,20190104 20190424
314,041190,20190625
315,041460,20190221
316,041910,20190926
317,041920,20190613 20190724
318,041930,20190225 20190627
319,041960,20190103 20190604
320,042040,20190218 20190726
321,042110,20190214
322,042370,20190116
323,042500,20190422
324,042510,20190221 20190417
325,042600,20190225
326,043100,20190121
327,043200,20190129 20190610
328,043340,20190313
329,043360,20190718
330,043910,20190403
331,044060,20190923
332,044340,20190306
333,044480,20190408 20190510 20190920
334,044780,20190626
335,044960,20190129 20190418 20190531 20190603 20190918 20190920
336,045060,20190122
337,045390,20190201 20190910
338,045520,20190311
339,045660,20190517 20190520
340,046310,20190218
341,046390,20190416
342,046940,20190108
343,047560,20190614
344,047770,20190730 20190806
345,047820,20190918
346,047920,20190404 20190405
347,048260,20190510
348,048410,20190320 20190321 20190626
349,048770,20190620
350,048830,20190110
351,049080,20190409
352,049180,20190320 20190821
353,049480,20190611 20190613 20190904
354,049550,20190621 20190709
355,049830,20190124
356,049950,20190423
357,050090,20190516
358,050120,20190130 20190131 20190208 20190510
359,051160,20190614
360,051370,20190417
361,051390,20190225
362,052420,20190709 20190710 20190816 20190826 20190829 20190830
363,052460,20190527 20190611
364,052600,20190326
365,052670,20190129 20190131 20190418 20190531 20190917 20190926
366,052900,20190704
367,053030,20190305
368,053110,20190527
369,053270,20190121
370,053590,20190110 20190514
371,053620,20190122 20190124 20190307
372,053700,20190118
373,054210,20190516
374,054300,20190219 20190220 20190702 20190916
375,054620,20190621
376,054630,20190425 20190820 20190821
377,054670,20190604 20190917
378,054780,20190415 20190927
379,054920,20190221
380,054930,20190117
381,054940,20190430 20190502 20190508 20190618
382,056080,20190325
383,056700,20190515 20190516
384,057030,20190520 20190521 20190905 20190910
385,057500,20190214 20190704
386,057880,20190403
387,058400,20190610 20190611 20190819 20190820
388,058450,20190218
389,058530,20190313
390,058610,20190123
391,058630,20190702 20190705
392,058820,20190128 20190719
393,059210,20190521
394,060240,20190710 20190711 20190712
395,060250,20190416
396,060260,20190225 20190618
397,060310,20190708
398,060370,20190524 20190528
399,060480,20190426
400,060560,20190130
401,060590,20190918
402,060720,20190607
403,061040,20190531
404,063440,20190416 20190417
405,064240,20190319
406,064260,20190627 20190812
407,064510,20190911
408,064820,20190415 20190813
409,065130,20190515
410,065170,20190305 20190417
411,065450,20190228 20190306 20190307
412,065500,20190509 20190510
413,065510,20190328
414,065530,20190409 20190903
415,065950,20190304
416,066130,20190124 20190306 20190307
417,066310,20190418
418,066360,20190423 20190822 20190823
419,066430,20190718
420,066700,20190304
421,066910,20190524
422,067170,20190826
423,067290,20190716
424,067310,20190425
425,067390,20190614
426,067630,20190701
427,067990,20190412
428,068330,20190311
429,068790,20190502
430,069140,20190306
431,071460,20190306 20190520
432,071670,20190503
433,072020,20190129 20190917
434,072870,20190902
435,072950,20190409
436,073110,20190523
437,073540,20190902 20190903
438,073560,20190318 20190830 20190902
439,074430,20190405
440,075130,20190527 20190619
441,075970,20190208
442,077360,20190515 20190717
443,078130,20190424 20190425
444,078140,20190319 20190322 20190326
445,078590,20190710
446,079650,20190130
447,079810,20190710
448,079940,20190516
449,079950,20190925
450,080000,20190717
451,080220,20190422
452,080470,20190909
453,080520,20190605
454,081150,20190403 20190521 20190522
455,082800,20190405 20190408
456,083310,20190214 20190417
457,083640,20190523 20190527 20190722
458,083650,20190227
459,084650,20190410
460,085670,20190726
461,085810,20190620
462,086040,20190313 20190717
463,086060,20190531 20190604 20190918 20190920
464,086250,20190515 20190617
465,086670,20190702 20190703 20190820
466,086980,20190417 20190801
467,087260,20190328 20190924
468,087730,20190718
469,088910,20190917
470,089970,20190405
471,090150,20190308
472,090360,20190325
473,090410,20190214
474,090470,20190129
475,090710,20190227 20190524
476,091340,20190823 20190903
477,091440,20190521
478,092870,20190911
479,093380,20190104 20190213 20190520 20190905
480,093520,20190419
481,094190,20190305
482,094360,20190403
483,094860,20190222
484,094940,20190827 20190828 20190830
485,094970,20190821
486,095340,20190703
487,095610,20190213
488,095700,20190620
489,096040,20190620
490,096350,20190621 20190625
491,096610,20190312 20190425 20190705
492,096630,20190227
493,097870,20190114
494,098120,20190704
495,099220,20190719
496,099410,20190214
497,099440,20190401 20190709
498,100030,20190412
499,100590,20190409 20190904
500,100660,20190610 20190709 20190710
501,101000,20190906
502,101160,20190517
503,102120,20190131
504,104040,20190307
505,104200,20190110
506,104480,20190424
507,105740,20190314
508,108230,20190117 20190118 20190605
509,108490,20190325
510,109610,20190305
511,109960,20190404
512,110790,20190828
513,110990,20190220
514,111710,20190227 20190411 20190614 20190822
515,111870,20190411 20190618
516,114120,20190416 20190814
517,114450,20190703 20190711
518,114810,20190821
519,115440,20190614 20190816
520,115500,20190221
521,117670,20190710
522,117730,20190129
523,118990,20190924
524,121800,20190402 20190625 20190626
525,122350,20190121
526,122640,20190125
527,122870,20190920
528,123260,20190319
529,123330,20190215 20190220
530,123410,20190411 20190924
531,123570,20190313 20190314
532,123840,20190122
533,125210,20190510
534,126600,20190708
535,126870,20190617
536,127710,20190626
537,130500,20190218 20190220 20190509 20190510 20190719
538,131090,20190221
539,131180,20190701
540,131290,20190321
541,131370,20190517 20190521
542,131760,20190322
543,133750,20190715 20190904
544,136480,20190418 20190917 20190918
545,136510,20190502 20190510 20190724
546,137400,20190802
547,137950,20190829 20190830
548,138360,20190121
549,138580,20190612
550,139050,20190402
551,140520,20190212 20190403
552,140670,20190715 20190819
553,141020,20190117
554,142280,20190117
555,142760,20190305
556,147760,20190703
557,150840,20190315 20190318
558,153710,20190110 20190829
559,154030,20190114 20190405 20190508 20190916
560,154040,20190430 20190508 20190509
561,159580,20190520
562,160600,20190516 20190722
563,166480,20190403
564,168330,20190410
565,170030,20190322 20190405 20190923
566,170920,20190703
567,171010,20190703
568,171090,20190717
569,173130,20190409 20190610
570,176440,20190227
571,177830,20190403
572,178320,20190403
573,178920,20190712
574,179290,20190215 20190613 20190725
575,179900,20190220 20190711
576,184230,20190221 20190423
577,187220,20190320
578,187270,20190313
579,187790,20190322
580,189860,20190109
581,192250,20190221 20190417
582,192440,20190313
583,193250,20190208 20190411
584,195990,20190710 20190711
585,196300,20190320
586,196700,20190208
587,198440,20190130 20190607 20190812 20190816
588,200230,20190314 20190524
589,201490,20190419
590,203650,20190220 20190221 20190503 20190618
591,203690,20190124 20190430 20190502
592,204020,20190716
593,204630,20190523
594,205100,20190410
595,206560,20190111 20190114 20190416
596,206650,20190508
597,207760,20190628 20190704
598,208140,20190222
599,208350,20190626 20190910
600,208640,20190125 20190321
601,208860,20190327
602,212560,20190923
603,214150,20190402 20190515 20190730
604,214270,20190219 20190605 20190607
605,214680,20190128 20190522
606,215090,20190308
607,215100,20190325 20190326 20190524
608,215380,20190122
609,215480,20190110 20190227 20190515
610,215790,20190125 20190626
611,216050,20190314 20190411
612,217500,20190111 20190219 20190703
613,217600,20190717
614,217820,20190321
615,218150,20190319 20190419 20190826 20190829 20190927
616,219130,20190708
617,219420,20190624
618,219750,20190312
619,220180,20190415
620,220260,20190424 20190703 20190708
621,222080,20190628
622,222420,20190529
623,222810,20190213
624,224060,20190226
625,225430,20190122 20190327 20190502 20190918
626,225530,20190130 20190131
627,225570,20190404 20190424 20190513
628,226340,20190114
629,226360,20190920
630,226440,20190424
631,227100,20190308
632,227610,20190621
633,228340,20190701
634,230240,20190405
635,232140,20190111
636,234100,20190118
637,234300,20190312
638,238200,20190315
639,238490,20190215
640,239340,20190311
641,239610,20190222
642,241790,20190703
643,241820,20190315
644,242040,20190418 20190903
645,245620,20190507 20190513
646,246710,20190222 20190228
647,250000,20190729 20190731
648,250060,20190401 20190402 20190613 20190820
649,250930,20190617
650,252500,20190115 20190415 20190529 20190812
651,253590,20190425 20190429
652,253840,20190927
653,254120,20190710
654,256630,20190412 20190614 20190718
655,256840,20190821
656,257370,20190726
657,257730,20190618
658,258610,20190702 20190703
659,260660,20190927
660,263540,20190513
661,263600,20190722
662,263690,20190305 20190311 20190830
663,263700,20190318
664,263800,20190424 20190613 20190906
665,264450,20190515
666,264660,20190820
667,267790,20190412
668,269620,20190306 20190327 20190620 20190723
669,275630,20190218 20190221
670,277410,20190115
671,285490,20190521 20190529 20190603
672,290120,20190222 20190226 20190510
673,290270,20190226 20190614
674,290380,20190114 20190508 20190916
675,297570,20190617
676,299900,20190107
677,303030,20190426 20190502 20190722
678,307160,20190910
679,308100,20190711
680,317850,20190910
681,900040,20190220 20190415
682,900100,20190109 20190307
683,900110,20190412
684,900250,20190220 20190222
685,900260,20190218 20190219 20190603
686,900270,20190222 20190226 20190412 20190808
687,900280,20190222
688,900290,20190902
689,900310,20190830 20190902
690,900340,20190222 20190225 20190619 20190830 20190902
691,950170,20190226
