,shcode,target_day,upcode,upname,tmcode,tmname,shname,target_m,next_target_day,shcode2,y,init_jupo,end_jupo,init_month,end_month,init_week,end_week,check_init_day2
1166,043220,20191024,323.0,기 계 장 비,329.0,전력저장장치(ESS),에이치엘비파워,201910,20191025,043220,1,20181101,20191024,20181031,20190930,20190329,20191018,20191014
1167,043220,20191025,323.0,기 계 장 비,329.0,전력저장장치(ESS),에이치엘비파워,201910,20191029,043220,1,20181101,20191025,20181031,20190930,20190329,20191018,20191015
1168,043220,20191029,323.0,기 계 장 비,329.0,전력저장장치(ESS),에이치엘비파워,201910,20190313,043340,0,20181101,20191029,20181031,20190930,20190405,20191025,20191019
1169,043340,20190313,323.0,기 계 장 비,76.0,여름관련주,에쎈테크,201903,20190718,043360,0,20180401,20190313,20180331,20190228,20180817,20190308,20190303
1170,043360,20190718,335.0,정 보 기 기,,,디지아이,201907,20190207,043910,0,20180801,20190718,20180731,20190630,20181221,20190712,20190708
1171,043910,20190207,303.0,기타 서비스,400.0,조림사업,자연과환경,201902,20190403,043910,0,20180301,20190207,20180228,20190131,20180713,20190201,20190128
1172,043910,20190403,303.0,기타 서비스,400.0,조림사업,자연과환경,201904,20190923,044060,0,20180501,20190403,20180430,20190331,20180907,20190329,20190324
1173,044060,20190923,323.0,기 계 장 비,313.0,남-북-러 가스관사업,조광ILI,201909,20191014,044060,1,20181001,20190923,20180930,20190831,20190301,20190920,20190913
1174,044060,20191014,323.0,기 계 장 비,313.0,남-북-러 가스관사업,조광ILI,201910,20190306,044340,0,20181101,20191014,20181031,20190930,20190322,20191011,20191004
1175,044340,20190306,324.0,전 기/전 자,328.0,제습기,위닉스,201903,20190311,044340,1,20180401,20190306,20180331,20190228,20180810,20190301,20190224
1176,044340,20190311,324.0,전 기/전 자,328.0,제습기,위닉스,201903,20190408,044480,0,20180401,20190311,20180331,20190228,20180817,20190308,20190301
1177,044480,20190408,319.0,화       학,346.0,메르스 코로나 바이러스,바이오제네틱스,201904,20190510,044480,0,20180501,20190408,20180430,20190331,20180914,20190405,20190329
1178,044480,20190510,319.0,화       학,346.0,메르스 코로나 바이러스,바이오제네틱스,201905,20190920,044480,0,20180601,20190510,20180531,20190430,20181012,20190503,20190430
1179,044480,20190920,319.0,화       학,346.0,메르스 코로나 바이러스,바이오제네틱스,201909,20190926,044480,1,20181001,20190920,20180930,20190831,20190222,20190913,20190910
1180,044480,20190926,319.0,화       학,346.0,메르스 코로나 바이러스,바이오제네틱스,201909,20190626,044780,0,20181001,20190926,20180930,20190831,20190301,20190920,20190916
1181,044780,20190626,323.0,기 계 장 비,,,에이치케이,201906,20190129,044960,0,20180701,20190626,20180630,20190531,20181130,20190621,20190616
1182,044960,20190129,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201901,20190418,044960,0,20180201,20190129,20180131,20181231,20180706,20190125,20190119
1183,044960,20190418,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201904,20190531,044960,0,20180501,20190418,20180430,20190331,20180921,20190412,20190408
1184,044960,20190531,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201905,20190603,044960,1,20180601,20190531,20180531,20190430,20181102,20190524,20190521
1185,044960,20190603,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201906,20190604,044960,1,20180701,20190603,20180630,20190531,20181109,20190531,20190524
1186,044960,20190604,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201906,20190918,044960,0,20180701,20190604,20180630,20190531,20181109,20190531,20190525
1187,044960,20190918,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201909,20190920,044960,1,20181001,20190918,20180930,20190831,20190222,20190913,20190908
1188,044960,20190920,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201909,20191113,044960,0,20181001,20190920,20180930,20190831,20190222,20190913,20190910
1189,044960,20191113,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201911,20191118,044960,1,20181201,20191113,20181130,20191031,20190419,20191108,20191103
1190,044960,20191118,308.0,유       통,417.0,아프리카 돼지열병(ASF),이글벳,201911,20190122,045060,0,20181201,20191118,20181130,20191031,20190426,20191115,20191108
1191,045060,20190122,319.0,화       학,346.0,메르스 코로나 바이러스,오공,201901,20190201,045390,0,20180201,20190122,20180131,20181231,20180629,20190118,20190112
1192,045390,20190201,324.0,전 기/전 자,250.0,철도,대아티아이,201902,20190910,045390,0,20180201,20190201,20180228,20190131,20180706,20190125,20190122
1193,045390,20190910,324.0,전 기/전 자,250.0,철도,대아티아이,201909,20190311,045520,0,20181001,20190910,20180930,20190831,20190215,20190906,20190831
1194,045520,20190311,323.0,기 계 장 비,346.0,메르스 코로나 바이러스,크린앤사이언스,201903,20181212,045660,0,20180401,20190311,20180331,20190228,20180817,20190308,20190301
1195,045660,20181212,335.0,정 보 기 기,334.0,사물인터넷,에이텍,201812,20190517,045660,0,20180101,20181212,20171231,20181130,20180518,20181207,20181202
1196,045660,20190517,335.0,정 보 기 기,334.0,사물인터넷,에이텍,201905,20190520,045660,1,20180601,20190517,20180531,20190430,20181019,20190510,20190507
1197,045660,20190520,335.0,정 보 기 기,334.0,사물인터넷,에이텍,201905,20190201,045890,0,20180601,20190520,20180531,20190430,20181026,20190517,20190510
1198,045890,20190201,324.0,전 기/전 자,297.0,공작기계,GV,201902,20190715,045890,0,20180201,20190201,20180228,20190131,20180706,20190125,20190122
1199,045890,20190715,324.0,전 기/전 자,297.0,공작기계,GV,201907,20190717,045890,1,20180801,20190715,20180731,20190630,20181221,20190712,20190705
1200,045890,20190717,324.0,전 기/전 자,297.0,공작기계,GV,201907,20191024,045890,0,20180801,20190717,20180731,20190630,20181221,20190712,20190707
1201,045890,20191024,324.0,전 기/전 자,297.0,공작기계,GV,201910,20190201,046120,0,20181101,20191024,20181031,20190930,20190329,20191018,20191014
1202,046120,20190201,303.0,기타 서비스,401.0,원자력발전소 해체,오르비텍,201902,20190207,046120,1,20180201,20190201,20180228,20190131,20180706,20190125,20190122
1203,046120,20190207,303.0,기타 서비스,401.0,원자력발전소 해체,오르비텍,201902,20190712,046120,0,20180301,20190207,20180228,20190131,20180713,20190201,20190128
1204,046120,20190712,303.0,기타 서비스,401.0,원자력발전소 해체,오르비텍,201907,20190822,046120,0,20180801,20190712,20180731,20190630,20181214,20190705,20190702
1205,046120,20190822,303.0,기타 서비스,401.0,원자력발전소 해체,오르비텍,201908,20190218,046310,0,20180901,20190822,20180831,20190731,20190125,20190816,20190812
1206,046310,20190218,334.0,통 신 장 비,282.0,차량용블랙박스,백금T&A,201902,20190416,046390,0,20180301,20190218,20180228,20190131,20180727,20190215,20190208
1207,046390,20190416,338.0,오락/문화,128.0,엔터테인먼트,삼화네트웍스,201904,20190118,046890,0,20180501,20190416,20180430,20190331,20180921,20190412,20190406
1208,046890,20190118,336.0,반   도  체,40.0,휴대폰부품,서울반도체,201901,20191126,046890,0,20180201,20190118,20180131,20181231,20180622,20190111,20190108
1209,046890,20191126,336.0,반   도  체,40.0,휴대폰부품,서울반도체,201911,20190108,046940,0,20181201,20191126,20181130,20191031,20190503,20191122,20191116
1210,046940,20190108,307.0,건       설,374.0,4대강 복원,우원개발,201901,20190109,046940,1,20180201,20190108,20180131,20181231,20180615,20190104,20181229
1211,046940,20190109,307.0,건       설,374.0,4대강 복원,우원개발,201901,20191104,046940,0,20180201,20190109,20180131,20181231,20180615,20190104,20181230
1212,046940,20191104,307.0,건       설,374.0,4대강 복원,우원개발,201911,20191113,046940,1,20181201,20191104,20181130,20191031,20190412,20191101,20191025
1213,046940,20191113,307.0,건       설,374.0,4대강 복원,우원개발,201911,20191025,046970,0,20181201,20191113,20181130,20191031,20190419,20191108,20191103
1214,046970,20191025,334.0,통 신 장 비,373.0,5G(5세대 이동통신),우리로,201910,20190114,047310,0,20181101,20191025,20181031,20190930,20190329,20191018,20191015
1215,047310,20190114,337.0,IT   부  품,393.0,갤럭시 부품주,파워로직스,201901,20190307,047310,0,20180201,20190114,20180131,20181231,20180622,20190111,20190104
1216,047310,20190307,337.0,IT   부  품,393.0,갤럭시 부품주,파워로직스,201903,20190523,047310,0,20180401,20190307,20180331,20190228,20180810,20190301,20190225
1217,047310,20190523,337.0,IT   부  품,393.0,갤럭시 부품주,파워로직스,201905,20191128,047310,0,20180601,20190523,20180531,20190430,20181026,20190517,20190513
1218,047310,20191128,337.0,IT   부  품,393.0,갤럭시 부품주,파워로직스,201911,20190614,047560,0,20181201,20191128,20181130,20191031,20190503,20191122,20191118
1219,047560,20190614,313.0,IT   S / W,375.0,4차산업 수혜주,이스트소프트,201906,20190705,047560,1,20180701,20190614,20180630,20190531,20181116,20190607,20190604
1220,047560,20190705,313.0,IT   S / W,375.0,4차산업 수혜주,이스트소프트,201907,20190730,047770,0,20180801,20190705,20180731,20190630,20181207,20190628,20190625
1221,047770,20190730,316.0,섬 유/의 류,421.0,日 불매운동 관련주,코데즈컴바인,201907,20190806,047770,1,20180801,20190730,20180731,20190630,20190104,20190726,20190720
1222,047770,20190806,316.0,섬 유/의 류,421.0,日 불매운동 관련주,코데즈컴바인,201908,20190918,047820,0,20180901,20190806,20180831,20190731,20190111,20190802,20190727
1223,047820,20190918,338.0,오락/문화,128.0,엔터테인먼트,초록뱀,201909,20190404,047920,0,20181001,20190918,20180930,20190831,20190222,20190913,20190908
1224,047920,20190404,303.0,기타 서비스,377.0,치매 관련주,씨트리,201904,20190405,047920,1,20180501,20190404,20180430,20190331,20180907,20190329,20190325
1225,047920,20190405,303.0,기타 서비스,377.0,치매 관련주,씨트리,201904,20190510,048260,0,20180501,20190405,20180430,20190331,20180907,20190329,20190326
1226,048260,20190510,325.0,의 료/정 밀,311.0,고령화 사회(노인복지),오스템임플란트,201905,20190320,048410,0,20180601,20190510,20180531,20190430,20181012,20190503,20190430
1227,048410,20190320,319.0,화       학,110.0,화장품,현대바이오,201903,20190321,048410,1,20180401,20190320,20180331,20190228,20180824,20190315,20190310
1228,048410,20190321,319.0,화       학,110.0,화장품,현대바이오,201903,20190325,048410,1,20180401,20190321,20180331,20190228,20180824,20190315,20190311
1229,048410,20190325,319.0,화       학,110.0,화장품,현대바이오,201903,20190404,048410,1,20180401,20190325,20180331,20190228,20180831,20190322,20190315
1230,048410,20190404,319.0,화       학,110.0,화장품,현대바이오,201904,20190626,048410,0,20180501,20190404,20180430,20190331,20180907,20190329,20190325
1231,048410,20190626,319.0,화       학,110.0,화장품,현대바이오,201906,20191011,048410,0,20180701,20190626,20180630,20190531,20181130,20190621,20190616
1232,048410,20191011,319.0,화       학,110.0,화장품,현대바이오,201910,20191122,048430,0,20181101,20191011,20181031,20190930,20190315,20191004,20191001
1233,048430,20191122,324.0,전 기/전 자,27.0,자동차부품,유라테크,201911,20190828,048530,0,20181201,20191122,20181130,20191031,20190426,20191115,20191112
1234,048530,20190828,320.0,제       약,294.0,슈퍼박테리아,인트론바이오,201908,20190620,048770,0,20180901,20190828,20180831,20190731,20190201,20190823,20190818
1235,048770,20190620,323.0,기 계 장 비,392.0,스마트팩토리(스마트공장),TPC,201906,20190110,048830,0,20180701,20190620,20180630,20190531,20181123,20190614,20190610
1236,048830,20190110,319.0,화       학,402.0,아스콘(아스팔트 콘크리트),엔피케이,201901,20190409,049080,0,20180201,20190110,20180131,20181231,20180615,20190104,20181231
1237,049080,20190409,336.0,반   도  체,393.0,갤럭시 부품주,기가레인,201904,20191001,049080,0,20180501,20190409,20180430,20190331,20180914,20190405,20190330
1238,049080,20191001,336.0,반   도  체,393.0,갤럭시 부품주,기가레인,201910,20181226,049180,0,20181001,20191001,20181031,20190930,20190308,20190927,20190921
1239,049180,20181226,320.0,제       약,311.0,고령화 사회(노인복지),셀루메드,201812,20190320,049180,0,20180101,20181226,20171231,20181130,20180601,20181221,20181216
1240,049180,20190320,320.0,제       약,311.0,고령화 사회(노인복지),셀루메드,201903,20190821,049180,0,20180401,20190320,20180331,20190228,20180824,20190315,20190310
1241,049180,20190821,320.0,제       약,311.0,고령화 사회(노인복지),셀루메드,201908,20191107,049180,0,20180901,20190821,20180831,20190731,20190125,20190816,20190811
1242,049180,20191107,320.0,제       약,311.0,고령화 사회(노인복지),셀루메드,201911,20190611,049480,0,20181201,20191107,20181130,20191031,20190412,20191101,20191028
1243,049480,20190611,313.0,IT   S / W,392.0,스마트팩토리(스마트공장),오픈베이스,201906,20190613,049480,1,20180701,20190611,20180630,20190531,20181116,20190607,20190601
1244,049480,20190613,313.0,IT   S / W,392.0,스마트팩토리(스마트공장),오픈베이스,201906,20190904,049480,0,20180701,20190613,20180630,20190531,20181116,20190607,20190603
1245,049480,20190904,313.0,IT   S / W,392.0,스마트팩토리(스마트공장),오픈베이스,201909,20190621,049550,0,20181001,20190904,20180930,20190831,20190208,20190830,20190825
1246,049550,20190621,319.0,화       학,334.0,사물인터넷,잉크테크,201906,20190709,049550,1,20180701,20190621,20180630,20190531,20181123,20190614,20190611
1247,049550,20190709,319.0,화       학,334.0,사물인터넷,잉크테크,201907,20190103,049630,0,20180801,20190709,20180731,20190630,20181214,20190705,20190629
1248,049630,20190103,337.0,IT   부  품,121.0,남북경협,재영솔루텍,201901,20190124,049830,0,20180201,20190103,20180131,20181231,20180608,20181228,20181224
1249,049830,20190124,322.0,금       속,110.0,화장품,승일,201901,20190214,049950,0,20180201,20190124,20180131,20181231,20180629,20190118,20190114
1250,049950,20190214,323.0,기 계 장 비,269.0,LED장비,미래컴퍼니,201902,20190423,049950,0,20180301,20190214,20180228,20190131,20180720,20190208,20190204
1251,049950,20190423,323.0,기 계 장 비,269.0,LED장비,미래컴퍼니,201904,20190516,050090,0,20180501,20190423,20180430,20190331,20180928,20190419,20190413
1252,050090,20190516,337.0,IT   부  품,,,휘닉스소재,201905,20191031,050110,0,20180601,20190516,20180531,20190430,20181019,20190510,20190506
1253,050110,20191031,337.0,IT   부  품,393.0,갤럭시 부품주,캠시스,201910,20190130,050120,0,20181101,20191031,20181031,20190930,20190405,20191025,20191021
1254,050120,20190130,308.0,유       통,331.0,가상화폐(비트코인 등),라이브플렉스,201901,20190131,050120,1,20180201,20190130,20180131,20181231,20180706,20190125,20190120
1255,050120,20190131,308.0,유       통,331.0,가상화폐(비트코인 등),라이브플렉스,201901,20190208,050120,1,20180201,20190131,20180131,20181231,20180706,20190125,20190121
1256,050120,20190208,308.0,유       통,331.0,가상화폐(비트코인 등),라이브플렉스,201902,20190510,050120,0,20180301,20190208,20180228,20190131,20180713,20190201,20190129
1257,050120,20190510,308.0,유       통,331.0,가상화폐(비트코인 등),라이브플렉스,201905,20190523,050120,1,20180601,20190510,20180531,20190430,20181012,20190503,20190430
1258,050120,20190523,308.0,유       통,331.0,가상화폐(비트코인 등),라이브플렉스,201905,20191115,050120,0,20180601,20190523,20180531,20190430,20181026,20190517,20190513
1259,050120,20191115,308.0,유       통,331.0,가상화폐(비트코인 등),라이브플렉스,201911,20191204,050120,1,20181201,20191115,20181130,20191031,20190419,20191108,20191105
1260,050120,20191204,308.0,유       통,331.0,가상화폐(비트코인 등),라이브플렉스,201912,20190114,050860,0,20190101,20191204,20181231,20191130,20190510,20191129,20191124
1261,050860,20190114,323.0,기 계 장 비,206.0,농업,아세아텍,201901,20190116,050860,1,20180201,20190114,20180131,20181231,20180622,20190111,20190104
1262,050860,20190116,323.0,기 계 장 비,206.0,농업,아세아텍,201901,20190212,050860,1,20180201,20190116,20180131,20181231,20180622,20190111,20190106
1263,050860,20190212,323.0,기 계 장 비,206.0,농업,아세아텍,201902,20190515,050890,0,20180301,20190212,20180228,20190131,20180720,20190208,20190202
1264,050890,20190515,334.0,통 신 장 비,373.0,5G(5세대 이동통신),쏠리드,201905,20190904,050890,0,20180601,20190515,20180531,20190430,20181019,20190510,20190505
1265,050890,20190904,334.0,통 신 장 비,373.0,5G(5세대 이동통신),쏠리드,201909,20190614,051160,0,20181001,20190904,20180930,20190831,20190208,20190830,20190825
1266,051160,20190614,313.0,IT   S / W,288.0,모바일솔루션(스마트폰),지어소프트,201906,20190417,051370,0,20180701,20190614,20180630,20190531,20181116,20190607,20190604
1267,051370,20190417,337.0,IT   부  품,404.0,폴더블폰,인터플렉스,201904,20190418,051370,1,20180501,20190417,20180430,20190331,20180921,20190412,20190407
1268,051370,20190418,337.0,IT   부  품,404.0,폴더블폰,인터플렉스,201904,20191025,051370,0,20180501,20190418,20180430,20190331,20180921,20190412,20190408
1269,051370,20191025,337.0,IT   부  품,404.0,폴더블폰,인터플렉스,201910,20190225,051390,0,20181101,20191025,20181031,20190930,20190329,20191018,20191015
1270,051390,20190225,308.0,유       통,,,YW,201902,20191202,052020,0,20180301,20190225,20180228,20190131,20180803,20190222,20190215
1271,052020,20191202,337.0,IT   부  품,389.0,면역항암제,에스티큐브,201912,20191016,052190,0,20190101,20191202,20181231,20191130,20190510,20191129,20191122
1272,052190,20191016,338.0,오락/문화,128.0,엔터테인먼트,이에스에이,201910,20191017,052190,1,20181101,20191016,20181031,20190930,20190322,20191011,20191006
1273,052190,20191017,338.0,오락/문화,128.0,엔터테인먼트,이에스에이,201910,20190321,052260,0,20181101,20191017,20181031,20190930,20190322,20191011,20191007
1274,052260,20190321,319.0,화       학,311.0,고령화 사회(노인복지),SK바이오랜드,201903,20191028,052260,0,20180401,20190321,20180331,20190228,20180824,20190315,20190311
1275,052260,20191028,319.0,화       학,311.0,고령화 사회(노인복지),SK바이오랜드,201910,20191122,052260,1,20181101,20191028,20181031,20190930,20190405,20191025,20191018
1276,052260,20191122,319.0,화       학,311.0,고령화 사회(노인복지),SK바이오랜드,201911,20191125,052260,1,20181201,20191122,20181130,20191031,20190426,20191115,20191112
1277,052260,20191125,319.0,화       학,311.0,고령화 사회(노인복지),SK바이오랜드,201911,20191127,052260,1,20181201,20191125,20181130,20191031,20190503,20191122,20191115
1278,052260,20191127,319.0,화       학,311.0,고령화 사회(노인복지),SK바이오랜드,201911,20191106,052300,0,20181201,20191127,20181130,20191031,20190503,20191122,20191117
1279,052300,20191106,310.0,운       송,141.0,종합물류관련주,W홀딩컴퍼니,201911,20191107,052300,1,20181201,20191106,20181130,20191031,20190412,20191101,20191027
1280,052300,20191107,310.0,운       송,141.0,종합물류관련주,W홀딩컴퍼니,201911,20190709,052420,0,20181201,20191107,20181130,20191031,20190412,20191101,20191028
1281,052420,20190709,337.0,IT   부  품,408.0,마리화나(대마),오성첨단소재,201907,20190710,052420,1,20180801,20190709,20180731,20190630,20181214,20190705,20190629
1282,052420,20190710,337.0,IT   부  품,408.0,마리화나(대마),오성첨단소재,201907,20190816,052420,0,20180801,20190710,20180731,20190630,20181214,20190705,20190630
1283,052420,20190816,337.0,IT   부  품,408.0,마리화나(대마),오성첨단소재,201908,20190826,052420,1,20180901,20190816,20180831,20190731,20190118,20190809,20190806
1284,052420,20190826,337.0,IT   부  품,408.0,마리화나(대마),오성첨단소재,201908,20190829,052420,1,20180901,20190826,20180831,20190731,20190201,20190823,20190816
1285,052420,20190829,337.0,IT   부  품,408.0,마리화나(대마),오성첨단소재,201908,20190830,052420,1,20180901,20190829,20180831,20190731,20190201,20190823,20190819
1286,052420,20190830,337.0,IT   부  품,408.0,마리화나(대마),오성첨단소재,201908,20191002,052420,0,20180901,20190830,20180831,20190731,20190201,20190823,20190820
1287,052420,20191002,337.0,IT   부  품,408.0,마리화나(대마),오성첨단소재,201910,20191120,052420,0,20181101,20191002,20181031,20190930,20190308,20190927,20190922
1288,052420,20191120,337.0,IT   부  품,408.0,마리화나(대마),오성첨단소재,201911,20190527,052460,0,20181201,20191120,20181130,20191031,20190426,20191115,20191110
1289,052460,20190527,313.0,IT   S / W,373.0,5G(5세대 이동통신),아이크래프트,201905,20190611,052460,1,20180601,20190527,20180531,20190430,20181102,20190524,20190517
1290,052460,20190611,313.0,IT   S / W,373.0,5G(5세대 이동통신),아이크래프트,201906,20190326,052600,0,20180701,20190611,20180630,20190531,20181116,20190607,20190601
1291,052600,20190326,312.0,통 신/방 송,385.0,키오스크(KIOSK),한네트,201903,20190408,052600,1,20180401,20190326,20180331,20190228,20180831,20190322,20190316
1292,052600,20190408,312.0,통 신/방 송,385.0,키오스크(KIOSK),한네트,201904,20190416,052600,1,20180501,20190408,20180430,20190331,20180914,20190405,20190329
1293,052600,20190416,312.0,통 신/방 송,385.0,키오스크(KIOSK),한네트,201904,20190129,052670,0,20180501,20190416,20180430,20190331,20180921,20190412,20190406
1294,052670,20190129,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201901,20190131,052670,1,20180201,20190129,20180131,20181231,20180706,20190125,20190119
1295,052670,20190131,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201901,20190418,052670,0,20180201,20190131,20180131,20181231,20180706,20190125,20190121
1296,052670,20190418,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201904,20190531,052670,0,20180501,20190418,20180430,20190331,20180921,20190412,20190408
1297,052670,20190531,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201905,20190917,052670,0,20180601,20190531,20180531,20190430,20181102,20190524,20190521
1298,052670,20190917,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201909,20190920,052670,1,20181001,20190917,20180930,20190831,20190222,20190913,20190907
1299,052670,20190920,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201909,20190926,052670,1,20181001,20190920,20180930,20190831,20190222,20190913,20190910
1300,052670,20190926,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201909,20191030,052670,0,20181001,20190926,20180930,20190831,20190301,20190920,20190916
1301,052670,20191030,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201910,20191128,052670,1,20181101,20191030,20181031,20190930,20190405,20191025,20191020
1302,052670,20191128,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201911,20191206,052670,1,20181201,20191128,20181130,20191031,20190503,20191122,20191118
1303,052670,20191206,320.0,제       약,427.0,구충제(펜벤다졸 등),제일바이오,201912,20181221,052770,0,20190101,20191206,20181231,20191130,20190510,20191129,20191126
1304,052770,20181221,313.0,IT   S / W,,,와이디온라인,201812,20191023,052790,0,20180101,20181221,20171231,20181130,20180525,20181214,20181211
1305,052790,20191023,313.0,IT   S / W,265.0,모바일게임(스마트폰),액토즈소프트,201910,20190704,052900,0,20181101,20191023,20181031,20190930,20190329,20191018,20191013
1306,052900,20190704,336.0,반   도  체,216.0,SSD,KMH하이텍,201907,20190708,052900,1,20180801,20190704,20180731,20190630,20181207,20190628,20190624
1307,052900,20190708,336.0,반   도  체,216.0,SSD,KMH하이텍,201907,20190819,052900,0,20180801,20190708,20180731,20190630,20181214,20190705,20190628
1308,052900,20190819,336.0,반   도  체,216.0,SSD,KMH하이텍,201908,20190104,053030,0,20180901,20190819,20180831,20190731,20190125,20190816,20190809
1309,053030,20190104,320.0,제       약,241.0,바이오시밀러(복제 바이오의약품),바이넥스,201901,20190305,053030,0,20180201,20190104,20180131,20181231,20180608,20181228,20181225
1310,053030,20190305,320.0,제       약,241.0,바이오시밀러(복제 바이오의약품),바이넥스,201903,20191007,053030,0,20180401,20190305,20180331,20190228,20180810,20190301,20190223
1311,053030,20191007,320.0,제       약,241.0,바이오시밀러(복제 바이오의약품),바이넥스,201910,20190527,053110,0,20181101,20191007,20181031,20190930,20190315,20191004,20190927
1312,053110,20190527,313.0,IT   S / W,352.0,가상현실(VR),소리바다,201905,20190121,053270,0,20180601,20190527,20180531,20190430,20181102,20190524,20190517
1313,053270,20190121,326.0,운 송/부 품,27.0,자동차부품,구영테크,201901,20190110,053590,0,20180201,20190121,20180131,20181231,20180629,20190118,20190111
1314,053590,20190110,323.0,기 계 장 비,401.0,원자력발전소 해체,한국테크놀로지,201901,20190514,053590,0,20180201,20190110,20180131,20181231,20180615,20190104,20181231
1315,053590,20190514,323.0,기 계 장 비,401.0,원자력발전소 해체,한국테크놀로지,201905,20190122,053620,0,20180601,20190514,20180531,20190430,20181019,20190510,20190504
1316,053620,20190122,322.0,금       속,,,태양,201901,20190124,053620,1,20180201,20190122,20180131,20181231,20180629,20190118,20190112
1317,053620,20190124,322.0,금       속,,,태양,201901,20190307,053620,0,20180201,20190124,20180131,20181231,20180629,20190118,20190114
1318,053620,20190307,322.0,금       속,,,태양,201903,20190118,053700,0,20180401,20190307,20180331,20190228,20180810,20190301,20190225
1319,053700,20190118,326.0,운 송/부 품,386.0,수소차,삼보모터스,201901,20191021,053700,0,20180201,20190118,20180131,20181231,20180622,20190111,20190108
1320,053700,20191021,326.0,운 송/부 품,386.0,수소차,삼보모터스,201910,20190909,053800,0,20181101,20191021,20181031,20190930,20190329,20191018,20191011
1321,053800,20190909,332.0,소프트 웨어,276.0,클라우드 컴퓨팅,안랩,201909,20181226,054210,0,20181001,20190909,20180930,20190831,20190215,20190906,20190830
1322,054210,20181226,337.0,IT   부  품,393.0,갤럭시 부품주,이랜텍,201812,20190123,054210,1,20180101,20181226,20171231,20181130,20180601,20181221,20181216
1323,054210,20190123,337.0,IT   부  품,393.0,갤럭시 부품주,이랜텍,201901,20190516,054210,0,20180201,20190123,20180131,20181231,20180629,20190118,20190113
1324,054210,20190516,337.0,IT   부  품,393.0,갤럭시 부품주,이랜텍,201905,20190821,054210,0,20180601,20190516,20180531,20190430,20181019,20190510,20190506
1325,054210,20190821,337.0,IT   부  품,393.0,갤럭시 부품주,이랜텍,201908,20190109,054220,0,20180901,20190821,20180831,20190731,20190125,20190816,20190811
1326,054220,20190109,324.0,전 기/전 자,,,비츠로시스,201901,20190117,054220,1,20180201,20190109,20180131,20181231,20180615,20190104,20181230
1327,054220,20190117,324.0,전 기/전 자,,,비츠로시스,201901,20190219,054300,0,20180201,20190117,20180131,20181231,20180622,20190111,20190107
1328,054300,20190219,323.0,기 계 장 비,,,팬스타엔터프라이즈,201902,20190220,054300,1,20180301,20190219,20180228,20190131,20180727,20190215,20190209
1329,054300,20190220,323.0,기 계 장 비,,,팬스타엔터프라이즈,201902,20190227,054300,1,20180301,20190220,20180228,20190131,20180727,20190215,20190210
1330,054300,20190227,323.0,기 계 장 비,,,팬스타엔터프라이즈,201902,20190702,054300,0,20180301,20190227,20180228,20190131,20180803,20190222,20190217
1331,054300,20190702,323.0,기 계 장 비,,,팬스타엔터프라이즈,201907,20190704,054300,1,20180801,20190702,20180731,20190630,20181207,20190628,20190622
1332,054300,20190704,323.0,기 계 장 비,,,팬스타엔터프라이즈,201907,20190916,054300,0,20180801,20190704,20180731,20190630,20181207,20190628,20190624
1333,054300,20190916,323.0,기 계 장 비,,,팬스타엔터프라이즈,201909,20190918,054300,1,20181001,20190916,20180930,20190831,20190222,20190913,20190906
1334,054300,20190918,323.0,기 계 장 비,,,팬스타엔터프라이즈,201909,20190603,054450,0,20181001,20190918,20180930,20190831,20190222,20190913,20190908
1335,054450,20190603,336.0,반   도  체,362.0,자율주행차,텔레칩스,201906,20190621,054620,0,20180701,20190603,20180630,20190531,20181109,20190531,20190524
1336,054620,20190621,311.0,금       융,111.0,지주사,APS홀딩스,201906,20190425,054630,0,20180701,20190621,20180630,20190531,20181123,20190614,20190611
1337,054630,20190425,327.0,기 타 제 조,375.0,4차산업 수혜주,에이디칩스,201904,20190613,054630,0,20180501,20190425,20180430,20190331,20180928,20190419,20190415
1338,054630,20190613,327.0,기 타 제 조,375.0,4차산업 수혜주,에이디칩스,201906,20190820,054630,0,20180701,20190613,20180630,20190531,20181116,20190607,20190603
1339,054630,20190820,327.0,기 타 제 조,375.0,4차산업 수혜주,에이디칩스,201908,20190821,054630,1,20180901,20190820,20180831,20190731,20190125,20190816,20190810
1340,054630,20190821,327.0,기 타 제 조,375.0,4차산업 수혜주,에이디칩스,201908,20190604,054670,0,20180901,20190821,20180831,20190731,20190125,20190816,20190811
