,shcode,target_day,upcode,upname,tmcode,tmname,shname,target_m,next_target_day,shcode2,y,init_jupo,end_jupo,init_month,end_month,init_week,end_week,check_init_day2
455,020560,20190530,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),아시아나항공,201905,20190819,020560,0,20180601,20190530,20180531,20190430,20181102,20190524,20190520
456,020560,20190819,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),아시아나항공,201908,20191104,020560,0,20180901,20190819,20180831,20190731,20190125,20190816,20190809
457,020560,20191104,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),아시아나항공,201911,20191108,020560,1,20181201,20191104,20181130,20191031,20190412,20191101,20191025
458,020560,20191108,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),아시아나항공,201911,20191112,020560,1,20181201,20191108,20181130,20191031,20190412,20191101,20191029
459,020560,20191112,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),아시아나항공,201911,20190426,021050,0,20181201,20191112,20181130,20191031,20190419,20191108,20191102
460,021050,20190426,11.0,철 강 금 속,171.0,비철금속,서원,201904,20190509,021050,1,20180501,20190426,20180430,20190331,20180928,20190419,20190416
461,021050,20190509,11.0,철 강 금 속,171.0,비철금속,서원,201905,20190510,021050,1,20180601,20190509,20180531,20190430,20181012,20190503,20190429
462,021050,20190510,11.0,철 강 금 속,171.0,비철금속,서원,201905,20190514,021050,1,20180601,20190510,20180531,20190430,20181012,20190503,20190430
463,021050,20190514,11.0,철 강 금 속,171.0,비철금속,서원,201905,20191118,021050,0,20180601,20190514,20180531,20190430,20181019,20190510,20190504
464,021050,20191118,11.0,철 강 금 속,171.0,비철금속,서원,201911,20191121,021050,1,20181201,20191118,20181130,20191031,20190426,20191115,20191108
465,021050,20191121,11.0,철 강 금 속,171.0,비철금속,서원,201911,20191202,021050,1,20181201,20191121,20181130,20191031,20190426,20191115,20191111
466,021050,20191202,11.0,철 강 금 속,171.0,비철금속,서원,201912,20190116,023350,0,20190101,20191202,20181231,20191130,20190510,20191129,20191122
467,023350,20190116,26.0,서 비 스 업,335.0,재난/안전(지진 등),한국종합기술,201901,20181218,023800,0,20180201,20190116,20180131,20181231,20180622,20190111,20190106
468,023800,20181218,,,386.0,수소차,인지컨트롤스,201812,20190121,023800,0,20180101,20181218,20171231,20181130,20180525,20181214,20181208
469,023800,20190121,,,386.0,수소차,인지컨트롤스,201901,20190619,025560,0,20180201,20190121,20180131,20181231,20180629,20190118,20190111
470,025560,20190619,14.0,의 료 정 밀,,,미래산업,201906,20190620,025560,1,20180701,20190619,20180630,20190531,20181123,20190614,20190609
471,025560,20190620,14.0,의 료 정 밀,,,미래산업,201906,20190724,025560,0,20180701,20190620,20180630,20190531,20181123,20190614,20190610
472,025560,20190724,14.0,의 료 정 밀,,,미래산업,201907,20191021,025560,0,20180801,20190724,20180731,20190630,20181228,20190719,20190714
473,025560,20191021,14.0,의 료 정 밀,,,미래산업,201910,20190220,025620,0,20181101,20191021,20181031,20190930,20190329,20191018,20191011
474,025620,20190220,,,110.0,화장품,제이준코스메틱,201902,20191031,025620,0,20180301,20190220,20180228,20190131,20180727,20190215,20190210
475,025620,20191031,,,110.0,화장품,제이준코스메틱,201910,20191108,025620,1,20181101,20191031,20181031,20190930,20190405,20191025,20191021
476,025620,20191108,,,110.0,화장품,제이준코스메틱,201911,20190509,025820,0,20181201,20191108,20181130,20191031,20190412,20191101,20191029
477,025820,20190509,11.0,철 강 금 속,171.0,비철금속,이구산업,201905,20190510,025820,1,20180601,20190509,20180531,20190430,20181012,20190503,20190429
478,025820,20190510,11.0,철 강 금 속,171.0,비철금속,이구산업,201905,20190114,025860,0,20180601,20190510,20180531,20190430,20181012,20190503,20190430
479,025860,20190114,114.0,KP200 에너지화학,206.0,농업,남해화학,201901,20190125,026890,0,20180201,20190114,20180131,20181231,20180622,20190111,20190104
480,026890,20190125,,,,,디피씨,201901,20190312,026890,0,20180201,20190125,20180131,20181231,20180629,20190118,20190115
481,026890,20190312,,,,,디피씨,201903,20190605,026890,0,20180401,20190312,20180331,20190228,20180817,20190308,20190302
482,026890,20190605,,,,,디피씨,201906,20190827,026890,0,20180701,20190605,20180630,20190531,20181109,20190531,20190526
483,026890,20190827,,,,,디피씨,201908,20190917,026890,1,20180901,20190827,20180831,20190731,20190201,20190823,20190817
484,026890,20190917,,,,,디피씨,201909,20191105,026940,0,20181001,20190917,20180930,20190831,20190222,20190913,20190907
485,026940,20191105,11.0,철 강 금 속,313.0,남-북-러 가스관사업,부국철강,201911,20191111,026940,1,20181201,20191105,20181130,20191031,20190412,20191101,20191026
486,026940,20191111,11.0,철 강 금 속,313.0,남-북-러 가스관사업,부국철강,201911,20190418,027740,0,20181201,20191111,20181130,20191031,20190419,20191108,20191101
487,027740,20190418,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),마니커,201904,20190422,027740,1,20180501,20190418,20180430,20190331,20180921,20190412,20190408
488,027740,20190422,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),마니커,201904,20190531,027740,0,20180501,20190422,20180430,20190331,20180928,20190419,20190412
489,027740,20190531,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),마니커,201905,20190612,027740,1,20180601,20190531,20180531,20190430,20181102,20190524,20190521
490,027740,20190612,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),마니커,201906,20190918,027740,0,20180701,20190612,20180630,20190531,20181116,20190607,20190602
491,027740,20190918,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),마니커,201909,20190920,027740,1,20181001,20190918,20180930,20190831,20190222,20190913,20190908
492,027740,20190920,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),마니커,201909,20190924,027740,1,20181001,20190920,20180930,20190831,20190222,20190913,20190910
493,027740,20190924,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),마니커,201909,20191030,028050,0,20181001,20190924,20180930,20190831,20190301,20190920,20190914
494,028050,20191030,26.0,서 비 스 업,184.0,수자원(양적/질적 개선)  관련주,삼성엔지니어링,201910,20190130,028100,0,20181101,20191030,20181031,20190930,20190405,20191025,20191020
495,028100,20190130,18.0,건   설  업,335.0,재난/안전(지진 등),동아지질,201901,20190424,030720,0,20180201,20190130,20180131,20181231,20180706,20190125,20190120
496,030720,20190424,,,90.0,수산,동원수산,201904,20190806,030720,0,20180501,20190424,20180430,20190331,20180928,20190419,20190414
497,030720,20190806,,,90.0,수산,동원수산,201908,20190814,030720,1,20180901,20190806,20180831,20190731,20190111,20190802,20190727
498,030720,20190814,,,90.0,수산,동원수산,201908,20190405,030790,0,20180901,20190814,20180831,20190731,20190118,20190809,20190804
499,030790,20190405,26.0,서 비 스 업,343.0,인터넷은행,동양네트웍스,201904,20190409,030790,1,20180501,20190405,20180430,20190331,20180907,20190329,20190326
500,030790,20190409,26.0,서 비 스 업,343.0,인터넷은행,동양네트웍스,201904,20190617,031820,0,20180501,20190409,20180430,20190331,20180914,20190405,20190330
501,031820,20190617,26.0,서 비 스 업,402.0,아스콘(아스팔트 콘크리트),콤텍시스템,201906,20191025,031820,0,20180701,20190617,20180630,20190531,20181123,20190614,20190607
502,031820,20191025,26.0,서 비 스 업,402.0,아스콘(아스팔트 콘크리트),콤텍시스템,201910,20191113,031820,1,20181101,20191025,20181031,20190930,20190329,20191018,20191015
503,031820,20191113,26.0,서 비 스 업,402.0,아스콘(아스팔트 콘크리트),콤텍시스템,201911,20191028,032350,0,20181201,20191113,20181130,20191031,20190419,20191108,20191103
504,032350,20191028,26.0,서 비 스 업,147.0,여행,롯데관광개발,201910,20190116,032560,0,20181101,20191028,20181031,20190930,20190405,20191025,20191018
505,032560,20190116,11.0,철 강 금 속,250.0,철도,황금에스티,201901,20190108,033180,0,20180201,20190116,20180131,20181231,20180622,20190111,20190106
506,033180,20190108,,,389.0,면역항암제,필룩스,201901,20190322,033180,0,20180201,20190108,20180131,20181231,20180615,20190104,20181229
507,033180,20190322,,,389.0,면역항암제,필룩스,201903,20191001,033180,0,20180401,20190322,20180331,20190228,20180824,20190315,20190312
508,033180,20191001,,,389.0,면역항암제,필룩스,201910,20191004,033180,1,20181001,20191001,20181031,20190930,20190308,20190927,20190921
509,033180,20191004,,,389.0,면역항암제,필룩스,201910,20191014,033180,1,20181101,20191004,20181031,20190930,20190308,20190927,20190924
510,033180,20191014,,,389.0,면역항암제,필룩스,201910,20191015,033180,1,20181101,20191014,20181031,20190930,20190322,20191011,20191004
511,033180,20191015,,,389.0,면역항암제,필룩스,201910,20191018,033180,1,20181101,20191015,20181031,20190930,20190322,20191011,20191005
512,033180,20191018,,,389.0,면역항암제,필룩스,201910,20191025,033240,0,20181101,20191018,20181031,20190930,20190322,20191011,20191008
513,033240,20191025,,,393.0,갤럭시 부품주,자화전자,201910,20190410,033250,0,20181101,20191025,20181031,20190930,20190329,20191018,20191015
514,033250,20190410,,,417.0,아프리카 돼지열병(ASF),체시스,201904,20190603,033250,0,20180501,20190410,20180430,20190331,20180914,20190405,20190331
515,033250,20190603,,,417.0,아프리카 돼지열병(ASF),체시스,201906,20190919,033250,0,20180701,20190603,20180630,20190531,20181109,20190531,20190524
516,033250,20190919,,,417.0,아프리카 돼지열병(ASF),체시스,201909,20190920,033250,1,20181001,20190919,20180930,20190831,20190222,20190913,20190909
517,033250,20190920,,,417.0,아프리카 돼지열병(ASF),체시스,201909,20190923,033250,1,20181001,20190920,20180930,20190831,20190222,20190913,20190910
518,033250,20190923,,,417.0,아프리카 돼지열병(ASF),체시스,201909,20190807,033920,0,20181001,20190923,20180930,20190831,20190301,20190920,20190913
519,033920,20190807,5.0,음 식 료 업,86.0,주류업,무학,201908,20190529,034300,0,20180901,20190807,20180831,20190731,20190111,20190802,20190728
520,034300,20190529,18.0,건   설  업,322.0,건설 중소형,신세계건설,201905,20191126,03473K,0,20180601,20190529,20180531,20190430,20181102,20190524,20190519
521,03473K,20191126,,,,,SK우,201911,20191127,03473K,1,20181201,20191126,20181130,20191031,20190503,20191122,20191116
522,03473K,20191127,,,,,SK우,201911,20191114,035420,0,20181201,20191127,20181130,20191031,20190503,20191122,20191117
523,035420,20191114,26.0,서 비 스 업,387.0,블록체인,NAVER,201911,20190416,035720,0,20181201,20191114,20181130,20191031,20190419,20191108,20191104
524,035720,20190416,202.0,KOSPI50,387.0,블록체인,카카오,201904,20190917,036580,0,20180501,20190416,20180430,20190331,20180921,20190412,20190406
525,036580,20190917,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),팜스코,201909,20190925,036580,1,20181001,20190917,20180930,20190831,20190222,20190913,20190907
526,036580,20190925,5.0,음 식 료 업,417.0,아프리카 돼지열병(ASF),팜스코,201909,20191129,037270,0,20181001,20190925,20180930,20190831,20190301,20190920,20190915
527,037270,20191129,,,110.0,화장품,YG PLUS,201911,20190208,037560,0,20181201,20191129,20181130,20191031,20190503,20191122,20191119
528,037560,20190208,,,315.0,MVNO(가상이동통신망사업자),CJ헬로,201902,20190826,037560,0,20180301,20190208,20180228,20190131,20180713,20190201,20190129
529,037560,20190826,,,315.0,MVNO(가상이동통신망사업자),CJ헬로,201908,20190830,037560,1,20180901,20190826,20180831,20190731,20190201,20190823,20190816
530,037560,20190830,,,315.0,MVNO(가상이동통신망사업자),CJ헬로,201908,20191112,039570,0,20180901,20190830,20180831,20190731,20190201,20190823,20190820
531,039570,20191112,18.0,건   설  업,250.0,철도,HDC아이콘트롤스,201911,20190520,044380,0,20181201,20191112,20181130,20191031,20190419,20191108,20191102
532,044380,20190520,,,387.0,블록체인,주연테크,201905,20190916,047040,0,20180601,20190520,20180531,20190430,20181026,20190517,20190510
533,047040,20190916,18.0,건   설  업,237.0,GTX(수도권 광역급행철도),대우건설,201909,20190502,047400,0,20181001,20190916,20180930,20190831,20190222,20190913,20190906
534,047400,20190502,10.0,비금속 광물,298.0,희귀금속(희토류 등),유니온머티리얼,201905,20190510,047400,1,20180601,20190502,20180531,20190430,20181005,20190426,20190422
535,047400,20190510,10.0,비금속 광물,298.0,희귀금속(희토류 등),유니온머티리얼,201905,20190521,047400,1,20180601,20190510,20180531,20190430,20181012,20190503,20190430
536,047400,20190521,10.0,비금속 광물,298.0,희귀금속(희토류 등),유니온머티리얼,201905,20190130,051630,0,20180601,20190521,20180531,20190430,20181026,20190517,20190511
537,051630,20190130,,,13.0,리모델링/인테리어,진양화학,201901,20190116,053690,0,20180201,20190130,20180131,20181231,20180706,20190125,20190120
538,053690,20190116,,,,,한미글로벌,201901,20190201,053690,1,20180201,20190116,20180131,20181231,20180622,20190111,20190106
539,053690,20190201,,,,,한미글로벌,201902,20181204,058730,0,20180201,20190201,20180228,20190131,20180706,20190125,20190122
540,058730,20181204,12.0,기       계,121.0,남북경협,다스코,201812,20190118,058730,0,20180101,20181204,20171231,20181130,20180511,20181130,20181124
541,058730,20190118,12.0,기       계,121.0,남북경협,다스코,201901,20190131,058730,1,20180201,20190118,20180131,20181231,20180622,20190111,20190108
542,058730,20190131,12.0,기       계,121.0,남북경협,다스코,201901,20190116,058860,0,20180201,20190131,20180131,20181231,20180706,20190125,20190121
543,058860,20190116,,,,,KTis,201901,20190612,064350,0,20180201,20190116,20180131,20181231,20180622,20190111,20190106
544,064350,20190612,112.0,KP200 중공업,250.0,철도,현대로템,201906,20190109,068290,0,20180701,20190612,20180630,20190531,20181116,20190607,20190602
545,068290,20190109,,,316.0,엔젤산업,삼성출판사,201901,20190110,068290,1,20180201,20190109,20180131,20181231,20180615,20190104,20181230
546,068290,20190110,,,316.0,엔젤산업,삼성출판사,201901,20190117,068290,1,20180201,20190110,20180131,20181231,20180615,20190104,20181231
547,068290,20190117,,,316.0,엔젤산업,삼성출판사,201901,20190227,068290,0,20180201,20190117,20180131,20181231,20180622,20190111,20190107
548,068290,20190227,,,316.0,엔젤산업,삼성출판사,201902,20190522,068290,0,20180301,20190227,20180228,20190131,20180803,20190222,20190217
549,068290,20190522,,,316.0,엔젤산업,삼성출판사,201905,20191022,068290,0,20180601,20190522,20180531,20190430,20181026,20190517,20190512
550,068290,20191022,,,316.0,엔젤산업,삼성출판사,201910,20191023,068290,1,20181101,20191022,20181031,20190930,20190329,20191018,20191012
551,068290,20191023,,,316.0,엔젤산업,삼성출판사,201910,20191024,068290,1,20181101,20191023,20181031,20190930,20190329,20191018,20191013
552,068290,20191024,,,316.0,엔젤산업,삼성출판사,201910,20191202,068290,0,20181101,20191024,20181031,20190930,20190329,20191018,20191014
553,068290,20191202,,,316.0,엔젤산업,삼성출판사,201912,20190207,069620,0,20190101,20191202,20181231,20191130,20190510,20191129,20191122
554,069620,20190207,9.0,의   약  품,397.0,보톡스(보툴리눔톡신),대웅제약,201902,20190830,069620,0,20180301,20190207,20180228,20190131,20180713,20190201,20190128
555,069620,20190830,9.0,의   약  품,397.0,보톡스(보툴리눔톡신),대웅제약,201908,20190807,069640,0,20180901,20190830,20180831,20190731,20190201,20190823,20190820
556,069640,20190807,,,32.0,패션/의류,한세엠케이,201908,20190212,069730,0,20180901,20190807,20180831,20190731,20190111,20190802,20190728
557,069730,20190212,,,72.0,철강 중소형,DSR제강,201902,20190213,069730,1,20180301,20190212,20180228,20190131,20180720,20190208,20190202
558,069730,20190213,,,72.0,철강 중소형,DSR제강,201902,20190522,069730,0,20180301,20190213,20180228,20190131,20180720,20190208,20190203
559,069730,20190522,,,72.0,철강 중소형,DSR제강,201905,20190607,069730,1,20180601,20190522,20180531,20190430,20181026,20190517,20190512
560,069730,20190607,,,72.0,철강 중소형,DSR제강,201906,20190131,070960,0,20180701,20190607,20180630,20190531,20181109,20190531,20190528
561,070960,20190131,,,,,용평리조트,201901,20190201,070960,1,20180201,20190131,20180131,20181231,20180706,20190125,20190121
562,070960,20190201,,,,,용평리조트,201902,20190306,071840,0,20180201,20190201,20180228,20190131,20180706,20190125,20190122
563,071840,20190306,,,136.0,소매유통,롯데하이마트,201903,20190213,071950,0,20180401,20190306,20180331,20190228,20180810,20190301,20190224
564,071950,20190213,,,398.0,DMZ 평화공원,코아스,201902,20190403,071950,0,20180301,20190213,20180228,20190131,20180720,20190208,20190203
565,071950,20190403,,,398.0,DMZ 평화공원,코아스,201904,20190625,071950,0,20180501,20190403,20180430,20190331,20180907,20190329,20190324
566,071950,20190625,,,398.0,DMZ 평화공원,코아스,201906,20191113,071970,0,20180701,20190625,20180630,20190531,20181130,20190621,20190615
567,071970,20191113,12.0,기       계,386.0,수소차,STX중공업,201911,20191115,071970,1,20181201,20191113,20181130,20191031,20190419,20191108,20191103
568,071970,20191115,12.0,기       계,386.0,수소차,STX중공업,201911,20181218,072130,0,20181201,20191115,20181130,20191031,20190419,20191108,20191105
569,072130,20181218,,,335.0,재난/안전(지진 등),유엔젤,201812,20191111,072130,0,20180101,20181218,20171231,20181130,20180525,20181214,20181208
570,072130,20191111,,,335.0,재난/안전(지진 등),유엔젤,201911,20191119,072130,1,20181201,20191111,20181130,20191031,20190419,20191108,20191101
571,072130,20191119,,,335.0,재난/안전(지진 등),유엔젤,201911,20190415,073240,0,20181201,20191119,20181130,20191031,20190426,20191115,20191109
572,073240,20190415,,,167.0,타이어,금호타이어,201904,20190208,074610,0,20180501,20190415,20180430,20190331,20180921,20190412,20190405
573,074610,20190208,12.0,기       계,415.0,그래핀,나노메딕스,201902,20190521,074610,0,20180301,20190208,20180228,20190131,20180713,20190201,20190129
574,074610,20190521,12.0,기       계,415.0,그래핀,나노메딕스,201905,20190522,074610,1,20180601,20190521,20180531,20190430,20181026,20190517,20190511
575,074610,20190522,12.0,기       계,415.0,그래핀,나노메딕스,201905,20190619,074610,1,20180601,20190522,20180531,20190430,20181026,20190517,20190512
576,074610,20190619,12.0,기       계,415.0,그래핀,나노메딕스,201906,20191001,074610,0,20180701,20190619,20180630,20190531,20181123,20190614,20190609
577,074610,20191001,12.0,기       계,415.0,그래핀,나노메딕스,201910,20191010,074610,1,20181001,20191001,20181031,20190930,20190308,20190927,20190921
578,074610,20191010,12.0,기       계,415.0,그래핀,나노메딕스,201910,20191101,074610,1,20181101,20191010,20181031,20190930,20190315,20191004,20190930
579,074610,20191101,12.0,기       계,415.0,그래핀,나노메딕스,201911,20190925,077500,0,20181101,20191101,20181130,20191031,20190405,20191025,20191022
580,077500,20190925,,,375.0,4차산업 수혜주,유니퀘스트,201909,20190220,078520,0,20181001,20190925,20180930,20190831,20190301,20190920,20190915
581,078520,20190220,,,110.0,화장품,에이블씨엔씨,201902,20190219,079160,0,20180301,20190220,20180228,20190131,20180727,20190215,20190210
582,079160,20190219,,,48.0,영화,CJ CGV,201902,20190212,079440,0,20180301,20190219,20180228,20190131,20180727,20190215,20190209
583,079440,20190212,25.0,보   험  업,283.0,생명보험,오렌지라이프,201902,20181212,081000,0,20180301,20190212,20180228,20190131,20180720,20190208,20190202
584,081000,20181212,,,386.0,수소차,일진다이아,201812,20181219,081000,1,20180101,20181212,20171231,20181130,20180518,20181207,20181202
585,081000,20181219,,,386.0,수소차,일진다이아,201812,20190125,081000,0,20180101,20181219,20171231,20181130,20180525,20181214,20181209
586,081000,20190125,,,386.0,수소차,일진다이아,201901,20190617,081000,0,20180201,20190125,20180131,20181231,20180629,20190118,20190115
587,081000,20190617,,,386.0,수소차,일진다이아,201906,20190718,081000,0,20180701,20190617,20180630,20190531,20181123,20190614,20190607
588,081000,20190718,,,386.0,수소차,일진다이아,201907,20181205,084680,0,20180801,20190718,20180731,20190630,20181221,20190712,20190708
589,084680,20181205,,,181.0,테마파크,이월드,201812,20190516,084680,0,20180101,20181205,20171231,20181130,20180511,20181130,20181125
590,084680,20190516,,,181.0,테마파크,이월드,201905,20190611,084680,1,20180601,20190516,20180531,20190430,20181019,20190510,20190506
591,084680,20190611,,,181.0,테마파크,이월드,201906,20190624,084680,1,20180701,20190611,20180630,20190531,20181116,20190607,20190601
592,084680,20190624,,,181.0,테마파크,이월드,201906,20190807,084680,0,20180701,20190624,20180630,20190531,20181130,20190621,20190614
593,084680,20190807,,,181.0,테마파크,이월드,201908,20191029,084680,0,20180901,20190807,20180831,20190731,20190111,20190802,20190728
594,084680,20191029,,,181.0,테마파크,이월드,201910,20190806,084870,0,20181101,20191029,20181031,20190930,20190405,20191025,20191019
595,084870,20190806,6.0,섬 유 의 복,421.0,日 불매운동 관련주,TBH글로벌,201908,20181219,085310,0,20180901,20190806,20180831,20190731,20190111,20190802,20190727
596,085310,20181219,12.0,기       계,386.0,수소차,엔케이,201812,20190129,085310,0,20180101,20181219,20171231,20181130,20180525,20181214,20181209
597,085310,20190129,12.0,기       계,386.0,수소차,엔케이,201901,20191112,089470,0,20180201,20190129,20180131,20181231,20180706,20190125,20190119
598,089470,20191112,,,27.0,자동차부품,HDC현대EP,201911,20190412,089590,0,20181201,20191112,20181130,20191031,20190419,20191108,20191102
599,089590,20190412,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),제주항공,201904,20181210,090080,0,20180501,20190412,20180430,20190331,20180914,20190405,20190402
600,090080,20181210,,,386.0,수소차,평화산업,201812,20181212,090080,1,20180101,20181210,20171231,20181130,20180518,20181207,20181130
601,090080,20181212,,,386.0,수소차,평화산업,201812,20190118,090080,0,20180101,20181212,20171231,20181130,20180518,20181207,20181202
602,090080,20190118,,,386.0,수소차,평화산업,201901,20190904,090080,0,20180201,20190118,20180131,20181231,20180622,20190111,20190108
603,090080,20190904,,,386.0,수소차,평화산업,201909,20190409,090370,0,20181001,20190904,20180930,20190831,20190208,20190830,20190825
604,090370,20190409,6.0,섬 유 의 복,32.0,패션/의류,메타랩스,201904,20191030,090430,0,20180501,20190409,20180430,20190331,20180914,20190405,20190330
605,090430,20191030,117.0,KP200 생활소비재,110.0,화장품,아모레퍼시픽,201910,20190221,091810,0,20181101,20191030,20181031,20190930,20190405,20191025,20191020
606,091810,20190221,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),티웨이항공,201902,20190821,091810,0,20180301,20190221,20180228,20190131,20180727,20190215,20190211
607,091810,20190821,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),티웨이항공,201908,20191112,091810,0,20180901,20190821,20180831,20190731,20190125,20190816,20190811
608,091810,20191112,19.0,운 수 창 고,166.0,항공/저가 항공사(LCC),티웨이항공,201911,20190510,092220,0,20181201,20191112,20181130,20191031,20190419,20191108,20191102
609,092220,20190510,,,227.0,전기차,KEC,201905,20190118,092780,0,20180601,20190510,20180531,20190430,20181012,20190503,20190430
610,092780,20190118,,,386.0,수소차,동양피스톤,201901,20190121,092780,1,20180201,20190118,20180131,20181231,20180622,20190111,20190108
611,092780,20190121,,,386.0,수소차,동양피스톤,201901,20190405,093230,0,20180201,20190121,20180131,20181231,20180629,20190118,20190111
612,093230,20190405,,,334.0,사물인터넷,이아이디,201904,20190409,093230,1,20180501,20190405,20180430,20190331,20180907,20190329,20190326
613,093230,20190409,,,334.0,사물인터넷,이아이디,201904,20190610,093230,0,20180501,20190409,20180430,20190331,20180914,20190405,20190330
614,093230,20190610,,,334.0,사물인터넷,이아이디,201906,20190611,093230,1,20180701,20190610,20180630,20190531,20181116,20190607,20190531
615,093230,20190611,,,334.0,사물인터넷,이아이디,201906,20190617,093230,1,20180701,20190611,20180630,20190531,20181116,20190607,20190601
616,093230,20190617,,,334.0,사물인터넷,이아이디,201906,20190716,093230,1,20180701,20190617,20180630,20190531,20181123,20190614,20190607
617,093230,20190716,,,334.0,사물인터넷,이아이디,201907,20190321,093370,0,20180801,20190716,20180731,20190630,20181221,20190712,20190706
618,093370,20190321,114.0,KP200 에너지화학,422.0,日 수출 규제 관련주(국산화 등),후성,201903,20190701,093370,0,20180401,20190321,20180331,20190228,20180824,20190315,20190311
619,093370,20190701,114.0,KP200 에너지화학,422.0,日 수출 규제 관련주(국산화 등),후성,201907,20190703,093370,1,20180701,20190701,20180731,20190630,20181207,20190628,20190621
620,093370,20190703,114.0,KP200 에너지화학,422.0,日 수출 규제 관련주(국산화 등),후성,201907,20190711,093370,1,20180801,20190703,20180731,20190630,20181207,20190628,20190623
621,093370,20190711,114.0,KP200 에너지화학,422.0,日 수출 규제 관련주(국산화 등),후성,201907,20190715,093370,1,20180801,20190711,20180731,20190630,20181214,20190705,20190701
622,093370,20190715,114.0,KP200 에너지화학,422.0,日 수출 규제 관련주(국산화 등),후성,201907,20190716,093370,1,20180801,20190715,20180731,20190630,20181221,20190712,20190705
623,093370,20190716,114.0,KP200 에너지화학,422.0,日 수출 규제 관련주(국산화 등),후성,201907,20190311,095720,0,20180801,20190716,20180731,20190630,20181221,20190712,20190706
624,095720,20190311,,,316.0,엔젤산업,웅진씽크빅,201903,20191014,095720,0,20180401,20190311,20180331,20190228,20180817,20190308,20190301
625,095720,20191014,,,316.0,엔젤산업,웅진씽크빅,201910,20190716,096760,0,20181101,20191014,20181031,20190930,20190322,20191011,20191004
626,096760,20190716,,,111.0,지주사,JW홀딩스,201907,20190116,097230,0,20180801,20190716,20180731,20190630,20181221,20190712,20190706
627,097230,20190116,18.0,건   설  업,381.0,LNG(액화천연가스),한진중공업,201901,20190123,097230,1,20180201,20190116,20180131,20181231,20180622,20190111,20190106
628,097230,20190123,18.0,건   설  업,381.0,LNG(액화천연가스),한진중공업,201901,20190124,097230,1,20180201,20190123,20180131,20181231,20180629,20190118,20190113
629,097230,20190124,18.0,건   설  업,381.0,LNG(액화천연가스),한진중공업,201901,20190423,097230,0,20180201,20190124,20180131,20181231,20180629,20190118,20190114
630,097230,20190423,18.0,건   설  업,381.0,LNG(액화천연가스),한진중공업,201904,20190514,100220,0,20180501,20190423,20180430,20190331,20180928,20190419,20190413
631,100220,20190514,,,52.0,교육/온라인 교육,비상교육,201905,20181220,101140,0,20180601,20190514,20180531,20190430,20181019,20190510,20190504
632,101140,20181220,,,331.0,가상화폐(비트코인 등),비티원,201812,20191031,101140,0,20180101,20181220,20171231,20181130,20180525,20181214,20181210
633,101140,20191031,,,331.0,가상화폐(비트코인 등),비티원,201910,20191101,101140,1,20181101,20191031,20181031,20190930,20190405,20191025,20191021
634,101140,20191101,,,331.0,가상화폐(비트코인 등),비티원,201911,20190124,101530,0,20181101,20191101,20181130,20191031,20190405,20191025,20191022
635,101530,20190124,5.0,음 식 료 업,421.0,日 불매운동 관련주,해태제과식품,201901,20190730,102280,0,20180201,20190124,20180131,20181231,20180629,20190118,20190114
636,102280,20190730,6.0,섬 유 의 복,421.0,日 불매운동 관련주,쌍방울,201907,20190805,102280,1,20180801,20190730,20180731,20190630,20190104,20190726,20190720
637,102280,20190805,6.0,섬 유 의 복,421.0,日 불매운동 관련주,쌍방울,201908,20191007,102460,0,20180901,20190805,20180831,20190731,20190111,20190802,20190726
638,102460,20191007,,,377.0,치매 관련주,이연제약,201910,20190220,103140,0,20181101,20191007,20181031,20190930,20190315,20191004,20190927
639,103140,20190220,113.0,KP200 철강소재,171.0,비철금속,풍산,201902,20191206,103590,0,20180301,20190220,20180228,20190131,20180727,20190215,20190210
640,103590,20191206,,,229.0,스마트그리드(지능형전력망),일진전기,201912,20190207,105840,0,20190101,20191206,20181231,20191130,20190510,20191129,20191126
641,105840,20190207,14.0,의 료 정 밀,401.0,원자력발전소 해체,우진,201902,20190822,105840,0,20180301,20190207,20180228,20190131,20180713,20190201,20190128
642,105840,20190822,14.0,의 료 정 밀,401.0,원자력발전소 해체,우진,201908,20191125,105840,0,20180901,20190822,20180831,20190731,20190125,20190816,20190812
643,105840,20191125,14.0,의 료 정 밀,401.0,원자력발전소 해체,우진,201911,20190516,111770,0,20181201,20191125,20181130,20191031,20190503,20191122,20191115
644,111770,20190516,,,266.0,겨울관련주,영원무역,201905,20191105,115390,0,20180601,20190516,20180531,20190430,20181019,20190510,20190506
