,index,shcode,shname,target_m,date,close_ratio,min_target,max_target,close,spot_range,check,inrange,squeezed,volume_default,volume_target,volume,deal_f,burn_ratio,rotate_ratio,for_net_buy,com_net_buy,per_net_buy
26,0,000140,하이트진로홀딩스,201907,20190904,0.009009009009008917,9310,12050,11200,0.6897810218978102,True,True,True,True,6291621,310404,100.58,4.98,1.34,-3185,32675,-28538
27,0,000140,하이트진로홀딩스,201907,20190905,-0.004464285714285698,9310,12050,11150,0.6715328467153284,True,True,True,True,6291621,203419,55.67,5.11,0.88,32249,-11833,-20365
28,0,000140,하이트진로홀딩스,201907,20190906,-0.008968609865470878,9310,12050,11050,0.635036496350365,True,True,True,True,6291621,96613,57.73,5.16,0.42,9978,6170,-17790
29,0,000140,하이트진로홀딩스,201907,20190909,0.009049773755656076,9310,12050,11150,0.6715328467153284,True,True,True,True,6291621,230172,98.54,5.25,0.99,21767,-3340,-18392
1,1,000890,보해양조,201905,20190516,0.0,1205,1550,1550,1.0,False,True,True,False,81894808,87177377,91.73,3.83,79.0,-3083080,-466726,5185708
2,1,000890,보해양조,201905,20190517,-0.029032258064516148,1205,1550,1505,0.8695652173913043,False,True,True,False,81894808,19318114,77.57,2.82,17.51,-1130755,-57932,795450
3,1,000890,보해양조,201905,20190520,0.07973421926910307,1205,1550,1625,1.2173913043478262,False,False,False,False,81894808,105005491,103.45,2.01,95.16,-1491245,-627190,2241844
4,1,000890,보해양조,201905,20190521,0.01538461538461533,1205,1550,1650,1.289855072463768,False,False,True,False,81894808,22273981,89.84,1.4,20.19,-299787,16334,314532
5,1,000890,보해양조,201905,20190522,-0.19393939393939397,1205,1550,1330,0.36231884057971014,False,True,False,False,81894808,33962214,60.04,1.76,30.78,327410,-247390,-282575
6,1,000890,보해양조,201905,20190523,-0.022556390977443663,1205,1550,1300,0.2753623188405797,False,True,True,False,81894808,20783091,81.92,1.7,18.83,-64140,1793,70029
7,1,000890,보해양조,201905,20190524,0.01538461538461533,1205,1550,1320,0.3333333333333333,False,True,True,False,81894808,17074249,95.19,1.67,15.47,-49748,-24788,60310
8,1,000890,보해양조,201905,20190527,0.015151515151515138,1205,1550,1340,0.391304347826087,True,True,True,True,81894808,7592792,80.61,1.87,6.88,184243,-6901,-160212
9,1,000890,보해양조,201905,20190528,0.003731343283582156,1205,1550,1345,0.4057971014492754,True,True,True,True,81894808,4882076,56.24,2.03,4.42,174246,-117,-208713
10,1,000890,보해양조,201905,20190529,-0.022304832713754608,1205,1550,1315,0.3188405797101449,False,True,True,False,81894808,10151544,90.44,2.68,9.2,719405,-2431317,1714358
11,1,000890,보해양조,201905,20190530,-0.03041825095057038,1205,1550,1275,0.2028985507246377,True,True,True,True,81894808,4053595,43.38,2.9,3.67,219959,-14639,-207629
12,1,000890,보해양조,201905,20190531,-0.0039215686274509665,1205,1550,1270,0.18840579710144928,True,True,True,True,81894808,4540906,73.09,3.3,4.0,532777,35823,-621341
13,1,000890,보해양조,201905,20190603,0.015748031496062964,1205,1550,1290,0.2463768115942029,False,True,True,False,81894808,10049923,97.79,2.47,8.86,-820903,-360044,1170015
14,1,000890,보해양조,201905,20190604,-0.03875968992248058,1205,1550,1240,0.10144927536231885,True,True,True,True,81894808,7638510,51.74,2.52,6.74,239626,-421369,-23953
15,1,000890,보해양조,201905,20190605,0.0040322580645162365,1205,1550,1245,0.11594202898550725,True,True,True,True,81894808,2996156,72.17,3.15,2.62,704748,-2448,-690966
16,1,000890,보해양조,201905,20190607,0.012048192771084265,1205,1550,1260,0.15942028985507245,True,True,True,True,81894808,2753235,105.86,3.59,2.41,529257,5050,-533607
17,1,000890,보해양조,201905,20190610,0.031746031746031855,1205,1550,1300,0.2753623188405797,False,True,True,False,81894808,9581211,111.33,2.97,8.39,-710544,35278,674993
18,1,000890,보해양조,201905,20190611,0.026923076923076827,1205,1550,1335,0.37681159420289856,True,True,True,True,81894808,4723007,105.0,3.05,4.14,91860,33522,-125351
19,1,000890,보해양조,201905,20190612,-0.014981273408239737,1205,1550,1315,0.3188405797101449,True,True,True,True,81894808,6765901,94.54,2.01,5.93,-1029045,47352,973764
20,1,000890,보해양조,201905,20190613,0.026615969581748944,1205,1550,1350,0.42028985507246375,True,True,True,True,81894808,3160634,115.87,2.49,2.77,820491,6282,-811849
21,1,000890,보해양조,201905,20190614,0.0,1205,1550,1350,0.42028985507246375,True,True,True,True,81894808,5487070,84.65,2.15,4.81,-388061,-77,393428
22,1,000890,보해양조,201905,20190617,0.0037037037037037646,1205,1550,1355,0.43478260869565216,True,True,True,True,81894808,2760982,69.96,2.66,2.42,572935,16805,-585605
23,1,000890,보해양조,201905,20190618,-0.03321033210332103,1205,1550,1310,0.30434782608695654,True,True,True,True,81894808,3200814,43.19,2.69,2.8,13363,-11704,-7059
24,1,000890,보해양조,201905,20190619,0.026717557251908497,1205,1550,1345,0.4057971014492754,True,True,True,True,81894808,3113799,110.5,3.27,2.73,1016363,-9891,-1009172
25,1,000890,보해양조,201905,20190620,0.0037174721189590088,1205,1550,1350,0.42028985507246375,True,True,True,True,81894808,2159247,68.77,3.44,1.89,202606,34873,-230268
26,1,000890,보해양조,201905,20190621,-0.011111111111111072,1205,1550,1335,0.37681159420289856,True,True,True,True,81894808,2515799,73.89,3.69,2.2,99308,14682,-113748
27,1,000890,보해양조,201905,20190624,0.014981273408239737,1205,1550,1355,0.43478260869565216,True,True,True,True,81894808,2781503,118.74,4.01,2.44,520264,-94,-522069
28,1,000890,보해양조,201905,20190625,0.007380073800737907,1205,1550,1365,0.463768115942029,True,True,True,True,81894808,4477207,103.62,4.1,3.92,124943,2709,-123408
29,1,000890,보해양조,201905,20190626,-0.02197802197802201,1205,1550,1335,0.37681159420289856,True,True,True,True,81894808,2720998,44.22,3.91,2.38,-302406,38620,265355
1,2,001140,카리스국보,201903,20190314,-0.07509157509157505,30150,27300,25250,1.719298245614035,False,False,False,False,1303767,365876,72.0,0.15,21.75,-116,1,1446
2,2,001140,카리스국보,201903,20190315,-0.09504950495049502,30150,27300,22850,2.56140350877193,False,False,False,False,1303767,487198,72.08,0.19,28.96,1044,2,-7327
3,2,001140,카리스국보,201903,20190318,0.29978118161925593,30150,27300,29700,0.15789473684210525,False,False,False,False,1303767,1060965,124.13,0.35,63.07,2618,4,-4871
4,2,001140,카리스국보,201903,20190319,-0.101010101010101,30150,27300,26700,1.2105263157894737,False,False,False,False,1303767,429929,51.8,0.29,25.56,-793,0,-3489
5,2,001140,카리스국보,201903,20190320,-0.13108614232209737,30150,27300,23200,2.43859649122807,False,False,False,False,1303767,502270,57.77,0.31,29.86,35,0,-1771
6,2,001140,카리스국보,201903,20190321,-0.008620689655172376,30150,27300,23000,2.508771929824561,False,False,True,False,1303767,280727,68.07,0.37,16.69,1309,0,-3099
7,2,001140,카리스국보,201903,20190322,-0.03260869565217395,30150,27300,22250,2.7719298245614037,False,False,False,False,1303767,218229,62.35,0.45,12.97,1401,-6,-12102
8,2,001140,카리스국보,201903,20190325,-0.01573033707865168,30150,27300,21900,2.8947368421052633,False,False,True,True,1303767,129333,60.98,0.48,7.69,446,0,-2071
9,2,001140,카리스국보,201903,20190326,0.04566210045662111,30150,27300,22900,2.543859649122807,False,False,True,True,1303767,125463,108.82,0.52,7.46,734,1,-1685
10,2,001140,카리스국보,201903,20190327,-0.0393013100436681,30150,27300,22000,2.8596491228070176,False,False,False,True,1303767,71671,31.37,0.46,4.26,-1160,4,782
11,2,001140,카리스국보,201903,20190328,-0.045454545454545414,30150,27300,21000,3.210526315789474,False,False,False,True,1303767,126169,30.34,0.51,7.5,878,3294,-8739
12,2,001140,카리스국보,201903,20190329,0.016666666666666607,30150,27300,21350,3.087719298245614,False,False,False,True,1303767,60898,71.01,0.68,3.62,2786,-469,-2977
13,2,001140,카리스국보,201903,20190401,0.016393442622950838,30150,27300,21700,2.9649122807017543,False,False,True,True,1303767,46272,89.22,0.9,2.75,3776,-2812,-9000
14,2,001140,카리스국보,201903,20190402,-0.016129032258064502,30150,27300,21350,3.087719298245614,False,False,True,True,1303767,40932,44.52,1.1,2.43,3279,3,-7949
15,2,001140,카리스국보,201903,20190403,-0.0023419203747072626,30150,27300,21300,3.1052631578947367,False,False,True,True,1303767,28305,69.25,1.34,1.68,4171,-1,-4170
16,2,001140,카리스국보,201903,20190404,0.028169014084507005,30150,27300,21900,2.8947368421052633,False,False,True,True,1303767,84831,121.22,1.09,5.04,-4259,1,4608
17,2,001140,카리스국보,201903,20190405,0.06621004566210043,30150,27300,23350,2.3859649122807016,False,False,False,False,1303767,394614,96.0,1.06,23.46,-502,-1,889
18,2,001140,카리스국보,201903,20190408,-0.025695931477516032,30150,27300,22750,2.5964912280701755,False,False,True,True,1303767,79677,36.75,0.6,4.74,-7813,0,3913
19,2,001140,카리스국보,201903,20190409,0.03956043956043964,30150,27300,23650,2.280701754385965,False,False,True,True,1303767,93624,96.08,0.62,5.57,511,0,-191
20,2,001140,카리스국보,201903,20190410,-0.010570824524312905,30150,27300,23400,2.3684210526315788,False,False,True,True,1303767,54424,42.83,0.68,3.24,1020,-2,-3188
21,2,001140,카리스국보,201903,20190411,-0.04487179487179482,30150,27300,22350,2.736842105263158,False,False,False,True,1303767,72325,28.6,0.48,4.3,-3506,-8,3821
22,2,001140,카리스국보,201903,20190412,-0.01118568232662187,30150,27300,22100,2.824561403508772,False,False,True,True,1303767,34044,40.74,0.73,2.02,4245,-4,-4241
23,2,001140,카리스국보,201903,20190415,-0.009049773755656076,30150,27300,21900,2.8947368421052633,False,False,True,True,1303767,39399,25.97,0.76,2.34,610,-1,-609
24,2,001140,카리스국보,201903,20190416,0.0,30150,27300,21900,2.8947368421052633,False,False,True,True,1303767,33846,48.71,1.07,2.01,5183,0,-5180
25,2,001140,카리스국보,201903,20190417,0.027397260273972712,30150,27300,22500,2.6842105263157894,False,False,True,True,1303767,96613,103.01,1.22,5.74,2556,-2,-434
26,2,001140,카리스국보,201903,20190418,-0.004444444444444473,30150,27300,22400,2.719298245614035,False,False,True,True,1303767,33499,41.36,1.14,1.99,-1209,-1,1210
27,2,001140,카리스국보,201903,20190419,0.013392857142857206,30150,27300,22700,2.6140350877192984,False,False,True,True,1303767,26549,69.38,1.33,1.58,3356,-3,-3453
28,2,001140,카리스국보,201903,20190422,0.026431718061673992,30150,27300,23300,2.4035087719298245,False,False,True,False,1303767,152283,113.26,1.7,9.05,6153,1,18453
29,2,001140,카리스국보,201903,20190423,-0.03218884120171672,30150,27300,22550,2.6666666666666665,False,False,True,True,1303767,58257,25.7,1.63,3.46,-1110,-1,4639
30,2,001140,카리스국보,201903,20190424,0.02882483370288247,30150,27300,23200,2.43859649122807,False,False,True,True,1303767,51418,97.48,1.72,3.06,1442,0,-1158
1,3,001340,백광산업,201909,20190918,-0.032733224222585955,2895,3055,2955,0.375,False,True,False,False,13415831,9043933,71.07,2.48,20.13,-75332,-64,143675
2,3,001340,백광산업,201909,20190919,-0.045685279187817285,2895,3055,2820,-0.46875,False,False,True,False,13415831,1926498,56.83,2.61,4.29,39707,1662,-51919
3,3,001340,백광산업,201909,20190920,-0.019503546099290725,2895,3055,2765,-0.8125,False,False,True,False,13415831,3196825,73.34,2.64,7.12,13285,175,-18551
4,3,001340,백광산업,201909,20190923,0.003616636528029016,2895,3055,2775,-0.75,False,False,True,True,13415831,1107645,72.51,2.63,2.47,-3423,-39,-2596
5,3,001340,백광산업,201909,20190924,0.007207207207207134,2895,3055,2795,-0.625,False,False,False,False,13415831,1892383,72.32,2.36,4.21,-121849,1311,127848
6,3,001340,백광산업,201909,20190925,0.0017889087656528524,2895,3055,2800,-0.59375,False,False,True,True,13415831,771930,62.94,2.49,1.72,60485,14373,-79048
7,3,001340,백광산업,201909,20190926,-0.025000000000000022,2895,3055,2730,-1.03125,False,False,True,True,13415831,593336,40.57,2.54,1.32,22325,-189,-20226
8,3,001340,백광산업,201909,20190927,-0.016483516483516536,2895,3055,2685,-1.3125,False,False,True,True,13415831,538045,37.31,2.63,1.2,37886,-353,-29579
1,6,001745,SK네트웍스우,201904,20190419,-0.07333333333333336,105000,150000,139000,0.7555555555555555,False,True,True,False,410166,207697,75.36,0.47,182.75,0,0,-10
2,6,001745,SK네트웍스우,201904,20190422,0.05395683453237421,105000,150000,146500,0.9222222222222223,False,True,False,False,410166,143761,74.01,0.47,126.5,0,0,54
3,6,001745,SK네트웍스우,201904,20190423,-0.05460750853242324,105000,150000,138500,0.7444444444444445,False,True,False,False,410166,84721,60.06,0.47,74.55,0,0,120
4,6,001745,SK네트웍스우,201904,20190424,-0.13718411552346566,105000,150000,119500,0.32222222222222224,False,True,False,False,410166,43693,41.06,0.47,38.45,0,0,61
5,6,001745,SK네트웍스우,201904,20190425,-0.09623430962343094,105000,150000,108000,0.06666666666666667,False,True,False,False,410166,42754,68.34,0.47,37.62,0,0,-1
6,6,001745,SK네트웍스우,201904,20190426,-0.00462962962962965,105000,150000,107500,0.05555555555555555,False,True,False,False,410166,42910,71.1,0.47,37.76,0,0,-99
7,6,001745,SK네트웍스우,201904,20190429,-0.06046511627906981,105000,150000,101000,-0.08888888888888889,False,False,False,True,410166,16593,55.83,0.47,14.6,0,0,10
8,6,001745,SK네트웍스우,201904,20190430,0.01980198019801982,105000,150000,103000,-0.044444444444444446,False,False,True,True,410166,31260,75.69,0.47,27.51,0,0,-26
9,6,001745,SK네트웍스우,201904,20190502,-0.058252427184465994,105000,150000,97000,-0.17777777777777778,False,False,False,True,410166,10647,28.86,0.47,9.37,0,0,-3
10,6,001745,SK네트웍스우,201904,20190503,0.017525773195876226,105000,150000,98700,-0.14,False,False,True,True,410166,23888,74.85,0.47,21.02,0,0,-94
11,6,001745,SK네트웍스우,201904,20190507,-0.09726443768996962,105000,150000,89100,-0.35333333333333333,False,False,False,True,410166,9690,46.54,0.51,8.53,47,0,-65
12,6,001745,SK네트웍스우,201904,20190508,0.2962962962962963,105000,150000,115500,0.23333333333333334,False,True,False,False,410166,100841,133.66,0.51,88.73,0,0,708
13,6,001745,SK네트웍스우,201904,20190509,-0.1515151515151515,105000,150000,98000,-0.15555555555555556,False,False,False,False,410166,78339,60.11,0.74,68.93,263,0,-5
14,6,001745,SK네트웍스우,201904,20190510,-0.0357142857142857,105000,150000,94500,-0.23333333333333334,False,False,False,False,410166,48664,57.09,1.31,42.82,640,0,-651
15,6,001745,SK네트웍스우,201904,20190513,-0.05291005291005291,105000,150000,89500,-0.34444444444444444,False,False,False,True,410166,20190,59.76,0.54,17.77,-872,0,872
16,6,001745,SK네트웍스우,201904,20190514,-0.027932960893854775,105000,150000,87000,-0.4,False,False,True,True,410166,18095,54.17,1.02,15.92,541,0,-530
17,6,001745,SK네트웍스우,201904,20190515,-0.005747126436781658,105000,150000,86500,-0.4111111111111111,False,False,True,True,410166,8326,53.55,0.93,7.33,-99,0,109
18,6,001745,SK네트웍스우,201904,20190516,0.005780346820809301,105000,150000,87000,-0.4,False,False,True,True,410166,20321,72.75,0.63,17.88,-340,0,269
19,6,001745,SK네트웍스우,201904,20190517,-0.02298850574712641,105000,150000,85000,-0.4444444444444444,False,False,True,True,410166,8687,44.17,0.83,7.64,232,0,-258
20,6,001745,SK네트웍스우,201904,20190520,-0.05294117647058827,105000,150000,80500,-0.5444444444444444,False,False,False,True,410166,5562,26.43,1.02,4.89,216,0,-216
21,6,001745,SK네트웍스우,201904,20190521,-0.00248447204968949,105000,150000,80300,-0.5488888888888889,False,False,True,True,410166,9666,63.91,1.47,8.51,502,0,-468
22,6,001745,SK네트웍스우,201904,20190522,-0.008717310087173136,105000,150000,79600,-0.5644444444444444,False,False,True,True,410166,6185,50.19,1.46,5.44,-12,0,12
23,6,001745,SK네트웍스우,201904,20190523,0.017587939698492372,105000,150000,81000,-0.5333333333333333,False,False,True,True,410166,5472,69.25,1.31,4.81,-166,202,-36
24,6,001745,SK네트웍스우,201904,20190524,0.006172839506172867,105000,150000,81500,-0.5222222222222223,False,False,True,True,410166,6078,55.51,1.19,5.35,-140,238,-113
25,6,001745,SK네트웍스우,201904,20190527,-0.019631901840490795,105000,150000,79900,-0.5577777777777778,False,False,True,True,410166,3137,70.33,1.38,2.76,221,34,-255
26,6,001745,SK네트웍스우,201904,20190528,0.05882352941176472,105000,150000,84600,-0.4533333333333333,False,False,False,True,410166,17403,182.08,0.8,15.31,-657,-124,766
27,6,001745,SK네트웍스우,201904,20190529,-0.007092198581560294,105000,150000,84000,-0.4666666666666667,False,False,True,True,410166,7248,73.3,1.17,6.38,413,0,-418
28,6,001745,SK네트웍스우,201904,20190530,0.29761904761904767,105000,150000,109000,0.08888888888888889,False,True,False,False,410166,112656,97.57,0.89,99.13,-314,-11,285
1,8,002070,남영비비안,201907,20190726,0.2977346278317152,13250,33850,20050,0.3300970873786408,False,True,False,False,3108737,2174388,101.74,2.79,31.66,0,1498,8948
2,8,002070,남영비비안,201907,20190729,0.29925187032418954,13250,33850,26050,0.6213592233009708,False,True,False,False,3108737,1325896,90.43,2.79,19.31,-79,-115,-91
3,8,002070,남영비비안,201907,20190730,0.0,13250,33850,26050,0.6213592233009708,True,True,True,True,3108737,0,0.0,2.79,0.0,0,0,0
4,8,002070,남영비비안,201907,20190731,0.29942418426103656,13250,33850,33850,1.0,False,True,False,False,3108737,1308522,92.34,2.79,19.05,190,-195,450
5,8,002070,남영비비안,201907,20190801,-0.18316100443131467,13250,33850,27650,0.6990291262135923,False,True,False,False,3108737,3451080,73.79,2.79,50.25,56,-1197,-2711
6,8,002070,남영비비안,201907,20190802,0.016274864376130127,13250,33850,28100,0.720873786407767,False,True,False,False,3108737,3240743,82.34,2.79,47.19,-8,2,3341
7,8,002070,남영비비안,201907,20190805,-0.06049822064056942,13250,33850,26400,0.6383495145631068,False,True,False,False,3108737,1147347,72.18,2.79,16.71,170,-43,-70
8,8,002070,남영비비안,201907,20190806,-0.15530303030303028,13250,33850,22300,0.4393203883495146,False,True,False,False,3108737,725039,69.67,2.8,10.56,726,10,-2344
9,8,002070,남영비비안,201907,20190807,0.022421524663677195,13250,33850,22800,0.46359223300970875,False,True,False,False,3108737,1282055,79.51,2.8,18.67,-45,-1,-2575
10,8,002070,남영비비안,201907,20190808,0.03508771929824572,13250,33850,23600,0.5024271844660194,False,True,False,False,3108737,685524,95.6,2.8,9.98,-55,-41,4583
11,8,002070,남영비비안,201907,20190809,-0.006355932203389814,13250,33850,23450,0.49514563106796117,False,True,True,False,3108737,907980,70.88,2.79,13.22,-402,-3,13804
12,8,002070,남영비비안,201907,20190812,0.01279317697228155,13250,33850,23750,0.5097087378640777,False,True,True,False,3108737,525180,74.32,2.79,7.65,-60,-2,13167
13,8,002070,남영비비안,201907,20190813,-0.06736842105263163,13250,33850,22150,0.4320388349514563,False,True,False,False,3108737,315551,51.47,2.79,4.59,-120,-45,14311
14,8,002070,남영비비안,201907,20190814,0.02483069977426644,13250,33850,22700,0.4587378640776699,False,True,True,False,3108737,450329,87.74,2.78,6.56,-244,113,745
15,8,002070,남영비비안,201907,20190816,0.026431718061673992,13250,33850,23300,0.4878640776699029,False,True,False,True,3108737,266513,98.22,2.79,3.88,92,6,137
16,8,002070,남영비비안,201907,20190819,-0.023605150214592308,13250,33850,22750,0.46116504854368934,False,True,True,False,3108737,339902,64.6,2.78,4.95,-367,-1065,2752
17,8,002070,남영비비안,201907,20190820,0.01758241758241752,13250,33850,23150,0.48058252427184467,True,True,True,True,3108737,284708,94.38,2.8,4.15,359,-265,-1469
18,8,002070,남영비비안,201907,20190821,-0.023758099352051865,13250,33850,22600,0.4538834951456311,False,True,False,True,3108737,183342,54.12,2.78,2.67,-1240,5927,-4720
19,8,002070,남영비비안,201907,20190822,-0.19469026548672563,13250,33850,18200,0.24029126213592233,False,True,False,False,3108737,786402,45.33,2.9,11.45,4903,-3,-3386
20,8,002070,남영비비안,201907,20190823,0.0714285714285714,13250,33850,19500,0.30339805825242716,False,True,False,False,3108737,1456568,95.59,3.09,21.21,12675,-10,-14230
21,8,002070,남영비비안,201907,20190826,-0.06666666666666665,13250,33850,18200,0.24029126213592233,False,True,False,True,3108737,281296,48.78,3.53,4.1,20589,-1,-19163
22,8,002070,남영비비안,201907,20190827,-0.01098901098901095,13250,33850,18000,0.23058252427184467,False,True,False,False,3108737,336505,79.54,3.72,4.9,12766,-9,-15733
23,8,002070,남영비비안,201907,20190828,0.14722222222222214,13250,33850,20650,0.3592233009708738,False,True,False,False,3108737,1224245,90.86,3.63,17.83,-8574,-1,11969
24,8,002070,남영비비안,201907,20190829,-0.0847457627118644,13250,33850,18900,0.27427184466019416,False,True,False,True,3108737,302891,49.66,3.56,4.41,-4625,499,232
25,8,002070,남영비비안,201907,20190830,0.010582010582010692,13250,33850,19100,0.28398058252427183,True,True,True,True,3108737,201259,55.64,3.61,2.93,3764,-10,-4058
26,8,002070,남영비비안,201907,20190902,-0.020942408376963373,13250,33850,18700,0.2645631067961165,True,True,True,True,3108737,124707,49.16,3.62,1.82,998,-2,3120
27,8,002070,남영비비안,201907,20190903,0.002673796791443861,13250,33850,18750,0.2669902912621359,True,True,True,True,3108737,93981,76.92,3.69,1.37,6355,-11,-6225
28,8,002070,남영비비안,201907,20190904,0.0,13250,33850,18750,0.2669902912621359,True,True,True,True,3108737,82101,67.28,3.78,1.2,6585,-3,-6586
29,8,002070,남영비비안,201907,20190905,-0.010666666666666713,13250,33850,18550,0.25728155339805825,False,True,False,True,3108737,71238,35.77,3.87,1.04,4866,-6,-4868
1,9,002070,남영비비안,201907,20190729,0.29925187032418954,16450,33850,26050,0.5517241379310345,False,True,False,False,2174388,1325896,90.43,2.79,19.31,-79,-115,-91
2,9,002070,남영비비안,201907,20190730,0.0,16450,33850,26050,0.5517241379310345,True,True,True,True,2174388,0,0.0,2.79,0.0,0,0,0
3,9,002070,남영비비안,201907,20190731,0.29942418426103656,16450,33850,33850,1.0,False,True,False,False,2174388,1308522,92.34,2.79,19.05,190,-195,450
4,9,002070,남영비비안,201907,20190801,-0.18316100443131467,16450,33850,27650,0.6436781609195402,False,True,False,False,2174388,3451080,73.79,2.79,50.25,56,-1197,-2711
5,9,002070,남영비비안,201907,20190802,0.016274864376130127,16450,33850,28100,0.6695402298850575,False,True,False,False,2174388,3240743,82.34,2.79,47.19,-8,2,3341
6,9,002070,남영비비안,201907,20190805,-0.06049822064056942,16450,33850,26400,0.5718390804597702,False,True,False,False,2174388,1147347,72.18,2.79,16.71,170,-43,-70
7,9,002070,남영비비안,201907,20190806,-0.15530303030303028,16450,33850,22300,0.33620689655172414,False,True,False,False,2174388,725039,69.67,2.8,10.56,726,10,-2344
8,9,002070,남영비비안,201907,20190807,0.022421524663677195,16450,33850,22800,0.3649425287356322,False,True,False,False,2174388,1282055,79.51,2.8,18.67,-45,-1,-2575
9,9,002070,남영비비안,201907,20190808,0.03508771929824572,16450,33850,23600,0.4109195402298851,False,True,False,False,2174388,685524,95.6,2.8,9.98,-55,-41,4583
10,9,002070,남영비비안,201907,20190809,-0.006355932203389814,16450,33850,23450,0.40229885057471265,False,True,True,False,2174388,907980,70.88,2.79,13.22,-402,-3,13804
