,index,shcode,shname,target_day,date,open,high,low,close,volume,deal_f,burn_ratio,rotate_ratio,for_net_buy,com_net_buy,per_net_buy,ma5_score,ma20_score,ma5_20_score
20,77,012160,영흥철강,20190212,20171130,1260,1325,1255,1275,1165,86.41,0.76,1.36,46114,-13075,-37219,0.7,0.0,0.7
21,77,012160,영흥철강,20190212,20171228,1280,1350,1210,1240,1431,50.24,0.85,1.67,112198,-132503,22372,0.7,0.0,0.7
22,77,012160,영흥철강,20190212,20180131,1235,1295,1150,1270,1848,88.21,0.89,2.15,24433,-124098,149834,0.7,0.0,0.7
23,77,012160,영흥철강,20190212,20180228,1270,1565,1180,1305,21831,61.47,0.66,25.44,-129220,-879335,996304,0.7,0.0,0.7
24,77,012160,영흥철강,20190212,20180330,1275,1375,1225,1290,12561,66.36,0.9,14.64,161202,-601699,429126,0.7,0.0,0.7
25,77,012160,영흥철강,20190212,20180430,1300,1820,1265,1640,109316,85.07,0.49,127.37,-502565,-864397,5021952,0.7,0.0,0.7
26,77,012160,영흥철강,20190212,20180531,1690,2195,1400,1585,92944,80.65,1.02,108.29,241792,-255293,31049,0.7,0.0,0.7
27,77,012160,영흥철강,20190212,20180629,1600,1740,1415,1445,33966,84.35,0.37,39.58,-487817,-3200,420623,0.7,0.0,0.7
28,77,012160,영흥철강,20190212,20180731,1445,1455,1105,1215,10739,68.49,1.25,12.51,687862,-4937,-663543,0.7,0.0,0.7
29,77,012160,영흥철강,20190212,20180831,1220,1385,1190,1270,13614,90.41,2.08,15.86,817156,8474,-825284,0.7,0.0,0.7
30,77,012160,영흥철강,20190212,20180928,1285,1595,1245,1305,26713,81.23,2.06,31.12,-86319,2826,83889,0.7,0.0,0.7
31,77,012160,영흥철강,20190212,20181031,1310,1425,871,971,27952,76.94,2.03,32.57,-63223,39286,26596,0.7,0.0,0.7
32,77,012160,영흥철강,20190212,20181130,999,1150,970,1050,5997,69.46,2.04,6.99,-39962,7260,37203,0.7,0.0,0.7
33,77,012160,영흥철강,20190212,20181228,1060,1235,1015,1070,8425,79.26,1.82,9.82,-118784,15032,115541,0.7,0.0,0.7
34,77,012160,영흥철강,20190212,20190131,1095,1355,1050,1270,26753,89.61,2.09,31.17,277681,40114,-320002,0.7,0.0,0.7
35,77,012160,영흥철강,20190212,20190228,1285,1890,1265,1315,96442,83.48,1.19,112.37,-647569,4833,639747,0.7,0.0,0.7
36,77,012160,영흥철강,20190212,20190329,1270,1360,1165,1235,8894,75.17,1.86,10.36,551187,54691,-616493,0.7,0.0,0.7
18,78,012450,한화에어로스페이스,20190813,20180330,29000,30600,27150,29600,7193,114.42,12.99,13.67,-395362,486291,-401157,0.8500000000000001,0.7,1.0
19,78,012450,한화에어로스페이스,20190813,20180430,29450,29800,23950,24100,8223,77.22,12.82,15.63,-450501,-534878,971637,0.8500000000000001,0.7,1.0
20,78,012450,한화에어로스페이스,20190813,20180531,23850,34150,22950,33150,22816,126.66,13.4,43.38,40543,2956312,-3251967,0.8500000000000001,0.7,1.0
21,78,012450,한화에어로스페이스,20190813,20180629,33550,34100,23050,23450,9459,72.68,11.74,17.98,-267856,-330994,592279,0.8500000000000001,0.7,1.0
22,78,012450,한화에어로스페이스,20190813,20180731,23750,24500,21250,22550,7576,79.82,10.92,14.56,-675627,-249485,892446,0.8500000000000001,0.7,1.0
23,78,012450,한화에어로스페이스,20190813,20180831,22750,26400,22200,25000,6558,94.95,11.54,12.6,254485,142434,-373645,0.8500000000000001,0.7,1.0
24,78,012450,한화에어로스페이스,20190813,20180928,25050,28850,24800,25400,6549,83.83,11.57,12.59,-40671,526720,-441059,0.8500000000000001,0.7,1.0
25,78,012450,한화에어로스페이스,20190813,20181031,25450,30550,24950,28450,9348,108.47,12.47,17.96,809688,1153164,-1942609,0.8500000000000001,0.7,1.0
26,78,012450,한화에어로스페이스,20190813,20181130,28550,34800,26700,32450,9949,108.61,14.41,19.12,1660117,73,-1633223,0.8500000000000001,0.7,1.0
27,78,012450,한화에어로스페이스,20190813,20181228,32500,34000,30850,32500,4666,95.53,14.42,8.97,165569,361054,-526509,0.8500000000000001,0.7,1.0
28,78,012450,한화에어로스페이스,20190813,20190131,32400,35200,30100,31400,6233,86.94,14.84,11.98,497833,-398904,-101446,0.8500000000000001,0.7,1.0
29,78,012450,한화에어로스페이스,20190813,20190228,31250,34400,30650,32950,3482,101.65,14.62,6.69,128829,440587,-589978,0.8500000000000001,0.7,1.0
30,78,012450,한화에어로스페이스,20190813,20190329,33250,35400,31800,34400,4547,120.93,15.3,8.74,197766,397015,-835239,0.8500000000000001,0.7,1.0
31,78,012450,한화에어로스페이스,20190813,20190430,34800,35300,30200,30900,4722,58.57,14.4,9.07,-566090,-662426,1183635,0.8500000000000001,0.7,1.0
32,78,012450,한화에어로스페이스,20190813,20190531,30650,32200,28550,29900,4093,102.73,14.57,7.86,14650,370067,-545701,0.8500000000000001,0.7,1.0
33,78,012450,한화에어로스페이스,20190813,20190628,30000,33800,29550,33250,3236,121.14,15.06,6.28,272172,377820,-651117,0.8500000000000001,0.7,1.0
34,78,012450,한화에어로스페이스,20190813,20190731,33250,33700,30200,32200,3074,86.48,15.23,5.96,96078,294887,-394774,0.8500000000000001,0.7,1.0
35,78,012450,한화에어로스페이스,20190813,20190830,31950,39550,28600,38900,9853,112.26,18.87,19.11,1922636,375360,-2215601,0.8500000000000001,0.7,1.0
36,78,012450,한화에어로스페이스,20190813,20190930,38550,44800,38350,42150,7733,74.12,22.09,15.0,1686721,-785783,-887666,0.8500000000000001,0.7,1.0
37,78,012450,한화에어로스페이스,20190813,20191018,42500,43600,39600,41650,3312,70.49,22.92,6.42,424223,-258742,-163988,0.8500000000000001,0.7,1.0
17,79,012610,경인양행,20190726,20180228,5960,6050,5330,5600,5395,61.17,8.01,13.36,200491,-102297,-97002,1.0,1.0,0.8500000000000001
18,79,012610,경인양행,20190726,20180330,5500,6440,5260,6300,9097,104.64,9.92,22.52,751178,44251,-775381,1.0,1.0,0.8500000000000001
19,79,012610,경인양행,20190726,20180430,6340,6860,5620,5750,10456,67.08,9.6,25.88,-75153,42653,33797,1.0,1.0,0.8500000000000001
20,79,012610,경인양행,20190726,20180531,5750,6180,5410,6030,5882,68.2,10.02,14.56,176102,-46877,-121440,1.0,1.0,0.8500000000000001
21,79,012610,경인양행,20190726,20180629,6020,7440,6020,6430,22679,84.82,8.98,56.14,-416257,254539,156481,1.0,1.0,0.8500000000000001
22,79,012610,경인양행,20190726,20180731,6500,6500,5110,5490,9220,58.39,8.99,22.82,-6322,-222384,241231,1.0,1.0,0.8500000000000001
23,79,012610,경인양행,20190726,20180831,5450,6510,5450,6450,4931,98.48,9.46,12.21,118835,61142,-177198,1.0,1.0,0.8500000000000001
24,79,012610,경인양행,20190726,20180928,6460,7070,6210,6440,5698,75.34,10.61,14.1,473875,66625,-633360,1.0,1.0,0.8500000000000001
25,79,012610,경인양행,20190726,20181031,6440,6490,4700,5250,6859,69.97,10.44,16.98,-70208,-42987,-1466104,1.0,1.0,0.8500000000000001
26,79,012610,경인양행,20190726,20181130,5420,6600,5380,5720,5229,74.14,10.12,12.95,-127493,-58617,397964,1.0,1.0,0.8500000000000001
27,79,012610,경인양행,20190726,20181228,5790,6710,5180,5800,3502,79.04,9.97,8.67,-9794,6353,-100056,1.0,1.0,0.8500000000000001
28,79,012610,경인양행,20190726,20190131,5800,6310,5490,6200,4503,75.35,10.24,11.15,153805,34561,-171856,1.0,1.0,0.8500000000000001
29,79,012610,경인양행,20190726,20190228,6200,6990,5820,5900,8793,64.67,9.93,21.77,-96727,-25853,141503,1.0,1.0,0.8500000000000001
30,79,012610,경인양행,20190726,20190329,5980,6300,5720,5930,3488,81.39,9.66,8.64,-94865,49311,26430,1.0,1.0,0.8500000000000001
31,79,012610,경인양행,20190726,20190430,5900,7450,5900,6490,17210,97.89,9.65,42.6,-38541,796492,-382051,1.0,1.0,0.8500000000000001
32,79,012610,경인양행,20190726,20190531,6510,7190,6100,6530,13766,80.19,9.77,34.08,-108160,-2865,99442,1.0,1.0,0.8500000000000001
33,79,012610,경인양행,20190726,20190628,6520,6990,6150,6260,6673,72.67,9.37,16.52,-95722,-176497,171631,1.0,1.0,0.8500000000000001
34,79,012610,경인양행,20190726,20190731,6670,11000,6360,8360,152181,88.26,7.59,376.72,-1083836,-435164,2338207,1.0,1.0,0.8500000000000001
35,79,012610,경인양행,20190726,20190830,8460,9800,7640,7840,114247,80.18,8.21,282.82,191246,112007,-411467,1.0,1.0,0.8500000000000001
36,79,012610,경인양행,20190726,20190930,7910,8770,7760,8400,17359,84.09,8.01,42.68,-62929,207537,-806328,1.0,1.0,0.8500000000000001
17,80,012690,모나리자,20190806,20180228,5350,5440,4655,4755,4106,58.51,0.91,11.23,-234056,-1594,239778,0.0,0.0,0.44999999999999996
18,80,012690,모나리자,20190806,20180330,4750,5000,4415,4840,3312,82.63,1.29,9.06,143270,1963,-139367,0.0,0.0,0.44999999999999996
19,80,012690,모나리자,20190806,20180430,4960,5140,4560,4930,4811,77.75,1.78,13.15,174542,1232,-172070,0.0,0.0,0.44999999999999996
20,80,012690,모나리자,20190806,20180531,5010,5220,4620,4690,4666,67.09,1.97,12.76,58371,1045,-61345,0.0,0.0,0.44999999999999996
21,80,012690,모나리자,20190806,20180629,4655,4780,3645,3755,1914,40.35,1.65,5.23,-111084,-225,110588,0.0,0.0,0.44999999999999996
22,80,012690,모나리자,20190806,20180731,3710,3945,3210,3485,1936,61.49,1.75,5.29,-76867,202,75528,0.0,0.0,0.44999999999999996
23,80,012690,모나리자,20190806,20180831,3500,3680,3200,3495,2593,62.85,1.75,7.09,-2160,2671,-1584,0.0,0.0,0.44999999999999996
24,80,012690,모나리자,20190806,20180928,3500,4340,3450,3600,7362,75.93,1.62,20.13,-83377,2151,79613,0.0,0.0,0.44999999999999996
25,80,012690,모나리자,20190806,20181031,3560,3630,2120,2480,4480,69.52,1.95,12.25,123149,4159,-127746,0.0,0.0,0.44999999999999996
26,80,012690,모나리자,20190806,20181130,2520,4610,2500,3705,70274,80.32,0.65,192.16,-504258,2853,512688,0.0,0.0,0.44999999999999996
27,80,012690,모나리자,20190806,20181228,3745,4265,3310,3500,14854,73.74,0.69,40.62,125932,2747,-128555,0.0,0.0,0.44999999999999996
28,80,012690,모나리자,20190806,20190131,3515,4300,3470,3785,20505,73.99,0.8,56.07,-105167,11748,89381,0.0,0.0,0.44999999999999996
29,80,012690,모나리자,20190806,20190228,3735,4585,3720,4100,15891,77.55,1.02,43.45,61973,55201,-115240,0.0,0.0,0.44999999999999996
30,80,012690,모나리자,20190806,20190329,4365,5390,4260,4485,66112,84.84,0.7,180.78,-95399,19016,53882,0.0,0.0,0.44999999999999996
31,80,012690,모나리자,20190806,20190430,4425,4575,3820,3920,7540,58.91,1.11,20.62,142909,12054,-163933,0.0,0.0,0.44999999999999996
32,80,012690,모나리자,20190806,20190531,3930,4120,3275,3365,2900,84.11,2.07,7.93,381245,49,-382000,0.0,0.0,0.44999999999999996
33,80,012690,모나리자,20190806,20190628,3350,3700,3290,3335,1739,90.56,2.14,4.76,35590,9376,-43643,0.0,0.0,0.44999999999999996
34,80,012690,모나리자,20190806,20190731,3335,3515,2895,3035,4143,76.62,1.68,11.33,-179255,9414,167463,0.0,0.0,0.44999999999999996
35,80,012690,모나리자,20190806,20190830,3000,5100,2970,3585,127370,83.0,0.55,348.28,-405577,24300,417290,0.0,0.0,0.44999999999999996
36,80,012690,모나리자,20190806,20190930,3550,3915,3500,3865,8975,86.93,2.78,24.54,781619,2981,-790839,0.0,0.0,0.44999999999999996
17,81,012800,대창,20190426,20171130,1020,1165,1015,1025,9888,71.15,2.52,10.85,-54889,-87111,252861,0.8500000000000001,0.5,0.8500000000000001
18,81,012800,대창,20190426,20171228,1030,1140,971,1055,13690,72.95,2.57,15.02,46257,-72147,20810,0.8500000000000001,0.5,0.8500000000000001
19,81,012800,대창,20190426,20180131,1060,1300,1040,1215,17647,100.56,3.26,19.36,625923,544,-606759,0.8500000000000001,0.5,0.8500000000000001
20,81,012800,대창,20190426,20180228,1215,1265,1080,1150,11082,60.38,4.19,12.16,820281,-8913,-806821,0.8500000000000001,0.5,0.8500000000000001
21,81,012800,대창,20190426,20180330,1140,1145,1015,1050,6658,50.83,4.26,7.31,65592,-1309,-46385,0.8500000000000001,0.5,0.8500000000000001
22,81,012800,대창,20190426,20180430,1055,1190,1025,1180,13138,92.35,4.59,14.42,298967,3616,-369264,0.8500000000000001,0.5,0.8500000000000001
23,81,012800,대창,20190426,20180531,1205,1530,1160,1205,73741,83.98,5.45,80.91,845439,-214029,-660737,0.8500000000000001,0.5,0.8500000000000001
24,81,012800,대창,20190426,20180629,1215,1330,1055,1095,14207,56.47,5.49,15.59,25444,-6002,-59531,0.8500000000000001,0.5,0.8500000000000001
25,81,012800,대창,20190426,20180731,1085,1240,1010,1085,32448,80.44,4.42,35.6,-1083522,-87016,1040011,0.8500000000000001,0.5,0.8500000000000001
26,81,012800,대창,20190426,20180831,1085,1145,1040,1110,9021,80.08,4.67,9.9,191866,923,-220287,0.8500000000000001,0.5,0.8500000000000001
27,81,012800,대창,20190426,20180928,1110,1200,1070,1150,14538,74.24,4.84,15.95,177430,13808,-238449,0.8500000000000001,0.5,0.8500000000000001
28,81,012800,대창,20190426,20181031,1150,1185,800,895,15458,54.16,4.47,16.96,-342671,2060,504160,0.8500000000000001,0.5,0.8500000000000001
29,81,012800,대창,20190426,20181130,897,997,880,932,7112,56.63,4.42,7.8,149167,7110,-164218,0.8500000000000001,0.5,0.8500000000000001
30,81,012800,대창,20190426,20181228,945,974,907,925,5709,57.98,4.49,6.26,101552,5323,-139899,0.8500000000000001,0.5,0.8500000000000001
31,81,012800,대창,20190426,20190131,922,978,887,969,5431,66.57,4.7,5.96,60431,17761,-78542,0.8500000000000001,0.5,0.8500000000000001
32,81,012800,대창,20190426,20190228,969,1095,957,982,10183,77.19,4.24,11.17,-396211,4866,390713,0.8500000000000001,0.5,0.8500000000000001
33,81,012800,대창,20190426,20190329,982,1020,938,960,6097,44.95,4.05,6.69,-349462,15678,329706,0.8500000000000001,0.5,0.8500000000000001
34,81,012800,대창,20190426,20190430,965,1365,965,1105,103357,108.21,2.67,113.4,-1149277,4181,1409359,0.8500000000000001,0.5,0.8500000000000001
35,81,012800,대창,20190426,20190531,1100,2100,1025,1340,573707,87.86,2.11,629.48,-663436,-7535,644856,0.8500000000000001,0.5,0.8500000000000001
36,81,012800,대창,20190426,20190628,1330,1700,1285,1405,191618,79.24,1.95,210.25,-677909,20905,666404,0.8500000000000001,0.5,0.8500000000000001
17,82,012800,대창,20190509,20171130,1020,1165,1015,1025,9888,71.15,2.52,10.85,-54889,-87111,252861,0.8500000000000001,0.5,0.8500000000000001
18,82,012800,대창,20190509,20171228,1030,1140,971,1055,13690,72.95,2.57,15.02,46257,-72147,20810,0.8500000000000001,0.5,0.8500000000000001
19,82,012800,대창,20190509,20180131,1060,1300,1040,1215,17647,100.56,3.26,19.36,625923,544,-606759,0.8500000000000001,0.5,0.8500000000000001
20,82,012800,대창,20190509,20180228,1215,1265,1080,1150,11082,60.38,4.19,12.16,820281,-8913,-806821,0.8500000000000001,0.5,0.8500000000000001
21,82,012800,대창,20190509,20180330,1140,1145,1015,1050,6658,50.83,4.26,7.31,65592,-1309,-46385,0.8500000000000001,0.5,0.8500000000000001
22,82,012800,대창,20190509,20180430,1055,1190,1025,1180,13138,92.35,4.59,14.42,298967,3616,-369264,0.8500000000000001,0.5,0.8500000000000001
23,82,012800,대창,20190509,20180531,1205,1530,1160,1205,73741,83.98,5.45,80.91,845439,-214029,-660737,0.8500000000000001,0.5,0.8500000000000001
24,82,012800,대창,20190509,20180629,1215,1330,1055,1095,14207,56.47,5.49,15.59,25444,-6002,-59531,0.8500000000000001,0.5,0.8500000000000001
25,82,012800,대창,20190509,20180731,1085,1240,1010,1085,32448,80.44,4.42,35.6,-1083522,-87016,1040011,0.8500000000000001,0.5,0.8500000000000001
26,82,012800,대창,20190509,20180831,1085,1145,1040,1110,9021,80.08,4.67,9.9,191866,923,-220287,0.8500000000000001,0.5,0.8500000000000001
27,82,012800,대창,20190509,20180928,1110,1200,1070,1150,14538,74.24,4.84,15.95,177430,13808,-238449,0.8500000000000001,0.5,0.8500000000000001
28,82,012800,대창,20190509,20181031,1150,1185,800,895,15458,54.16,4.47,16.96,-342671,2060,504160,0.8500000000000001,0.5,0.8500000000000001
29,82,012800,대창,20190509,20181130,897,997,880,932,7112,56.63,4.42,7.8,149167,7110,-164218,0.8500000000000001,0.5,0.8500000000000001
30,82,012800,대창,20190509,20181228,945,974,907,925,5709,57.98,4.49,6.26,101552,5323,-139899,0.8500000000000001,0.5,0.8500000000000001
31,82,012800,대창,20190509,20190131,922,978,887,969,5431,66.57,4.7,5.96,60431,17761,-78542,0.8500000000000001,0.5,0.8500000000000001
32,82,012800,대창,20190509,20190228,969,1095,957,982,10183,77.19,4.24,11.17,-396211,4866,390713,0.8500000000000001,0.5,0.8500000000000001
33,82,012800,대창,20190509,20190329,982,1020,938,960,6097,44.95,4.05,6.69,-349462,15678,329706,0.8500000000000001,0.5,0.8500000000000001
34,82,012800,대창,20190509,20190430,965,1365,965,1105,103357,108.21,2.67,113.4,-1149277,4181,1409359,0.8500000000000001,0.5,0.8500000000000001
35,82,012800,대창,20190509,20190531,1100,2100,1025,1340,573707,87.86,2.11,629.48,-663436,-7535,644856,0.8500000000000001,0.5,0.8500000000000001
36,82,012800,대창,20190509,20190628,1330,1700,1285,1405,191618,79.24,1.95,210.25,-677909,20905,666404,0.8500000000000001,0.5,0.8500000000000001
17,83,013700,까뮤이앤씨,20190131,20170831,10700,10800,10000,10350,115,41.24,0.07,2.54,-73,291,-1652,0.8500000000000001,0.0,1.0
18,83,013700,까뮤이앤씨,20190131,20170929,10350,10350,9700,10150,199,55.69,0.07,4.42,216,356,10983,0.8500000000000001,0.0,1.0
19,83,013700,까뮤이앤씨,20190131,20171031,10150,10200,9900,10050,40,75.78,0.07,0.89,8,-101,1615,0.8500000000000001,0.0,1.0
20,83,013700,까뮤이앤씨,20190131,20171130,10050,10900,9800,10000,186,75.76,0.06,4.12,-556,-2940,-10669,0.8500000000000001,0.0,1.0
21,83,013700,까뮤이앤씨,20190131,20171228,10050,10200,9880,10100,70,67.12,0.06,1.55,0,-960,-9568,0.8500000000000001,0.0,1.0
22,83,013700,까뮤이앤씨,20190131,20180131,10050,10800,9750,10650,176,100.95,0.06,3.91,0,-526,-35426,0.8500000000000001,0.0,1.0
23,83,013700,까뮤이앤씨,20190131,20180228,10700,11950,10200,11600,261,132.94,0.07,5.78,568,-172,3300,0.8500000000000001,0.0,1.0
24,83,013700,까뮤이앤씨,20190131,20180330,11750,15000,11000,13800,1173,73.74,0.13,25.99,2603,547,11023,0.8500000000000001,0.0,1.0
25,83,013700,까뮤이앤씨,20190131,20180430,13800,16200,13350,16200,546,68.2,0.56,12.1,19299,152,5861,0.8500000000000001,0.0,1.0
26,83,013700,까뮤이앤씨,20190131,20180531,16200,16200,1295,1400,33587,67.14,1.66,74.39,463015,1718,-576907,0.8500000000000001,0.0,1.0
27,83,013700,까뮤이앤씨,20190131,20180629,1385,1760,1300,1345,52262,71.18,0.39,115.75,-616735,-2228,920703,0.8500000000000001,0.0,1.0
28,83,013700,까뮤이앤씨,20190131,20180731,1340,1370,1155,1200,7962,64.35,0.21,17.63,-90008,6402,40923,0.8500000000000001,0.0,1.0
29,83,013700,까뮤이앤씨,20190131,20180831,1200,1450,1185,1225,9616,78.45,0.16,21.3,-27672,-4629,93436,0.8500000000000001,0.0,1.0
30,83,013700,까뮤이앤씨,20190131,20180928,1225,1380,1205,1250,6074,79.74,0.46,13.45,137166,1399,-58978,0.8500000000000001,0.0,1.0
31,83,013700,까뮤이앤씨,20190131,20181031,1260,1260,970,1050,4525,63.19,0.44,10.02,-9665,1194,-498422,0.8500000000000001,0.0,1.0
32,83,013700,까뮤이앤씨,20190131,20181130,1030,1360,1010,1270,41129,95.4,0.21,91.09,-103566,1778,679003,0.8500000000000001,0.0,1.0
33,83,013700,까뮤이앤씨,20190131,20181228,1275,1530,1170,1330,17971,72.84,0.51,39.8,146547,3033,-277918,0.8500000000000001,0.0,1.0
34,83,013700,까뮤이앤씨,20190131,20190131,1370,1700,1300,1605,34780,97.94,0.32,77.03,-81242,391,203880,0.8500000000000001,0.0,1.0
35,83,013700,까뮤이앤씨,20190131,20190228,1570,1740,1270,1320,39387,67.98,0.35,87.23,-2278,-362,7728,0.8500000000000001,0.0,1.0
36,83,013700,까뮤이앤씨,20190131,20190329,1325,1650,1265,1385,45797,86.34,0.18,101.43,-102929,76807,423714,0.8500000000000001,0.0,1.0
17,84,014130,한익스프레스,20190416,20171031,47600,48300,43000,47250,60,71.42,4.8,4.99,4598,-881,-4024,1.0,0.0,1.0
18,84,014130,한익스프레스,20190416,20171130,47400,52400,46150,49500,157,70.0,5.48,13.04,7965,-17109,10232,1.0,0.0,1.0
19,84,014130,한익스프레스,20190416,20171228,49500,49800,43300,44400,134,62.79,6.38,11.16,14113,-39239,24899,1.0,0.0,1.0
20,84,014130,한익스프레스,20190416,20180131,44400,68300,43700,63700,245,130.57,7.11,20.41,8665,23208,-30208,1.0,0.0,1.0
21,84,014130,한익스프레스,20190416,20180228,64600,67500,55000,60600,130,96.38,7.16,10.82,509,15794,-14823,1.0,0.0,1.0
22,84,014130,한익스프레스,20190416,20180330,61000,78400,57800,65700,521,69.61,7.76,43.41,6876,-26339,21841,1.0,0.0,1.0
23,84,014130,한익스프레스,20190416,20180430,65500,72500,6000,6010,483,48.44,7.78,4.02,-14668,-7676,22420,1.0,0.0,1.0
24,84,014130,한익스프레스,20190416,20180531,6040,6890,5270,5600,4148,67.1,8.22,34.57,45912,-166187,120617,1.0,0.0,1.0
25,84,014130,한익스프레스,20190416,20180629,5590,5970,4800,5010,2275,78.45,9.14,18.96,96764,-41480,-59820,1.0,0.0,1.0
26,84,014130,한익스프레스,20190416,20180731,4920,5190,4800,4905,502,83.77,10.14,4.18,120100,-36675,-82193,1.0,0.0,1.0
27,84,014130,한익스프레스,20190416,20180831,4915,5060,4615,4675,373,60.65,10.49,3.11,42608,-30248,-10773,1.0,0.0,1.0
28,84,014130,한익스프레스,20190416,20180928,4675,5620,4555,4670,2509,81.34,10.36,20.91,-15866,-7841,23243,1.0,0.0,1.0
29,84,014130,한익스프레스,20190416,20181031,4630,4715,3625,3860,751,37.47,10.64,6.26,25659,853,-23519,1.0,0.0,1.0
30,84,014130,한익스프레스,20190416,20181130,3860,4850,3860,4530,675,104.76,10.47,5.62,-20434,1944,18052,1.0,0.0,1.0
31,84,014130,한익스프레스,20190416,20181228,4530,4645,4095,4345,298,71.77,10.64,2.49,20041,727,-20999,1.0,0.0,1.0
32,84,014130,한익스프레스,20190416,20190131,4445,4950,4100,4795,607,80.81,10.9,5.06,32251,5023,-37882,1.0,0.0,1.0
33,84,014130,한익스프레스,20190416,20190228,4850,5420,4740,4980,808,69.28,11.04,6.73,16446,-7866,-11457,1.0,0.0,1.0
34,84,014130,한익스프레스,20190416,20190329,4995,5170,4525,4695,385,61.86,10.91,3.2,-14096,-958,15177,1.0,0.0,1.0
35,84,014130,한익스프레스,20190416,20190430,4745,10150,4610,8450,42346,81.49,8.48,352.88,-323091,-12902,955745,1.0,0.0,1.0
36,84,014130,한익스프레스,20190416,20190531,8270,10550,6450,6890,40090,82.33,5.71,334.09,-351640,-23109,377366,1.0,0.0,1.0
17,85,014580,백광소재,20190531,20171228,2905,3010,2765,2770,769,53.64,0.3,2.79,-23964,35588,2891,1.0,1.0,1.0
18,85,014580,백광소재,20190531,20180131,2785,2805,2615,2735,1262,34.05,0.41,4.57,16950,-298224,279305,1.0,1.0,1.0
19,85,014580,백광소재,20190531,20180228,2725,2790,2615,2620,809,35.54,0.44,2.93,7508,-244426,235343,1.0,1.0,1.0
20,85,014580,백광소재,20190531,20180330,2620,2840,2590,2795,1504,56.44,0.45,5.45,1890,-176530,175790,1.0,1.0,1.0
21,85,014580,백광소재,20190531,20180430,2795,3180,2730,3060,1933,97.21,0.54,7.01,24921,-19081,-8420,1.0,1.0,1.0
22,85,014580,백광소재,20190531,20180531,3080,4170,3005,3500,22321,77.55,0.98,80.92,95425,-197687,123344,1.0,1.0,1.0
23,85,014580,백광소재,20190531,20180629,3530,4685,3155,3320,32824,78.88,0.74,119.0,-119760,-127491,246866,1.0,1.0,1.0
24,85,014580,백광소재,20190531,20180731,3300,3400,2960,3140,3416,56.69,0.7,12.38,-20513,-46577,69928,1.0,1.0,1.0
25,85,014580,백광소재,20190531,20180831,3140,3810,3065,3290,6477,74.8,1.12,23.48,109478,-11887,-95926,1.0,1.0,1.0
26,85,014580,백광소재,20190531,20180928,3275,3720,3180,3235,3004,75.7,1.28,10.89,46223,-23068,-22835,1.0,1.0,1.0
27,85,014580,백광소재,20190531,20181031,3235,3315,2250,2530,2761,46.63,1.67,10.01,104208,-232968,-76037,1.0,1.0,1.0
28,85,014580,백광소재,20190531,20181130,2540,2725,2535,2695,776,75.94,1.71,2.81,11385,-10248,17502,1.0,1.0,1.0
29,85,014580,백광소재,20190531,20181228,2720,2975,2505,2600,1456,60.88,1.59,5.28,7661,-14362,-45660,1.0,1.0,1.0
30,85,014580,백광소재,20190531,20190131,2630,3600,2545,3125,19026,74.92,0.97,68.98,-175608,-127034,540364,1.0,1.0,1.0
31,85,014580,백광소재,20190531,20190228,3180,3280,2860,2860,2965,61.02,1.42,10.75,123645,-7132,-122390,1.0,1.0,1.0
32,85,014580,백광소재,20190531,20190329,2860,3385,2815,2860,8931,72.2,1.3,32.38,-41538,12970,25733,1.0,1.0,1.0
33,85,014580,백광소재,20190531,20190430,2890,3525,2860,3095,13764,74.97,0.58,49.9,-226238,86420,147624,1.0,1.0,1.0
34,85,014580,백광소재,20190531,20190531,3095,3650,2760,3305,17463,74.77,0.69,63.31,11641,59553,-80944,1.0,1.0,1.0
35,85,014580,백광소재,20190531,20190628,3375,6120,3240,3705,145489,85.91,0.74,527.46,-126392,-308889,1363443,1.0,1.0,1.0
36,85,014580,백광소재,20190531,20190731,3705,4240,3215,3500,33165,75.23,1.67,120.24,300507,3121,-284445,1.0,1.0,1.0
17,86,014580,백광소재,20190604,20171228,2905,3010,2765,2770,769,53.64,0.3,2.79,-23964,35588,2891,1.0,1.0,1.0
18,86,014580,백광소재,20190604,20180131,2785,2805,2615,2735,1262,34.05,0.41,4.57,16950,-298224,279305,1.0,1.0,1.0
19,86,014580,백광소재,20190604,20180228,2725,2790,2615,2620,809,35.54,0.44,2.93,7508,-244426,235343,1.0,1.0,1.0
20,86,014580,백광소재,20190604,20180330,2620,2840,2590,2795,1504,56.44,0.45,5.45,1890,-176530,175790,1.0,1.0,1.0
21,86,014580,백광소재,20190604,20180430,2795,3180,2730,3060,1933,97.21,0.54,7.01,24921,-19081,-8420,1.0,1.0,1.0
22,86,014580,백광소재,20190604,20180531,3080,4170,3005,3500,22321,77.55,0.98,80.92,95425,-197687,123344,1.0,1.0,1.0
23,86,014580,백광소재,20190604,20180629,3530,4685,3155,3320,32824,78.88,0.74,119.0,-119760,-127491,246866,1.0,1.0,1.0
24,86,014580,백광소재,20190604,20180731,3300,3400,2960,3140,3416,56.69,0.7,12.38,-20513,-46577,69928,1.0,1.0,1.0
25,86,014580,백광소재,20190604,20180831,3140,3810,3065,3290,6477,74.8,1.12,23.48,109478,-11887,-95926,1.0,1.0,1.0
26,86,014580,백광소재,20190604,20180928,3275,3720,3180,3235,3004,75.7,1.28,10.89,46223,-23068,-22835,1.0,1.0,1.0
