,index,shcode,shname,target_day,date,open,high,low,close,volume,deal_f,burn_ratio,rotate_ratio,for_net_buy,com_net_buy,per_net_buy,ma5_score,ma20_score,ma5_20_score
26,193,032280,삼일,20190422,20180831,2425,2520,2290,2295,2168,49.47,2.38,13.37,318853,25697,-543571,0.8500000000000001,0.7,0.8500000000000001
27,193,032280,삼일,20190422,20180928,2295,2550,2295,2435,1594,70.25,3.17,9.83,125371,-13478,-117895,0.8500000000000001,0.7,0.8500000000000001
28,193,032280,삼일,20190422,20181031,2400,2525,1525,1925,3254,56.99,4.12,20.07,156390,3717,-276560,0.8500000000000001,0.7,0.8500000000000001
29,193,032280,삼일,20190422,20181130,1995,2110,1925,2055,1260,72.75,3.98,7.77,-23297,-11426,4791,0.8500000000000001,0.7,0.8500000000000001
30,193,032280,삼일,20190422,20181228,2055,2280,1970,1980,1732,76.41,3.65,10.68,-4173,21225,-26821,0.8500000000000001,0.7,0.8500000000000001
31,193,032280,삼일,20190422,20190131,1980,2285,1920,2140,3127,73.61,4.05,19.29,65137,220,-65705,0.8500000000000001,0.7,0.8500000000000001
32,193,032280,삼일,20190422,20190228,2145,2430,2140,2180,2354,71.98,3.8,14.52,-42167,-497,44356,0.8500000000000001,0.7,0.8500000000000001
33,193,032280,삼일,20190422,20190329,2210,2285,2000,2075,1410,66.31,3.5,8.7,-49765,10535,37074,0.8500000000000001,0.7,0.8500000000000001
34,193,032280,삼일,20190422,20190430,2090,2650,2030,2355,21346,84.25,2.53,131.65,-157977,-28137,183810,0.8500000000000001,0.7,0.8500000000000001
35,193,032280,삼일,20190422,20190531,2355,2425,2120,2375,2833,70.27,2.17,17.47,-59105,-3644,63253,0.8500000000000001,0.7,0.8500000000000001
36,193,032280,삼일,20190422,20190628,2375,2515,2320,2490,3003,85.32,3.59,18.52,227706,-12803,-252401,0.8500000000000001,0.7,0.8500000000000001
17,194,033130,디지틀조선,20190516,20171130,2000,2080,1955,2010,1909,59.15,5.91,5.14,-111306,82,111630,0.8500000000000001,0.5,1.0
18,194,033130,디지틀조선,20190516,20171228,2010,2670,1960,2060,14207,79.95,5.1,38.28,-147387,96,170486,0.8500000000000001,0.5,1.0
19,194,033130,디지틀조선,20190516,20180131,2080,2405,2050,2340,7638,71.31,5.83,20.58,132394,8,-140664,0.8500000000000001,0.5,1.0
20,194,033130,디지틀조선,20190516,20180228,2375,2615,2150,2365,10186,78.57,6.52,27.45,126701,-853,-120529,0.8500000000000001,0.5,1.0
21,194,033130,디지틀조선,20190516,20180330,2335,2485,2170,2235,5702,66.13,7.56,15.36,189164,-16,-173080,0.8500000000000001,0.5,1.0
22,194,033130,디지틀조선,20190516,20180430,2240,2850,2205,2340,17175,78.55,8.03,46.27,84635,-11604,-182204,0.8500000000000001,0.5,1.0
23,194,033130,디지틀조선,20190516,20180531,2330,2690,2290,2435,12863,72.85,8.59,34.66,102357,1,-3809,0.8500000000000001,0.5,1.0
24,194,033130,디지틀조선,20190516,20180629,2455,2560,2005,2035,6641,60.09,7.34,17.89,-228011,-1,226327,0.8500000000000001,0.5,1.0
25,194,033130,디지틀조선,20190516,20180731,2025,2295,1830,1945,3732,65.36,7.79,10.05,82647,2,-94573,0.8500000000000001,0.5,1.0
26,194,033130,디지틀조선,20190516,20180831,1945,2135,1935,2045,1863,78.26,7.22,5.02,-103019,125,70563,0.8500000000000001,0.5,1.0
27,194,033130,디지틀조선,20190516,20180928,2080,2160,1985,2010,1792,56.53,7.28,4.83,10688,88,-15419,0.8500000000000001,0.5,1.0
28,194,033130,디지틀조선,20190516,20181031,2020,2035,1475,1620,3305,58.33,7.63,8.91,62215,-57,-65520,0.8500000000000001,0.5,1.0
29,194,033130,디지틀조선,20190516,20181130,1615,1900,1600,1845,2391,84.38,7.2,6.44,-77521,131,107954,0.8500000000000001,0.5,1.0
30,194,033130,디지틀조선,20190516,20181228,1840,2070,1715,1925,11068,78.18,6.93,29.82,-49349,-71,12895,0.8500000000000001,0.5,1.0
31,194,033130,디지틀조선,20190516,20190131,1930,2155,1880,2065,4556,96.49,6.89,12.28,-7534,91034,-19578,0.8500000000000001,0.5,1.0
32,194,033130,디지틀조선,20190516,20190228,2065,2075,1885,1945,1600,70.32,7.39,4.31,91084,3805,-93970,0.8500000000000001,0.5,1.0
33,194,033130,디지틀조선,20190516,20190329,1955,1990,1765,1790,1319,45.23,7.02,3.55,-66253,-4054,69722,0.8500000000000001,0.5,1.0
34,194,033130,디지틀조선,20190516,20190430,1780,2020,1780,2005,2883,73.87,6.43,7.77,-107980,9309,103535,0.8500000000000001,0.5,1.0
35,194,033130,디지틀조선,20190516,20190531,2035,3270,1875,3025,72852,92.24,3.26,196.29,-577121,41691,832307,0.8500000000000001,0.5,1.0
36,194,033130,디지틀조선,20190516,20190628,2950,3480,2820,2995,44310,76.32,2.81,119.39,-80518,122134,562789,0.8500000000000001,0.5,1.0
17,195,033320,제이씨현시스템,20190625,20180131,9030,12450,8730,10000,48459,85.26,0.48,253.52,-34616,72573,-27676,0.5,0.0,1.0
18,195,033320,제이씨현시스템,20190625,20180228,10050,10200,8200,8960,6392,68.69,1.64,33.44,221185,102767,-330041,0.5,0.0,1.0
19,195,033320,제이씨현시스템,20190625,20180330,8940,9970,7440,8060,5591,64.51,2.6,29.25,170501,-221662,57517,0.5,0.0,1.0
20,195,033320,제이씨현시스템,20190625,20180430,8050,8970,7380,7810,8135,70.88,1.58,42.56,-200508,-3320,192405,0.5,0.0,1.0
21,195,033320,제이씨현시스템,20190625,20180531,7840,8490,7020,8090,6255,76.19,1.36,32.72,-61512,2489,48124,0.5,0.0,1.0
22,195,033320,제이씨현시스템,20190625,20180629,8090,9950,7950,9020,12739,91.62,2.18,66.65,179786,162634,-381562,0.5,0.0,1.0
23,195,033320,제이씨현시스템,20190625,20180731,9030,9730,7770,8790,8413,79.08,4.21,44.02,391625,-79783,-350792,0.5,0.0,1.0
24,195,033320,제이씨현시스템,20190625,20180831,8790,9740,7210,7730,8479,69.63,3.12,44.36,-236036,-73166,324160,0.5,0.0,1.0
25,195,033320,제이씨현시스템,20190625,20180928,7740,8160,7110,7210,3261,58.79,1.07,17.06,-413595,-11869,422939,0.5,0.0,1.0
26,195,033320,제이씨현시스템,20190625,20181031,7210,7340,4565,5190,3715,71.67,3.77,19.44,524653,-14609,-506438,0.5,0.0,1.0
27,195,033320,제이씨현시스템,20190625,20181130,5300,5960,5250,5420,2274,81.95,3.53,11.9,-37742,962,34989,0.5,0.0,1.0
28,195,033320,제이씨현시스템,20190625,20181228,5480,5670,4760,4855,1727,59.37,2.96,9.04,-41041,-3150,32632,0.5,0.0,1.0
29,195,033320,제이씨현시스템,20190625,20190131,4880,5440,4380,5170,2419,80.21,3.04,12.65,10999,0,-12948,0.5,0.0,1.0
30,195,033320,제이씨현시스템,20190625,20190228,5230,5610,5100,5170,1350,66.98,2.99,7.06,-12790,0,9880,0.5,0.0,1.0
31,195,033320,제이씨현시스템,20190625,20190329,5230,5990,4960,5420,3208,72.33,1.99,16.78,-186245,0,190023,0.5,0.0,1.0
32,195,033320,제이씨현시스템,20190625,20190430,5430,5930,5320,5770,4173,85.05,2.11,21.83,26054,0,-23003,0.5,0.0,1.0
33,195,033320,제이씨현시스템,20190625,20190531,5910,5910,4940,5120,4797,64.84,0.65,25.1,-295418,0,300711,0.5,0.0,1.0
34,195,033320,제이씨현시스템,20190625,20190628,5120,6710,5030,5700,25348,84.21,0.95,132.61,37925,0,-40227,0.5,0.0,1.0
35,195,033320,제이씨현시스템,20190625,20190731,5680,5850,3985,4195,7244,60.33,0.97,37.9,-123495,-1,124102,0.5,0.0,1.0
36,195,033320,제이씨현시스템,20190625,20190830,4185,5220,3500,4435,18111,77.0,0.56,94.75,-85387,6,87201,0.5,0.0,1.0
18,196,033320,제이씨현시스템,20190813,20180330,8940,9970,7440,8060,5591,64.51,2.6,29.25,170501,-221662,57517,0.15,0.0,1.0
19,196,033320,제이씨현시스템,20190813,20180430,8050,8970,7380,7810,8135,70.88,1.58,42.56,-200508,-3320,192405,0.15,0.0,1.0
20,196,033320,제이씨현시스템,20190813,20180531,7840,8490,7020,8090,6255,76.19,1.36,32.72,-61512,2489,48124,0.15,0.0,1.0
21,196,033320,제이씨현시스템,20190813,20180629,8090,9950,7950,9020,12739,91.62,2.18,66.65,179786,162634,-381562,0.15,0.0,1.0
22,196,033320,제이씨현시스템,20190813,20180731,9030,9730,7770,8790,8413,79.08,4.21,44.02,391625,-79783,-350792,0.15,0.0,1.0
23,196,033320,제이씨현시스템,20190813,20180831,8790,9740,7210,7730,8479,69.63,3.12,44.36,-236036,-73166,324160,0.15,0.0,1.0
24,196,033320,제이씨현시스템,20190813,20180928,7740,8160,7110,7210,3261,58.79,1.07,17.06,-413595,-11869,422939,0.15,0.0,1.0
25,196,033320,제이씨현시스템,20190813,20181031,7210,7340,4565,5190,3715,71.67,3.77,19.44,524653,-14609,-506438,0.15,0.0,1.0
26,196,033320,제이씨현시스템,20190813,20181130,5300,5960,5250,5420,2274,81.95,3.53,11.9,-37742,962,34989,0.15,0.0,1.0
27,196,033320,제이씨현시스템,20190813,20181228,5480,5670,4760,4855,1727,59.37,2.96,9.04,-41041,-3150,32632,0.15,0.0,1.0
28,196,033320,제이씨현시스템,20190813,20190131,4880,5440,4380,5170,2419,80.21,3.04,12.65,10999,0,-12948,0.15,0.0,1.0
29,196,033320,제이씨현시스템,20190813,20190228,5230,5610,5100,5170,1350,66.98,2.99,7.06,-12790,0,9880,0.15,0.0,1.0
30,196,033320,제이씨현시스템,20190813,20190329,5230,5990,4960,5420,3208,72.33,1.99,16.78,-186245,0,190023,0.15,0.0,1.0
31,196,033320,제이씨현시스템,20190813,20190430,5430,5930,5320,5770,4173,85.05,2.11,21.83,26054,0,-23003,0.15,0.0,1.0
32,196,033320,제이씨현시스템,20190813,20190531,5910,5910,4940,5120,4797,64.84,0.65,25.1,-295418,0,300711,0.15,0.0,1.0
33,196,033320,제이씨현시스템,20190813,20190628,5120,6710,5030,5700,25348,84.21,0.95,132.61,37925,0,-40227,0.15,0.0,1.0
34,196,033320,제이씨현시스템,20190813,20190731,5680,5850,3985,4195,7244,60.33,0.97,37.9,-123495,-1,124102,0.15,0.0,1.0
35,196,033320,제이씨현시스템,20190813,20190830,4185,5220,3500,4435,18111,77.0,0.56,94.75,-85387,6,87201,0.15,0.0,1.0
36,196,033320,제이씨현시스템,20190813,20190930,4450,5880,4410,4455,15331,78.24,0.34,80.21,-39255,-1,10759,0.15,0.0,1.0
37,196,033320,제이씨현시스템,20190813,20191018,4460,5800,4220,4930,16590,83.29,0.05,86.79,-55247,-2,-10313,0.15,0.0,1.0
17,197,033340,좋은사람들,20190701,20180131,2255,2515,2035,2060,30711,76.03,2.29,116.28,-364938,5,372118,0.0,1.0,0.0
18,197,033340,좋은사람들,20190701,20180228,2070,3180,1875,2585,194726,85.97,0.47,737.25,-545665,9862,532914,0.0,1.0,0.0
19,197,033340,좋은사람들,20190701,20180330,2725,4890,2705,4325,204236,98.42,0.69,773.25,40570,15043,-399013,0.0,1.0,0.0
20,197,033340,좋은사람들,20190701,20180430,4340,9440,3940,7120,315623,89.72,1.64,1194.98,289932,-101140,2831502,0.0,1.0,0.0
21,197,033340,좋은사람들,20190701,20180531,7160,7280,4230,6600,117756,83.46,2.54,445.83,210167,-3999,-147688,0.0,1.0,0.0
22,197,033340,좋은사람들,20190701,20180629,7630,7670,4080,4345,125055,85.76,7.37,473.47,1193498,-3000,-662590,0.0,1.0,0.0
23,197,033340,좋은사람들,20190701,20180731,4360,4420,3290,4245,58547,79.31,0.84,221.66,-1739863,2001,1867815,0.0,1.0,0.0
24,197,033340,좋은사람들,20190701,20180831,4250,5660,4055,4870,73951,87.77,1.17,279.99,-12972,16001,-98691,0.0,1.0,0.0
25,197,033340,좋은사람들,20190701,20180928,5060,6360,4950,5390,79301,84.42,0.5,300.24,-141630,241,171788,0.0,1.0,0.0
26,197,033340,좋은사람들,20190701,20181031,5380,6100,3600,4040,66159,83.57,2.45,250.48,447116,-238,-392258,0.0,1.0,0.0
27,197,033340,좋은사람들,20190701,20181130,4185,4750,3815,4440,32689,83.12,1.85,109.3,-112609,11961,102560,0.0,1.0,0.0
28,197,033340,좋은사람들,20190701,20181228,4510,4985,4005,4510,27829,84.4,1.7,93.05,-38829,8426,14757,0.0,1.0,0.0
29,197,033340,좋은사람들,20190701,20190131,5100,7220,4630,6470,191297,89.99,1.39,639.61,-59533,-15101,22690,0.0,1.0,0.0
30,197,033340,좋은사람들,20190701,20190228,6620,7260,4630,4750,43272,79.9,2.2,144.68,367361,-14846,-473741,0.0,1.0,0.0
31,197,033340,좋은사람들,20190701,20190329,4355,4895,4155,4560,26024,79.95,7.7,87.01,1768165,-146,-1657348,0.0,1.0,0.0
32,197,033340,좋은사람들,20190701,20190430,4650,4820,4060,4095,16560,63.8,2.55,55.37,-1547133,2132,1551598,0.0,1.0,0.0
33,197,033340,좋은사람들,20190701,20190531,4095,4580,3695,3890,29709,86.4,1.57,99.33,-493827,-2125,493443,0.0,1.0,0.0
34,197,033340,좋은사람들,20190701,20190628,3885,4995,3845,4620,26824,81.85,0.99,89.69,-466511,0,359187,0.0,1.0,0.0
35,197,033340,좋은사람들,20190701,20190731,5300,6010,4040,4540,103345,88.59,0.82,345.54,-55318,27551,-1927,0.0,1.0,0.0
36,197,033340,좋은사람들,20190701,20190830,4465,5390,3455,3580,51513,79.48,1.09,172.24,124807,-27412,95215,0.0,1.0,0.0
17,198,033430,디에스티,20190124,20170831,5030,5030,5030,5030,0,0.0,0.0,0.0,0,0,0,0.7,0.15,0.8500000000000001
18,198,033430,디에스티,20190124,20170929,5030,5030,5030,5030,0,0.0,0.0,0.0,0,0,0,0.7,0.15,0.8500000000000001
19,198,033430,디에스티,20190124,20171031,5030,5030,5030,5030,0,0.0,0.0,0.0,0,0,0,0.7,0.15,0.8500000000000001
20,198,033430,디에스티,20190124,20171130,5030,5030,5030,5030,0,0.0,0.0,0.0,0,0,0,0.7,0.15,0.8500000000000001
21,198,033430,디에스티,20190124,20171228,5030,5030,5030,5030,0,0.0,0.0,0.0,0,0,0,0.7,0.15,0.8500000000000001
22,198,033430,디에스티,20190124,20180131,5030,5030,5030,5030,0,0.0,0.0,0.0,0,0,0,0.7,0.15,0.8500000000000001
23,198,033430,디에스티,20190124,20180228,5030,5030,5030,5030,0,0.0,0.0,0.0,0,0,0,0.7,0.15,0.8500000000000001
24,198,033430,디에스티,20190124,20180330,5030,5030,5030,5030,0,0.0,0.0,0.0,0,0,0,0.7,0.15,0.8500000000000001
25,198,033430,디에스티,20190124,20180430,5030,9810,5030,7480,4669,51.9,0.0,50.49,-2250,2,-1961,0.7,0.15,0.8500000000000001
26,198,033430,디에스티,20190124,20180531,6130,7150,5460,5760,4190,72.94,0.0,43.04,-4884,44,11554,0.7,0.15,0.8500000000000001
27,198,033430,디에스티,20190124,20180629,5760,8160,5540,6760,2809,98.95,0.0,28.67,30576,23,-76476,0.7,0.15,0.8500000000000001
28,198,033430,디에스티,20190124,20180731,6760,6760,1015,1210,14584,61.16,0.0,28.73,-466946,-111,469338,0.7,0.15,0.8500000000000001
29,198,033430,디에스티,20190124,20180831,1240,1575,1170,1190,12957,73.6,0.0,25.27,13073,-26,39740,0.7,0.15,0.8500000000000001
30,198,033430,디에스티,20190124,20180928,1170,1190,980,1120,7892,62.85,0.0,15.13,-39938,-212,35645,0.7,0.15,0.8500000000000001
31,198,033430,디에스티,20190124,20181031,1130,1585,1000,1180,34231,63.12,0.0,65.63,57035,517,43405,0.7,0.15,0.8500000000000001
32,198,033430,디에스티,20190124,20181130,1180,1370,1055,1140,10799,73.37,0.0,20.7,-75116,-181,-26571,0.7,0.15,0.8500000000000001
33,198,033430,디에스티,20190124,20181228,1140,1210,980,991,5722,68.87,0.0,10.97,-498896,90,488599,0.7,0.15,0.8500000000000001
34,198,033430,디에스티,20190124,20190131,1015,1860,998,1480,116954,93.39,0.0,224.24,-549770,-142,1245879,0.7,0.15,0.8500000000000001
35,198,033430,디에스티,20190124,20190228,1470,1920,1310,1605,61772,72.78,0.0,118.22,-131925,-284,768651,0.7,0.15,0.8500000000000001
36,198,033430,디에스티,20190124,20190329,1570,1900,1460,1500,56754,80.11,0.0,104.94,72158,0,49888,0.7,0.15,0.8500000000000001
17,199,035620,바른손이앤에이,20190528,20171228,2020,2385,1625,1835,21450,65.79,2.65,31.61,-69811,74,45633,1.0,0.2,1.0
18,199,035620,바른손이앤에이,20190528,20180131,1855,2400,1770,2290,43720,96.62,2.44,64.42,-164595,718294,-131851,1.0,0.2,1.0
19,199,035620,바른손이앤에이,20190528,20180228,2310,2630,1910,2220,75728,90.3,2.07,111.58,-347032,227680,195197,1.0,0.2,1.0
20,199,035620,바른손이앤에이,20190528,20180330,2150,2275,1800,1895,35312,67.12,1.92,52.01,-353031,-338359,565337,1.0,0.2,1.0
21,199,035620,바른손이앤에이,20190528,20180430,1925,2015,1805,1890,10905,69.31,2.27,16.06,243235,61403,-400849,1.0,0.2,1.0
22,199,035620,바른손이앤에이,20190528,20180531,1890,2060,1640,1750,18587,59.6,1.82,27.38,-306697,-108787,552989,1.0,0.2,1.0
23,199,035620,바른손이앤에이,20190528,20180629,1750,1820,1595,1795,6669,69.97,1.64,9.82,-86428,1981,35725,1.0,0.2,1.0
24,199,035620,바른손이앤에이,20190528,20180731,1830,1890,1630,1710,5942,70.33,2.06,8.44,381652,-53650,-266238,1.0,0.2,1.0
25,199,035620,바른손이앤에이,20190528,20180831,1725,1770,1610,1630,3471,66.66,2.08,4.93,-2715,10061,-27945,1.0,0.2,1.0
26,199,035620,바른손이앤에이,20190528,20180928,1635,1650,1480,1610,3959,59.72,1.89,5.63,-107670,-213159,317506,1.0,0.2,1.0
27,199,035620,바른손이앤에이,20190528,20181031,1635,1750,1120,1235,19548,84.0,1.41,27.78,-316228,161563,170579,1.0,0.2,1.0
28,199,035620,바른손이앤에이,20190528,20181130,1225,1460,1225,1400,3422,78.1,1.53,4.86,86129,3385,-396576,1.0,0.2,1.0
29,199,035620,바른손이앤에이,20190528,20181228,1415,1515,1140,1225,4355,60.37,1.35,6.19,-100856,-76832,175363,1.0,0.2,1.0
30,199,035620,바른손이앤에이,20190528,20190131,1225,1450,1220,1355,7342,76.09,1.67,10.43,486655,-158477,-315670,1.0,0.2,1.0
31,199,035620,바른손이앤에이,20190528,20190228,1355,1560,1320,1425,4130,74.32,1.72,5.87,36208,-231253,189580,1.0,0.2,1.0
32,199,035620,바른손이앤에이,20190528,20190329,1450,1505,1320,1395,2380,69.16,1.64,3.38,-65660,0,33795,1.0,0.2,1.0
33,199,035620,바른손이앤에이,20190528,20190430,1415,1925,1405,1855,15031,87.74,2.88,21.36,943311,-5238,-967932,1.0,0.2,1.0
34,199,035620,바른손이앤에이,20190528,20190531,1885,3285,1670,3230,147100,77.55,0.97,208.97,-1170687,-59500,3993828,1.0,0.2,1.0
35,199,035620,바른손이앤에이,20190528,20190628,3090,3120,1830,1930,105484,70.56,3.68,149.39,1114091,67335,-1035395,1.0,0.2,1.0
36,199,035620,바른손이앤에이,20190528,20190731,1920,2025,1450,1505,51425,74.9,4.53,72.83,347160,1115,-118287,1.0,0.2,1.0
16,200,035810,이지바이오,20190917,20180330,7400,7890,6490,7010,18095,73.78,10.36,31.24,-690269,-684460,1350673,0.0,0.0,0.0
17,200,035810,이지바이오,20190917,20180430,7050,7800,6950,7690,18552,85.59,11.18,32.03,530910,-797299,295150,0.0,0.0,0.0
18,200,035810,이지바이오,20190917,20180531,7890,9630,7290,9310,46534,91.86,13.69,80.33,1460275,-1194691,-218087,0.0,0.0,0.0
19,200,035810,이지바이오,20190917,20180629,9550,10000,8070,8370,44708,73.67,17.69,77.18,2324638,-699957,-1516297,0.0,0.0,0.0
20,200,035810,이지바이오,20190917,20180731,8410,8410,7310,7640,21270,72.52,18.1,36.72,110100,-585195,423284,0.0,0.0,0.0
21,200,035810,이지바이오,20190917,20180831,7690,8090,6930,7250,13646,76.18,16.93,23.56,-654835,229401,471139,0.0,0.0,0.0
22,200,035810,이지바이오,20190917,20180928,7250,7910,7160,7730,20885,88.93,12.68,36.05,-2402926,-350435,2726790,0.0,0.0,0.0
23,200,035810,이지바이오,20190917,20181031,7770,7810,5400,5800,24528,62.73,12.17,42.34,-427385,-384253,783072,0.0,0.0,0.0
24,200,035810,이지바이오,20190917,20181130,5870,6180,5490,6040,11262,70.84,13.84,19.44,1052653,-648002,-459471,0.0,0.0,0.0
25,200,035810,이지바이오,20190917,20181228,6100,6290,5680,6060,9455,80.19,13.84,16.32,225434,370948,-1073211,0.0,0.0,0.0
26,200,035810,이지바이오,20190917,20190131,6110,6360,5720,6040,12754,73.29,13.1,22.02,-494423,-117684,586995,0.0,0.0,0.0
27,200,035810,이지바이오,20190917,20190228,6040,6550,6000,6130,8808,78.74,13.91,15.21,499227,-88165,-431394,0.0,0.0,0.0
28,200,035810,이지바이오,20190917,20190329,6180,7330,6150,6880,31290,95.93,12.63,54.02,-780047,1391830,-830696,0.0,0.0,0.0
29,200,035810,이지바이오,20190917,20190430,6880,8460,6560,8090,46114,87.45,12.53,79.61,-223875,1413383,-1125596,0.0,0.0,0.0
30,200,035810,이지바이오,20190917,20190531,8090,8160,6180,6450,25550,66.27,10.97,44.11,-1042743,-171928,1088627,0.0,0.0,0.0
31,200,035810,이지바이오,20190917,20190628,6570,6730,5840,5850,14610,66.06,9.35,25.22,-917898,-621220,1457848,0.0,0.0,0.0
32,200,035810,이지바이오,20190917,20190731,5840,6030,4950,5270,11961,61.9,10.99,20.65,1159088,-1126600,151084,0.0,0.0,0.0
33,200,035810,이지바이오,20190917,20190830,5220,5390,4510,5180,11666,87.26,10.85,20.14,-298359,124449,103860,0.0,0.0,0.0
34,200,035810,이지바이오,20190917,20190930,5380,6860,5200,5840,68098,83.28,5.62,117.56,-3319892,-954061,4365174,0.0,0.0,0.0
35,200,035810,이지바이오,20190917,20191018,5790,5820,5070,5170,13469,68.08,6.53,23.25,66803,-362592,307910,0.0,0.0,0.0
17,201,036120,SCI평가정보,20190513,20171130,1115,2385,1035,2385,3626,29.67,1.36,10.21,22681,8410,-83332,0.8500000000000001,1.0,0.5
18,201,036120,SCI평가정보,20190513,20171228,3100,8900,2865,5280,384613,83.94,0.23,1083.42,-385653,-7983,715357,0.8500000000000001,1.0,0.5
19,201,036120,SCI평가정보,20190513,20180131,5220,7900,3080,5580,235165,86.62,0.1,662.44,-204886,-4231,81152,0.8500000000000001,1.0,0.5
20,201,036120,SCI평가정보,20190513,20180228,5680,6110,4540,4805,57851,80.91,0.14,162.96,9758,9805,-28428,0.8500000000000001,1.0,0.5
21,201,036120,SCI평가정보,20190513,20180330,4770,4985,3660,3800,18983,81.27,3.76,53.47,1270824,-3,-1278133,0.8500000000000001,1.0,0.5
22,201,036120,SCI평가정보,20190513,20180430,3900,5600,2915,4155,77021,78.36,0.1,216.96,-1299337,-2001,1399365,0.8500000000000001,1.0,0.5
23,201,036120,SCI평가정보,20190513,20180531,4005,4400,3480,3810,27434,78.78,0.01,77.28,-43514,1,35958,0.8500000000000001,1.0,0.5
24,201,036120,SCI평가정보,20190513,20180629,3765,3930,2810,2865,14493,74.61,0.21,40.83,75447,1999,-66747,0.8500000000000001,1.0,0.5
25,201,036120,SCI평가정보,20190513,20180731,3095,4030,2830,3550,65900,81.17,0.17,185.63,-18637,2,13894,0.8500000000000001,1.0,0.5
26,201,036120,SCI평가정보,20190513,20180831,3420,3550,3010,3305,16314,70.8,0.29,45.96,41096,1,-51893,0.8500000000000001,1.0,0.5
27,201,036120,SCI평가정보,20190513,20180928,3365,3540,3185,3245,7664,73.61,0.32,21.59,5923,3500,-5889,0.8500000000000001,1.0,0.5
28,201,036120,SCI평가정보,20190513,20181031,3260,3280,1760,2085,7407,62.41,1.28,20.86,339407,-3500,-320669,0.8500000000000001,1.0,0.5
29,201,036120,SCI평가정보,20190513,20181130,2065,2490,2065,2130,4045,74.51,1.29,11.4,-1616,0,-2047,0.8500000000000001,1.0,0.5
30,201,036120,SCI평가정보,20190513,20181228,2170,2630,1800,2000,19285,69.57,0.56,54.32,-57962,-9938,77866,0.8500000000000001,1.0,0.5
31,201,036120,SCI평가정보,20190513,20190131,2035,2310,1860,2105,10070,71.96,0.57,28.37,22117,-62,-29105,0.8500000000000001,1.0,0.5
32,201,036120,SCI평가정보,20190513,20190228,2090,2585,2060,2165,14458,82.51,0.19,40.73,-136462,43,222644,0.8500000000000001,1.0,0.5
33,201,036120,SCI평가정보,20190513,20190329,2205,2515,2150,2260,7868,72.48,0.26,22.16,23522,-43,-3129,0.8500000000000001,1.0,0.5
34,201,036120,SCI평가정보,20190513,20190430,2280,2850,2195,2215,26228,86.84,0.2,73.88,-27742,0,26304,0.8500000000000001,1.0,0.5
35,201,036120,SCI평가정보,20190513,20190531,2245,3625,2090,2800,97107,77.53,0.75,273.54,33236,0,-30302,0.8500000000000001,1.0,0.5
36,201,036120,SCI평가정보,20190513,20190628,2835,3850,2515,2950,89205,88.54,0.73,251.28,-67180,0,67793,0.8500000000000001,1.0,0.5
17,202,036120,SCI평가정보,20190625,20180131,5220,7900,3080,5580,235165,86.62,0.1,662.44,-204886,-4231,81152,0.8,0.5,0.8500000000000001
18,202,036120,SCI평가정보,20190625,20180228,5680,6110,4540,4805,57851,80.91,0.14,162.96,9758,9805,-28428,0.8,0.5,0.8500000000000001
19,202,036120,SCI평가정보,20190625,20180330,4770,4985,3660,3800,18983,81.27,3.76,53.47,1270824,-3,-1278133,0.8,0.5,0.8500000000000001
20,202,036120,SCI평가정보,20190625,20180430,3900,5600,2915,4155,77021,78.36,0.1,216.96,-1299337,-2001,1399365,0.8,0.5,0.8500000000000001
21,202,036120,SCI평가정보,20190625,20180531,4005,4400,3480,3810,27434,78.78,0.01,77.28,-43514,1,35958,0.8,0.5,0.8500000000000001
22,202,036120,SCI평가정보,20190625,20180629,3765,3930,2810,2865,14493,74.61,0.21,40.83,75447,1999,-66747,0.8,0.5,0.8500000000000001
23,202,036120,SCI평가정보,20190625,20180731,3095,4030,2830,3550,65900,81.17,0.17,185.63,-18637,2,13894,0.8,0.5,0.8500000000000001
24,202,036120,SCI평가정보,20190625,20180831,3420,3550,3010,3305,16314,70.8,0.29,45.96,41096,1,-51893,0.8,0.5,0.8500000000000001
25,202,036120,SCI평가정보,20190625,20180928,3365,3540,3185,3245,7664,73.61,0.32,21.59,5923,3500,-5889,0.8,0.5,0.8500000000000001
26,202,036120,SCI평가정보,20190625,20181031,3260,3280,1760,2085,7407,62.41,1.28,20.86,339407,-3500,-320669,0.8,0.5,0.8500000000000001
27,202,036120,SCI평가정보,20190625,20181130,2065,2490,2065,2130,4045,74.51,1.29,11.4,-1616,0,-2047,0.8,0.5,0.8500000000000001
28,202,036120,SCI평가정보,20190625,20181228,2170,2630,1800,2000,19285,69.57,0.56,54.32,-57962,-9938,77866,0.8,0.5,0.8500000000000001
29,202,036120,SCI평가정보,20190625,20190131,2035,2310,1860,2105,10070,71.96,0.57,28.37,22117,-62,-29105,0.8,0.5,0.8500000000000001
30,202,036120,SCI평가정보,20190625,20190228,2090,2585,2060,2165,14458,82.51,0.19,40.73,-136462,43,222644,0.8,0.5,0.8500000000000001
31,202,036120,SCI평가정보,20190625,20190329,2205,2515,2150,2260,7868,72.48,0.26,22.16,23522,-43,-3129,0.8,0.5,0.8500000000000001
32,202,036120,SCI평가정보,20190625,20190430,2280,2850,2195,2215,26228,86.84,0.2,73.88,-27742,0,26304,0.8,0.5,0.8500000000000001
