,shcode,date,max_vol,max_jupo,contin_jupo,samo_vol_ratio,sec_vol_ratio,ins_vol_ratio,tusin_vol_ratio,bank_vol_ratio,jong_vol_ratio,fund_vol_ratio,etcom_vol_ratio,for_reg_vol_ratio,for_noreg_vol_ratio,nat_no_vol_ratio,per_vol_ratio,com_vol_ratio,for_vol_ratio,etc_vol_ratio
233,007210,20190910,0.11643793757292882,per_vol,1,-0.0037462077012835474,-0.0014557467911318553,-0.01186573803967328,-0.02697874854142357,-0.00031602975495915986,6.201866977829638e-05,-0.008947739206534423,0.00029409276546091013,-0.0638870332555426,0.004779507001166861,-0.004376312718786465,0.11643793757292882,-0.057624504084014004,-0.05910752625437573,-0.0040822199533255546
226,007460,20190308,0.15541362829888505,per_vol,1,0.01726948232629091,-0.00029010547266287377,0.00018041652208640772,2.8034385004681127e-05,2.015176016917527e-05,-0.000853870277135805,0.0003115535448897153,-0.17637659174681322,0.0037808446978872734,0.0005107338566593121,5.722104739395447e-06,0.15541362829888505,0.016671384893381606,0.004291578554546586,-0.17637086964207382
224,007460,20190404,0.1867970616926693,per_vol,1,0.01774681977988883,-0.0002845601377495237,0.00018935321884759167,1.3159531494490674e-06,0.0,-0.000853870277135805,0.0016631618229551986,-0.2025756934942157,-0.002963631245048808,0.0002743205819000792,5.722104739395447e-06,0.1867970616926693,0.018467942464695138,-0.002689310663148729,-0.2025699713894763
225,007460,20190405,0.18838994768922554,per_vol,1,0.015180743873616122,-0.0002851035412888484,0.00018935321884759167,-0.0010752712107423678,0.0,-0.000853870277135805,0.0016723604009401536,-0.20298321996058688,-0.0006190741189333578,0.00037841182131844104,5.722104739395447e-06,0.18838994768922554,0.014833934568976241,-0.00024066229761491675,-0.20297749785584748
235,007460,20190820,0.2479819171014986,per_vol,1,0.00762604670651626,-0.014877230082296175,0.0002944919831610373,-0.0018926156041927185,0.0,-0.0008524364774356591,0.003444098179270792,-0.2486517045194152,0.0060206165993413685,0.0009010940088123032,5.722104739395447e-06,0.2479819171014986,-0.006251923190237068,0.006921710608153672,-0.24864598241467584
229,007460,20191008,0.253991528142411,per_vol,1,0.005812015110546611,-0.015107646277031053,0.00027906717908092785,-0.001856783705750257,0.0,-0.0008524364774356591,0.004001158824415187,-0.24615329217433432,-0.001025854223816788,0.0009065214971749563,5.722104739395447e-06,0.253991528142411,-0.007718903241434847,-0.0001193327266418316,-0.24614757006959492
230,007460,20191010,0.2607066275590706,per_vol,1,0.005815746917985348,-0.018378169581186453,0.00027906717908092785,-0.001856783705750257,0.0,-0.0008524364774356591,0.003999790495020983,-0.24705704427756792,-0.0035752875783188537,0.0009127673643618936,5.722104739395447e-06,0.2607066275590706,-0.010987063067545714,-0.0026625202139569596,-0.24705132217282852
236,007460,20191119,0.3052236662061922,per_vol,1,0.00033288377056585984,-0.04454381600225218,0.00026673912047190995,-0.0018550945718569343,0.0,-0.0008524364774356591,0.004305779063905566,-0.2613241303906613,-0.0023317511342730505,0.0007781604153436209,0.0,0.3052236662061922,-0.04234594509660144,-0.0015535907189294295,-0.2613241303906613
241,007460,20191126,0.3108197275125867,per_vol,1,0.0003384487465709927,-0.044560641870879464,0.0002556353565840213,-0.0018544333217669125,0.0,-0.0008524364774356591,0.004342075801520221,-0.26847350744070025,-0.0011217616749923073,0.001106893368512711,0.0,0.3108197275125867,-0.0423313517654068,-1.486830647959618e-05,-0.26847350744070025
227,007540,20190509,0.032464881780250344,for_reg_vol,1,0.00898191933240612,-0.002351182197496523,0.0010250347705146037,0.0002875521557719054,0.0,-0.00036578581363004174,0.0026543810848400555,0.00156884561891516,0.032464881780250344,-0.001310500695410292,1.5994436717663422e-05,-0.042971140472879,0.010247913769123783,0.031154381084840057,0.0015848400556328233
225,007540,20190805,0.028390820584144646,for_reg_vol,1,0.0022385257301808068,-0.0003581363004172462,0.0009040333796940194,-0.00024339360222531294,0.0,3.477051460361613e-07,0.004189847009735744,0.0001898470097357441,0.028390820584144646,-4.242002781641168e-05,1.5994436717663422e-05,-0.03528546592489569,0.006747218358831711,0.028348400556328233,0.0002058414464534075
226,007540,20190806,0.02268358831710709,for_vol,0,0.002412378303198887,-0.0002538247566063978,0.0009040333796940194,-0.00024339360222531294,0.0,3.477051460361613e-07,0.004189847009735744,0.00018115438108484006,0.02259944367176634,8.414464534075104e-05,1.5994436717663422e-05,-0.029890125173852575,0.0070253824756606395,0.02268358831710709,0.00019714881780250347
237,007630,20190325,0.3491568477818478,per_vol,1,-0.00017091473341473342,0.0008825295075295075,-1.5745828245828247e-05,-0.00015333740333740332,0.0,-0.020187856125356125,0.0,-0.3056496743996744,-0.007233287545787546,-0.016628561253561252,0.0,0.3491568477818478,-0.019645324582824582,-0.0238618487993488,-0.3056496743996744
240,007660,20190625,0.01162760492391199,etc_vol,0,0.008580304352040323,-0.015190413880003877,0.0020784384995638267,0.009340820975089658,0.0008472181835804982,-0.0005370020354754289,-0.013993239313753998,0.0007892313657070854,-0.012108098284384996,0.0013313220897547737,0.010838373558204904,0.008023044489677231,0.001964500339245905,-0.010776776194630222,0.01162760492391199
242,007660,20191028,0.14813681302704274,per_vol,1,-0.009645245710962489,-0.028806678297954833,-0.006260274304545895,-0.02920681884268683,-0.004297227876320636,-0.0012406949694678685,-0.016484031210623244,-0.010779829407773578,-0.04055396433071629,-0.00042669865270912084,-0.0004353494232819618,0.14813681302704274,-0.09637632063584375,-0.04098066298342541,-0.01121517883105554
227,007700,20190207,0.027330324675324674,com_vol,1,0.0062553896103896105,0.0020155194805194804,0.0004533766233766234,0.008957467532467532,0.00019461038961038961,-0.0008533766233766234,0.004428571428571428,0.0007040909090909091,-0.034769935064935066,0.00041493506493506493,0.0058787662337662335,0.006320584415584416,0.027330324675324674,-0.034355,0.006582857142857143
233,007700,20190215,0.05469064935064935,com_vol,1,0.011009025974025975,0.005711363636363636,0.0027509090909090908,0.018543376623376625,0.0009718181818181818,-0.0008500649350649351,0.010675454545454545,0.0005381818181818182,-0.06381935064935065,0.0007592207792207792,0.0058787662337662335,0.007831298701298702,0.05469064935064935,-0.06306012987012986,0.006416948051948052
236,007810,20191018,0.021347445070064773,com_vol,0,0.007900512256043352,-0.0007247787985267347,0.0012580331061343719,0.009792896151729394,3.6238939926336735e-05,4.233521019431861e-08,0.003066974302527412,-0.0011610854747893824,0.01509195207654206,0.0004134456627577156,1.7526777020447907e-05,-0.035691757334575164,0.021347445070064773,0.015505397739299775,-0.0011435586977689345
237,008040,20190221,0.022523362499557192,per_vol,1,-0.00031383329200467604,0.0003895072443232137,0.0002814269014134401,0.0004885897481313543,0.0,0.0,3.66289985475929e-05,-0.02144826242516561,-0.0018762407453328139,-9.894080555457155e-05,1.7761876084877253e-05,0.022523362499557192,0.0009000814764958022,-0.0019751815508873855,-0.021430500549080734
241,008060,20190429,0.04693362134167447,fund_vol,1,-0.0031259630545976643,-0.01770168061840604,0.004408527439845142,0.011513800043585832,0.0007693668516927968,-0.00012068147730331893,0.04693362134167447,-0.009436358275539375,0.00836851820990424,2.2433884138602947e-05,0.0008131065160818901,-0.04244469086107657,0.0434900970425731,0.008390952094042843,-0.008623251759457485
235,008060,20190521,0.07054697655338624,com_vol,1,0.0007959926673247273,-0.015895765764610867,0.007400899919238017,0.01841496275975233,0.00035098132218903434,2.563872472983194e-07,0.05857434589203533,-0.012218826515569116,0.004739305446947069,3.1022856923096644e-06,0.0009053033702103657,-0.0630705577704565,0.07054697655338624,0.0047424077326393786,-0.01131352314535875
232,008350,20190516,0.015645613047858484,per_vol,1,-0.0029208923660588677,0.0024504578912496935,-4.228573503117654e-05,0.0020823296635475,0.0,0.0,0.00456972744352372,0.009176031730184518,-0.03156862923061563,0.0005899037021573984,1.7743853184363625e-05,0.015645613047858484,0.006157080750415233,-0.030978725528458238,0.009193775583368882
232,008350,20191014,0.010263961371949282,per_vol,0,-0.003154566659708293,0.001873714591709854,-1.8678695577197108e-05,0.002837056063315151,0.0,9.07613973624738e-09,0.008251499832091416,-0.0001502191887746304,-0.020339638225070112,0.00041911798074043146,1.7743853184363625e-05,0.010263961371949282,0.00980677806115503,-0.019920520244329682,-0.00013247533559026674
243,008350,20191029,0.01288448796957678,per_vol,1,-0.0034089163996768894,0.0018419662549124607,-3.875511667377631e-06,0.0028339883280842993,0.0,9.07613973624738e-09,0.008359015783407002,0.0014077455776509136,-0.02427685856651449,0.00034469363490320296,1.7743853184363625e-05,0.01288448796957678,0.009639931384383594,-0.023932164931611287,0.0014254894308352772
230,008350,20191111,0.009753564653881412,com_vol,0,-0.003349821653854183,0.0022295718784886413,-4.665135824431153e-06,0.002825293386216974,0.0,9.07613973624738e-09,0.008053177102714673,0.0009326550431570445,0.007421114731482406,0.0005666143275941877,0.0,-0.01867394875611505,0.009753564653881412,0.007987729059076593,0.0009326550431570445
232,008350,20191113,0.006759110175260258,com_vol,1,-0.003174969821835377,0.002050299966418283,-2.11292533059839e-05,0.0027379264651158568,0.0,9.07613973624738e-09,0.005166973742727743,-0.0013416622042312963,0.0008648199747683316,0.0005186650813675928,0.0,-0.006800933027164886,0.006759110175260258,0.0013834850561359243,-0.0013416622042312963
232,008355,20190516,0.013814935064935065,for_vol,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057564935064935065,0.008058441558441558,0.0,-0.013814935064935065,0.0,0.013814935064935065,0.0
230,008355,20191111,0.007207792207792208,com_vol,1,0.0,0.007204545454545455,0.0,0.0,0.0,3.246753246753247e-06,0.0,-0.0014707792207792208,-0.0020714285714285713,-0.0016201298701298702,0.0,-0.0020454545454545456,0.007207792207792208,-0.0036915584415584415,-0.0014707792207792208
225,008420,20190107,0.1056060280920796,per_vol,1,-0.015528043308622707,-0.029529652750682794,-0.0009122122512680452,-0.0059978053062817015,-0.02607925282871635,-0.0010999804916113928,0.0,-0.041629925868123294,0.01565299453765119,-0.0005000975419430355,1.7947717518532968e-05,0.1056060280920796,-0.07912899921966446,0.015152896995708154,-0.04161197815060476
230,008420,20190212,0.1394826863051112,per_vol,1,-0.015528921186110028,-0.029405091689426455,-0.0006960105345298478,-0.006019459617635583,-0.025028043308622707,-0.0010999804916113928,0.00022249317206398753,-0.04145649629340616,-0.020241367538041358,-0.0002477565353101834,1.7947717518532968e-05,0.1394826863051112,-0.0775370659383535,-0.02048912407335154,-0.041438548575887635
233,008420,20190614,0.01862807257120562,for_reg_vol,0,-0.0012997463909481077,0.0017000585251658214,7.422941865001951e-05,-5.3062817011314865e-05,-0.003343493952399532,-0.00019508388607101054,0.001674892703862661,-0.0010511119781506048,0.01862807257120562,-6.20854467420991e-05,1.7947717518532968e-05,-0.016090616465079983,-0.0014242586812329302,0.01856598712446352,-0.0010331642606320717
236,008600,20191018,0.030242030890568518,per_vol,1,-6.118961551100887e-05,-0.00610949720670391,0.0013322872165626026,-0.0002205060795267828,0.0,-0.000831482090042721,0.0015751068024975354,0.0005092507394019061,-0.026600558659217878,0.00014792967466316134,1.6628327308577062e-05,0.030242030890568518,-0.004298652645415708,-0.026452628984554714,0.0005258790667104831
237,008600,20191021,0.03723549129148866,per_vol,1,-6.118961551100887e-05,-0.011433322379231023,0.0013322872165626026,-0.00022096615182385802,0.0,-0.000831482090042721,0.0015751068024975354,0.0005092507394019061,-0.028187906671048306,6.610253039763392e-05,1.6628327308577062e-05,0.03723549129148866,-0.009622937890239896,-0.028121804140650675,0.0005258790667104831
239,008700,20190425,0.012153244732576986,for_reg_vol,1,0.0004968427876823339,0.0002186191247974068,0.00030833063209076173,0.00019837925445705023,0.0,0.0,0.002537970826580227,-6.118638573743922e-05,0.012153244732576986,-0.0006322463533225284,1.7893030794165316e-05,-0.015237847649918963,0.003778035656401945,0.011520998379254457,-4.3293354943273903e-05
224,008700,20190503,0.015324875202593192,for_reg_vol,1,0.0004974651539708265,0.00017616855753646677,0.00030783792544570503,0.0002227941653160454,0.0,0.0,0.00256832414910859,0.001098359805510535,0.015324875202593192,-0.00034494651539708265,1.7893030794165316e-05,-0.019868771474878442,0.003790482982171799,0.01497992868719611,0.0011162528363047
240,008730,20190725,0.018483709677419354,per_vol,0,0.0014818145161290322,0.0004762903225806452,-0.0013280645161290322,-0.017276774193548387,-0.0011433467741935484,0.0008295967741935484,0.011010564516129032,-8.22983870967742e-05,-0.010378790322580645,-2.193548387096774e-05,-0.0020507661290322583,0.018483709677419354,-0.008000685483870968,-0.010400725806451613,-0.0021330645161290324
241,008730,20190726,0.03611322580645161,per_vol,1,0.0006262903225806452,2.8951612903225806e-05,-0.0055856854838709676,-0.021477741935483873,-0.0013599193548387096,0.0008131854838709677,0.00539108870967742,-0.0006997983870967742,-0.012249193548387096,0.0004503629032258064,-0.0020507661290322583,0.03611322580645161,-0.023614596774193548,-0.01179883064516129,-0.0027505645161290324
228,008730,20190903,0.037527943548387094,per_vol,1,0.002084475806451613,0.002197016129032258,-0.005105604838709678,-0.012024112903225807,-0.0007081451612903225,0.000740241935483871,0.00597758064516129,-0.00028911290322580644,-0.030831532258064516,0.0006343548387096774,-0.00020310483870967743,0.037527943548387094,-0.007041653225806452,-0.030197177419354838,-0.0004922177419354838
242,008775,20190829,0.1240877659574468,per_vol,1,0.017456117021276595,0.006272606382978723,0.0,-0.02372872340425532,0.0002859042553191489,-8.111702127659575e-05,-0.0028351063829787234,-0.00501063829787234,-0.1167406914893617,0.00029388297872340427,0.0,0.1240877659574468,-0.00263031914893617,-0.1164468085106383,-0.00501063829787234
239,008970,20190624,0.039161105269798546,per_vol,1,-0.00934473651007276,-0.010070261176767464,-0.00011408504016486521,0.0025003406653488665,0.0,0.0,0.0023036884384068637,-0.0005284266307776423,-0.02414774782352694,0.00024839971400933674,-8.276906253942887e-06,0.039161105269798546,-0.014733330529503302,-0.0238993481095176,-0.0005367035370315851
230,009070,20190212,0.04829393333333333,per_vol,1,7.666666666666667e-07,-0.03216716666666666,-0.00028746666666666664,-2.04e-05,0.0,0.0,0.00021003333333333333,-0.017777166666666667,0.0015193666666666666,0.00021046666666666667,1.7633333333333333e-05,0.04829393333333333,-0.0322466,0.0017298333333333334,-0.017759533333333334
242,009160,20190530,0.033166758367721226,per_vol,1,0.0010675683937031943,-0.007034265627388048,-5.04355800091701e-06,-0.007542090784044017,0.002002170258291304,-0.0003496866880635794,0.0015117835855112333,0.0015749961791227266,-0.02427629527739569,-0.00011270059605685466,-3.1942534005807732e-06,0.033166758367721226,-0.01035275867339141,-0.024388995873452543,0.0015718019257221457
223,009270,20190103,0.14596869781990077,per_vol,1,0.0005569248136215047,0.0006813927235953999,0.0006951388725570894,-1.7497236659532935e-05,2.5587356835446016e-05,-0.028950400978340115,0.00038657369299875357,-0.11347783448178547,-0.006197831659650526,0.00031329225559135484,1.5956821335340185e-05,0.14596869781990077,-0.026606323934056115,-0.005884539404059171,-0.11346187766045013
232,009270,20190116,0.18344398062134004,per_vol,1,0.0012374591378377742,0.0003119987770748571,0.0006965029044472143,-0.0001062063451000682,2.5587356835446016e-05,-0.03040850403330119,0.0002770395804426048,-0.13820508689823852,-0.01755059852778627,0.0002618706051127678,1.5956821335340185e-05,0.18344398062134004,-0.027950165800428025,-0.017288727922673504,-0.13818913007690317
233,009270,20190517,0.031008819171703395,per_vol,0,0.0010732579196161896,0.00023622445379929916,0.00028274264481079937,0.00010737047576491616,-0.00030366172009124904,-0.012329789986124504,0.001894675572070271,-0.04448800592648339,0.02245197667035112,5.043390324780696e-05,1.5956821335340185e-05,0.031008819171703395,-0.009023223818818937,0.02250241057359893,-0.04447204910514804
244,009270,20190701,0.05084192516638837,per_vol,1,0.001070059500011759,4.965781613790833e-05,0.0003563062957127067,-0.00033200065849815384,2.5587356835446016e-05,-0.006492756520307613,0.0023417723007455138,-0.029315467651278192,-0.018536993485571834,-2.404694151125326e-05,1.5956821335340185e-05,0.05084192516638837,-0.0029654170880270927,-0.01856104042708309,-0.02929951082994285
241,009290,20190429,0.030614066881593256,per_vol,1,-0.002708494687243662,0.005393620877129394,-0.007715533850937602,-0.018852635394212242,0.00022347914003929722,-3.099902710745694e-05,-0.03385200587550791,0.019808874306098703,0.008963754983689743,-7.994887545067817e-05,-0.0017641784780908414,0.030614066881593256,-0.05930674729593102,0.008883806108239065,0.01804469582800786
239,009290,20190624,0.019130825432555655,etc_vol,1,7.283340645924343e-05,0.0013668758703572995,0.0004182484118959959,-0.0013846168520249519,-0.0042685564945346335,-4.3303256328570615e-06,-0.018993342362793538,0.018974418649014706,-0.014306136853551059,4.9255069533202345e-05,0.00015640678354094734,0.01791894469773564,-0.022636481562732493,-0.014256881784017855,0.019130825432555655
234,009310,20191115,0.008419447728746329,per_vol,0,-0.00015006293146191694,-0.0001306304588275678,0.0008390861588924062,-4.206872878446928e-05,0.0,1.9070139974827415e-08,0.0005910408482398261,-0.005155631412334567,-0.003170162858995385,-0.0012010374156146307,0.0,0.008419447728746329,0.0011073839581982531,-0.004371200274610016,-0.005155631412334567
232,009320,20181212,0.03186506737186752,for_reg_vol,1,-0.0006183520127607774,0.0003332703689711623,1.511144692104269e-05,0.0005433194811736557,0.0,1.1543466398018721e-06,0.0,-0.0003567770641816732,0.03186506737186752,-0.0006762792259581077,1.786089073584351e-05,-0.031124375603408472,0.0002923645216807287,0.031188788145909415,-0.00033891617344582967
233,009320,20181213,0.023936909709104646,for_reg_vol,1,-0.0006183520127607774,0.0003510892834655585,1.6538639130252276e-05,0.0005433194811736557,0.0,1.1543466398018721e-06,0.0,-0.0003546782521093061,0.023936909709104646,-0.0005017630021407883,1.786089073584351e-05,-0.023392079083238888,0.00031161062838433446,0.02343514670696386,-0.0003368173613734626
234,009320,20190118,0.0046626789237291695,com_vol,1,0.0014434999790118794,0.0022027872224321034,2.5353649834193847e-05,0.0009720228350753473,0.0,1.1543466398018721e-06,0.0,-0.0012371867522981991,0.0005547789950887797,-0.00023481509465642447,1.786089073584351e-05,-0.0037454560718633255,0.0046626789237291695,0.0003199639004323553,-0.0012193258615623558
235,009320,20190121,0.004421357511648407,com_vol,1,0.0014434999790118794,0.0021811274818452756,1.557318557696344e-05,0.0007621416278386433,0.0,1.1543466398018721e-06,0.0,-0.00012830038198379716,-0.002523611635814129,-0.00033935692398102675,1.786089073584351e-05,-0.0014300885698694539,0.004421357511648407,-0.002862968559795156,-0.00011043949124795366
234,009320,20190320,0.008944780254376023,per_vol,1,-0.0025251227805062333,0.002141417957436091,4.730722411115309e-05,0.0015610754313058809,0.0,1.1543466398018721e-06,0.003533748898123662,-0.00017426436636863536,-0.013527809259958863,-2.0148595894723587e-05,1.786089073584351e-05,0.008944780254376023,0.004777441967846199,-0.013547957855853587,-0.00015640347563279183
234,009320,20190617,0.0026473785837216137,com_vol,0,-0.0024721487637996893,0.0016751458674390295,0.00018496830793770727,0.0014146623011375562,0.0,1.1543466398018721e-06,0.0018257356336313646,9.127733702724258e-05,-0.0027312471141334007,0.0012490660286277966,1.786089073584351e-05,-0.0012564748352432522,0.0026473785837216137,-0.0014821810855056038,0.0001091382277630861
235,009320,20190718,0.01465405280611174,per_vol,1,-0.003430886118456953,0.0013878184947319816,0.00019951307559921085,0.001373462620156991,0.0,-1.036813163749318e-05,0.0020453133526424044,9.152919447592663e-05,-0.01658817109516014,0.00025987491080048695,1.786089073584351e-05,0.01465405280611174,0.001582714183771985,-0.01632829618435965,0.00010939008521177014
241,009320,20190924,0.014613461780632163,per_vol,1,-0.0025550308525374636,0.002273433236787978,0.00014362171011207656,0.0013507324854132561,0.0,-6.506317424337825e-06,0.002211791126222558,0.00036303152415732696,-0.018982076144901987,0.0005696805608025857,1.786089073584351e-05,0.014613461780632163,0.0034359022793099105,-0.0184123955840994,0.00038089241489317046
237,009410,20190123,0.02228657068062827,for_reg_vol,0,0.022134424083769633,0.004097683246073298,0.006720405759162304,-0.0012513612565445025,0.0019931151832460734,-4.108638743455497e-05,-0.0043028141361256544,-0.04766697643979058,0.02228657068062827,-9.882198952879581e-06,-0.007571753926701571,0.003611675392670157,0.021778612565445027,0.022276688481675393,-0.05523873036649215
239,009410,20190527,0.06247400523560209,samo_vol,1,0.06247400523560209,0.0009823821989528795,-0.002780235602094241,-0.023633534031413612,0.0015589790575916231,-0.0005734162303664921,0.01781098167539267,-0.0031376308900523562,-0.003451217277486911,-0.00026794502617801045,-0.005964162303664922,-0.043018206806282724,0.049875,-0.0037191623036649216,-0.009101793193717277
239,009420,20181221,0.055481422637392086,com_vol,1,0.002210352022357918,0.005562355238222852,0.0029412147546945887,0.014424360176872571,0.00023726574912425106,-3.41302808139201e-05,0.028411286154552937,-0.013597614900174193,0.04732855420072357,-0.00033979058593824776,0.0017287188223808886,-0.08887257135200322,0.055481422637392086,0.04698876361478532,-0.011868896077793303
228,009420,20191007,0.062323270994046824,com_vol,1,0.002724220439884382,0.003583258360291725,0.003978369479910415,0.005276545242242683,-0.0003391206140770659,-0.0001541892383377041,0.04603076127945484,-0.005854271549166364,0.009410865029383052,-0.00030227216171206526,0.0012234260446775521,-0.06557759231255145,0.062323270994046824,0.009108592867670986,-0.004630845504488812
226,009450,20190308,0.06785125588697018,per_vol,1,0.013214128728414442,-0.027114599686028258,-0.006440345368916797,-0.007368759811616954,-0.0011392464678178964,0.0010956828885400314,-0.0021576923076923075,-0.05616562009419152,0.029107692307692307,-0.0003849293563579278,-0.01049756671899529,0.06785125588697018,-0.04040839874411303,0.028722762951334378,-0.06666318681318681
230,009460,20190114,0.050565052709202744,per_vol,1,-0.00021787587778839224,0.0004915782593393333,-0.0008182244791928537,0.00012134010424522768,0.0,-0.0016659124809358607,8.319506594935224e-05,-0.0172026078066603,-0.03128917156887392,-6.73739252853336e-05,0.0,0.050565052709202744,-0.0020058994083831934,-0.03135654549415925,-0.0172026078066603
241,009460,20190129,0.05407836827727219,per_vol,1,-0.00021787587778839224,0.0006479963799084921,-0.0008182244791928537,0.00013102720096535772,0.0,-0.0016659124809358607,0.00020959659443243333,-0.021453651096921246,-0.031306869794023494,0.0003955452762833727,0.0,0.05407836827727219,-0.0017133926626108234,-0.030911324517740126,-0.021453651096921246
232,009460,20190516,0.049589689443075735,per_vol,1,0.007902592722945682,0.0016484824107127892,-0.00023455176228065765,-0.0018283473276685606,0.0,3.351936581359881e-05,0.00366245998625706,-0.008268071128094256,-0.05300434075787286,0.0004985670471114687,0.0,0.049589689443075735,0.011184155395779912,-0.05250577371076139,-0.008268071128094256
230,009460,20191111,0.024400656979569946,samo_vol,1,0.024400656979569946,-0.020210468097943586,0.00013049089111234015,-0.0026596108401629043,0.0,-0.0003854559471734795,0.005417852414232323,-0.018840615415556337,0.00012946855045502538,0.0003484170479494528,0.0,0.01166926441751722,0.006693465399634639,0.0004778855984044782,-0.018840615415556337
237,009470,20181219,0.022266102207438767,for_vol,1,-0.0039882068339885095,0.0037422134865436954,0.0009894163894768673,0.0040898094950105835,-0.0005163289990928333,0.00017326882370728757,-0.0032121257937707893,0.0048181130934381615,0.020904445116419715,0.0013616570910190504,0.0038339885092228605,-0.03219625037798609,0.005112035077109162,0.022266102207438767,0.008652101602661022
234,009470,20190717,0.026062443302086482,per_vol,1,0.002609313577260357,-0.0004555488358028425,0.0001970063501663139,-0.011985636528575748,0.0,0.0,-0.018461596613244632,0.008277592984578168,-0.010749319625037798,0.00067175687934684,0.0038339885092228605,0.026062443302086482,-0.024262473540973693,-0.010077562745690959,0.012111581493801028
234,009680,20190118,0.003522,sec_vol,1,-0.002278030303030303,0.003522,0.0008811212121212121,-0.0008024848484848485,0.0011544545454545455,-0.0002761515151515152,-0.0011218787878787878,-0.00028263636363636365,-0.0003127878787878788,5.321212121212121e-05,-0.0006056969696969697,6.887878787878787e-05,0.0004733333333333333,-0.00025957575757575756,-0.0008883333333333333
229,009680,20190313,0.02039848484848485,per_vol,1,-3.324242424242424e-05,0.0026445757575757575,0.0005393333333333333,-0.0014102121212121212,0.0011734545454545455,-0.0003733030303030303,0.004346878787878788,-0.0002220909090909091,-0.024675666666666665,-1.6242424242424243e-05,-0.002371969696969697,0.02039848484848485,0.0045155151515151514,-0.02469190909090909,-0.0025940606060606062
230,009810,20190611,0.05386496446433272,per_vol,1,0.0,0.00023545669913135035,-1.0110316111895476e-05,5.7192084041254876e-05,0.0,0.0,0.0,-0.033942807915958745,-0.020444100122041686,0.00023940510660700183,0.0,0.05386496446433272,0.00028253846706070975,-0.020204695015434683,-0.033942807915958745
236,009830,20190619,0.05158225527777606,com_vol,1,0.001556140426928579,0.0011174951541686536,0.008593810959939063,0.019595297221310513,0.00020976102155698264,0.00031576861387548844,0.02005633549873358,0.00805044618804922,-0.02984311272673227,-4.6513788170598035e-05,0.00013764638126319832,-0.02974307495092241,0.05158225527777606,-0.029889626514902866,0.008188092569312418
232,009830,20191113,0.04792397773085045,com_vol,1,-0.00043426080171415476,0.002266214182649137,0.0066419348645953965,0.012425646678515473,-0.00013279126078313589,-0.00023606784783160659,0.026910006873958843,0.008318573932214095,-0.012084425838653943,-0.0001424395741861171,0.0004832950414604995,-0.044015686250224485,0.04792397773085045,-0.012226865412840059,0.008801868973674595
233,009835,20190417,0.09954270462633452,per_vol,1,-0.0012402135231316725,0.006850533807829182,-0.03539679715302491,-0.000652135231316726,0.0,-0.004217081850533808,0.0,-0.003946619217081851,-0.06053914590747331,-0.0004012455516014235,0.0,0.09954270462633452,-0.03465569395017794,-0.06094039145907473,-0.003946619217081851
235,009835,20190419,0.10187544483985765,per_vol,1,-0.002304270462633452,0.0071174377224199285,-0.03539679715302491,-0.000652135231316726,0.0,-0.004217081850533808,0.0,-0.004031138790035587,-0.06157473309608541,-0.0008167259786476868,0.0,0.10187544483985765,-0.03545284697508897,-0.0623914590747331,-0.004031138790035587
236,009835,20190422,0.10323309608540926,per_vol,1,-0.002304270462633452,0.004279359430604982,-0.03539679715302491,-0.000652135231316726,0.0,-0.004217081850533808,0.0,-0.004054270462633452,-0.061582740213523134,0.0006948398576512455,0.0,0.10323309608540926,-0.03829092526690391,-0.06088790035587189,-0.004054270462633452
226,010040,20181204,0.04653398355493352,per_vol,1,-1.915675297410777e-05,0.00033983554933519943,-0.0006209324702589223,-0.0005979706088173548,-0.04502073128061582,0.0,2.046885934219734e-05,-0.0019310706787963611,0.0009839923023093073,0.0002934744576627012,1.810706787963611e-05,0.04653398355493352,-0.045880379636109164,0.0012774667599720084,-0.001912963610916725
229,010040,20190111,0.04435317529741078,per_vol,1,0.0012175472358292511,-0.0008912263820853744,-0.0005377011896431071,0.00016090797760671797,-0.04487132610216935,0.0,0.0,-0.0016568404478656403,0.002213348495451365,-5.991952414275718e-06,1.810706787963611e-05,0.04435317529741078,-0.044903691392582226,0.002207356543037089,-0.001638733379986004
230,010040,20190114,0.04631459937018894,per_vol,1,0.0012175472358292511,-0.0008924510146955914,-0.0005377011896431071,0.00016090797760671797,-0.04487132610216935,0.0,0.0,-0.0019804933519944018,0.00044519769069279217,0.00012561231630510848,1.810706787963611e-05,0.04631459937018894,-0.04490491602519244,0.0005708100069979007,-0.0019623862841147656
231,010040,20190115,0.04608729881035689,per_vol,1,0.0012175472358292511,-0.0008937631210636809,-0.0005377011896431071,0.00015933344996501048,-0.04487132610216935,0.0,0.0,-0.002037526242127362,0.0006015132960111966,0.00025651679496151153,1.810706787963611e-05,0.04608729881035689,-0.04490780265920224,0.0008580300909727082,-0.002019419174247726
227,010040,20191004,0.07247909377186844,per_vol,1,-0.021528122813156053,0.02250892232330301,0.0004986004198740377,0.0001707925122463261,0.0,4.3736878936319104e-08,0.0030373075577326803,-0.09021986529041287,0.012997594471658502,3.752624212736179e-05,1.810706787963611e-05,0.07247909377186844,0.004705650804758573,0.013035120713785864,-0.09020175822253323
